,backend_mode,qaoa_variant,param_initialization,depth,warm_start,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,ratio,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal
0,statevector,multiangle,gaussian,10,False,True,5,>>graph6<<DkO,92.14171504974365,5000,1.0,"[1, 1, 0, 0, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[3.92399544 4.88716702 3.37779885 2.73564902 2.80336453 4.3719662
 1.16054884 1.48275795 1.4512863  1.55161838 1.76776928 3.29082709
 3.20793869 2.73071351 3.15686092 3.16258224 4.19300607 1.39958262
 1.4639407  2.35864977 1.45121391 2.36962622 3.05209772 3.25756182
 2.78913493 3.120044   2.4202362  2.69587936 1.51719095 1.62695318
 1.49307283 1.44931099 0.96720472 3.12638249 3.28067398 2.70491238
 3.34894843 3.51943782 3.14012702 1.6246036  1.30223349 1.61708467
 1.56192756 1.81263519 3.17982156 3.13698439 3.04386551 3.14090822
 3.36549801 3.10846348 0.53907698 1.10102768 1.45985389 1.5242244
 1.61836581 3.16598796 3.41262988 2.99340551 3.47872537 3.1370188
 3.76134784 1.58384592 2.2608631  1.62905799 1.4013027  2.10608966
 3.58542982 3.10443102 3.39078512 3.17496814 2.94528962 2.7333886
 1.14072941 1.74138976 1.68920856 1.62513533 1.60221131 3.35118277
 3.05656399 2.89282763 3.14649118 4.4941379  3.22560258 1.64154776
 2.29500323 1.33323271 2.13817825 2.19960594 2.70208276 2.98556624
 2.76083385 3.54181847 4.02125864 3.78931513 2.385963   2.4728809
 2.67132353 1.37645348 1.4102588  4.31054981 4.23131531 2.90845269
 3.24021468 3.24537629 3.28950213 1.5434566  1.41375127 3.05603402
 1.83223422 1.50291349]",0.9997463027250156
1,statevector,multiangle,gaussian,10,False,True,5,>>graph6<<Dm{,178.23077154159546,5000,1.0,"[1, 0, 0, 1, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[3.23147471 3.15771048 2.97503753 3.73298382 3.17722351 4.07167755
 3.22945409 4.03490249 3.32328712 3.95704167 3.24562782 4.3135539
 4.48064522 1.61499106 1.53346103 1.45537876 1.85716676 1.04778715
 2.6525569  3.43874895 3.34045242 4.14750411 4.42619242 3.5260688
 3.46978636 2.96018483 4.2157362  3.29493237 3.12381924 3.57834941
 2.99200171 1.4940232  1.75573488 1.67240582 1.65337729 1.57823299
 3.27432257 3.08668543 2.75483831 3.20442632 2.91531572 3.28249866
 3.02104977 3.20773309 2.97668146 3.2623453  3.21157018 3.13343203
 3.39341383 1.63923629 1.71277425 1.56839452 1.70191014 1.45950213
 3.17273677 4.38540411 2.77878546 2.81249619 2.36682047 3.38176362
 3.13274645 3.3503406  2.99345893 3.1025353  3.17060584 3.44131774
 3.18821204 1.52187221 1.44302653 1.69972152 1.58117386 0.8582301
 2.95822961 3.23188929 2.93160795 3.04403766 2.65453555 3.68246821
 2.74562658 3.44730245 3.39626127 3.59432377 3.00985387 3.0664907
 2.94155665 1.44925709 1.38772704 1.46200892 1.669199   1.43125868
 2.9125674  2.86871685 3.48097029 3.09402734 4.22567662 3.1156048
 3.40430029 3.33353324 3.32026537 2.38137322 3.41034168 2.99284992
 3.21267002 1.72803318 1.78209554 1.61655211 1.56471874 1.52930171
 3.18405226 3.31974065 4.08887784 3.19332286 2.87480351 3.13119988
 2.90465468 3.25048466 3.28579783 3.52559316 3.40446    2.72091212
 2.85301648 1.54959483 1.63572061 2.53066641 2.59730032 1.99232507
 2.8893675  4.14350429 3.04822206 3.21558145 3.36906015 3.16374165
 3.1855863  3.06596642 4.35164911 2.91927178 4.02103139 3.22979778
 3.29671898 1.71094655 2.26555987 1.06433233 2.71077971 1.50469769
 2.66022788 3.12614106 4.75811709 3.65821343 2.85795237 3.60293133
 3.79702578 3.53587158 3.0890569  3.03489245 3.08185125 3.75077212
 3.79098513 2.12583984 1.28593545 0.7872069  1.68502152 2.00360507
 3.28542678 3.28403446 3.66921392 2.95782607 3.52631121 3.08074837
 3.17075361 2.92576981 3.18050216 3.285608   2.94295502 4.05338765
 3.42995176 1.5133202  1.92780622 1.44571509 1.58407586 1.25263894]",0.9965874544398368
2,statevector,multiangle,gaussian,10,False,True,7,>>graph6<<FkPsg,341.3817403316498,5000,1.0,"[1, 0, 0, 1, 0, 1, 1]",4,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[3.93915039 3.20943299 3.54892538 3.13688887 3.1744386  2.79482209
 3.92167616 4.27654105 3.08801248 2.90155883 4.19720516 3.23635204
 3.31885338 3.10911938 3.42682887 3.14153995 1.28844424 1.55683783
 2.51419093 1.62784849 1.56354588 1.48846563 1.50766792 3.94502147
 4.2944801  3.36644996 3.4091828  3.07936208 3.57515729 3.15543155
 2.56742714 2.99022334 4.20776892 3.3256435  4.12123479 3.46756677
 3.41602983 3.24433296 3.09658435 1.51661015 1.3246979  1.21978685
 1.52704668 1.15327066 1.51194903 1.66716761 4.14633049 3.3297543
 4.13142556 3.31940689 3.1602957  3.100495   3.80830522 3.83301206
 3.39201855 3.1706839  3.20145607 4.34445471 2.98895142 4.02328288
 2.74015915 3.21746681 1.76824166 1.46098289 1.54081061 1.395398
 1.6803883  1.83918115 1.63214795 2.82459493 2.93948387 3.65894535
 3.17917669 3.12967874 2.89649517 2.98932821 3.33905786 2.99672652
 2.56724455 2.98565771 2.61351744 2.84028934 3.13793989 3.13072874
 3.2420426  1.57516954 1.67051353 1.43750256 1.53444378 1.46710614
 1.75553588 1.46342172 3.06332493 3.1897605  3.25252704 2.4964015
 3.43361068 3.31064273 3.15324281 3.70274464 3.30645992 3.07987035
 3.48598402 3.21561899 3.22883043 2.91575435 2.98075528 2.64354968
 1.51931512 1.37653223 1.83440643 1.58630734 1.63478506 1.45524973
 1.65815525 3.42756818 3.80982701 2.84134976 3.15272391 3.16348447
 3.04682668 2.96117121 3.37105799 3.14183949 2.83320812 3.33204873
 3.29241481 2.98550036 3.19825178 3.18422727 3.21403528 1.60331433
 1.717945   1.55227499 2.76852746 1.67300086 1.47517317 1.43665063
 3.33803115 3.38847823 2.99954508 3.14519688 3.06193337 3.60241036
 3.45842269 3.08966314 3.00475073 3.52170494 3.31403567 3.30763616
 4.10190686 3.43573555 3.07821643 3.38346438 1.62360113 1.50606325
 1.53885728 1.75973473 1.41216471 1.38392867 1.50368733 3.3307527
 3.13693265 3.17286694 3.05462278 3.27129764 2.74331948 3.25487308
 2.92388124 3.03807351 3.16607539 3.32607204 3.08722635 2.80346022
 3.24648874 3.30141898 3.27694758 1.41961679 1.5271785  1.68461955
 1.38608812 1.77450942 1.81059944 1.67076148 3.22424567 3.15698114
 2.81857564 3.48176512 2.63567583 3.38779579 2.34326614 3.32801483
 3.12589262 3.5803904  3.1942361  2.84292898 2.91661717 3.73069175
 4.66711383 2.79540775 1.7035706  1.48854586 1.5537336  1.59057505
 1.62580934 1.69753086 2.81036494 2.86830339 2.64494882 3.14077213
 3.47530028 2.80348817 2.95808698 3.40800434 2.9609218  2.86184607
 3.71292439 3.137292   2.98637107 3.24504358 3.17316112 3.01089568
 4.35879317 1.01509281 1.52065342 1.44870884 1.72749587 1.39733574
 1.50811424 1.58941865]",0.9954523605296839
3,statevector,multiangle,gaussian,10,False,True,7,>>graph6<<Fm~]w,599.660662651062,5000,1.0,"[1, 1, 0, 0, 1, 1, 1]",5,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[3.21533886 2.89896167 4.09316865 4.20930699 3.78985953 3.98676117
 4.06787511 2.83198019 4.13695583 3.30775614 3.4712448  3.98304981
 3.25935076 2.88870458 3.13746351 3.05277285 3.05546903 4.24268594
 3.49129978 2.94471788 3.36295621 3.25033236 3.26115547 3.29734937
 1.66772834 1.6640278  1.55889844 1.31678275 1.73313403 1.49202425
 1.54389859 3.31151063 3.06809465 3.2452559  3.06736681 2.95003376
 2.98653272 3.25314039 3.17607021 3.07280199 3.16597757 3.31760436
 2.94849794 3.09877023 3.17787332 2.97155062 3.29293428 3.19756991
 3.02292878 2.87942524 2.90952235 3.2703846  2.99435443 2.99985715
 3.15722211 1.43694033 1.43966468 1.53373471 1.51374494 1.37161968
 1.53534443 1.31536235 2.73334709 3.4826199  3.17516075 3.42231606
 3.36985093 3.24521588 3.00277925 2.96054715 3.48121683 3.67204457
 3.24533771 3.06013915 2.86300145 3.11798101 3.17151916 3.16939861
 3.09214198 3.08569525 3.15252105 3.0244887  2.9234553  3.35531495
 3.00146273 4.3047377  1.58182804 1.75522837 2.10525134 1.74964267
 1.47688821 1.51767085 1.57952791 3.2467672  3.74494853 3.34471679
 3.31190848 3.0198455  2.9905271  3.05597872 3.30105771 3.2618413
 3.52628216 3.25567333 3.58827512 3.1408794  4.20973874 3.07868121
 2.87822531 4.41678716 2.92357266 3.21026968 2.37969252 3.37353006
 3.05132947 3.23057852 3.31004796 1.57627653 1.74319893 1.70027147
 1.57424002 1.5822475  1.75707481 1.50162618 4.52023365 3.13688868
 3.80570727 3.18278433 3.17252255 3.232998   2.80998529 2.62534574
 3.52490074 2.70621384 3.3445784  3.40882209 3.42846422 3.02578569
 3.14701766 3.07769308 3.39779917 3.37217638 3.2499779  4.02760182
 3.25654091 2.86022744 3.05847204 3.0809679  1.62192227 1.58186398
 1.39948072 1.64433933 2.10494709 1.3834201  2.00395714 2.89569513
 2.62643273 3.62071859 2.67523819 3.50667316 2.36532154 3.30785234
 2.96670565 3.03934202 3.05980231 2.88298055 3.21283474 3.30388703
 2.7175058  3.36190541 4.00007328 2.7429359  2.95917513 3.18449572
 3.95058909 3.3419545  3.47688904 2.46772427 3.81061706 1.7904541
 1.68775911 1.42931639 2.04318647 2.55288078 1.66465555 1.52481323
 3.29818378 3.15628798 3.09450979 2.22619242 3.2712081  3.06795998
 3.42662029 3.58163037 2.40573093 3.07034666 3.0059323  2.93379761
 3.59485788 2.76360069 2.97505015 2.89938474 3.75580748 3.00069098
 3.19146589 3.39322355 2.88062717 3.38041336 4.29712705 2.77979228
 1.41731328 1.51207082 1.49963887 1.53552135 1.58427048 1.81370829
 1.67515469 3.31756091 3.18727503 3.63261503 3.39174234 2.75801676
 3.19434211 3.26814666 2.6462301  4.5040734  2.92324524 3.03951231
 2.90206594 3.65282816 2.9283488  3.17694681 3.57379483 2.6349377
 3.17085866 2.90724644 3.22216525 2.99913643 3.20764116 3.5624013
 3.24129174 1.72252014 1.72195229 1.27523101 1.8495319  1.58957586
 1.47607047 2.15858555 3.14310723 2.59020752 3.21634527 3.32344742
 3.45664952 2.39019171 2.71397612 3.90909049 2.78967283 3.2062
 3.62188802 2.7923636  3.29308635 4.34469007 3.0724711  4.40667277
 3.27340664 3.11936789 2.87937639 2.93262087 3.15398446 3.28410801
 3.68426009 2.23795536 1.49572142 2.02344792 2.0139153  1.69245475
 1.15149516 1.57659802 1.41579043 3.64173566 3.01888695 3.70892656
 3.00875037 3.44858086 3.32847469 3.1905841  3.30322014 3.68477898
 3.50010354 2.99364509 2.99493964 3.57938501 3.2026789  3.82907102
 3.27374416 2.28286759 2.9951826  3.44201967 3.86582092 3.46114819
 2.79711331 4.48060954 3.06467153 1.94924028 1.58817594 1.88313181
 1.73999512 1.64743824 1.37009965 1.70754212]",0.9137442265995546
4,statevector,multiangle,gaussian,10,True,True,5,>>graph6<<DkO,121.67398738861084,5000,1.0,"[1, 1, 0, 0, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[3.35522851 2.535056   4.36968898 4.30937111 4.49147848 3.55940958
 1.69652927 0.52956389 2.42112303 2.82658911 1.51591057 3.53812093
 4.14664279 4.15189557 2.79142422 3.98062064 3.89937675 0.45829423
 1.63391107 1.55653074 1.50564372 1.33708232 3.82869621 3.99984827
 3.38010919 3.33199585 2.90850351 2.82282882 1.51599319 1.68507229
 1.6356475  1.50659907 1.3962386  3.09159037 3.09599064 2.90638311
 3.36984796 3.04627429 3.55282626 3.14323194 1.64988613 1.58596405
 2.49243317 1.5877322  3.14994547 3.03635975 3.37181177 3.32896597
 3.57917924 2.88499784 2.60646188 1.50653984 1.5799009  1.51073054
 1.64362729 3.21997365 3.07241681 2.89128011 3.15720799 3.34811809
 2.89054499 1.62418426 1.57986155 1.86534573 1.58142253 1.39787022
 3.33140035 2.82571584 2.82820371 3.21754157 3.15637458 2.88497139
 1.54402351 1.46989154 2.73126007 1.51234508 1.55673505 3.11743907
 3.3840829  3.44839876 2.46625735 2.92882987 3.34354637 1.74353996
 1.66488704 1.65064371 1.17798725 1.21836171 3.32694815 2.6903139
 2.81160736 3.19600581 2.45831948 2.85012367 1.93823422 2.41788777
 1.91607566 1.88145478 2.34394598 4.24418771 3.21738925 3.17921066
 4.33475535 4.48158005 2.77629462 2.9944086  1.64422634 1.03398496
 1.38067757 1.9303238 ]",0.9997100809053496
5,statevector,multiangle,gaussian,10,True,True,5,>>graph6<<Dm{,218.77782201766968,5000,1.0,"[1, 1, 0, 0, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[3.16182248 3.88113174 2.46936099 3.41025596 4.13899862 2.9399142
 4.08714852 2.95380767 3.09323478 3.13992541 3.15589373 3.41546368
 3.22826001 1.40612296 2.50283146 1.48420114 1.66300864 1.83347384
 4.62404909 3.27769022 2.7278322  3.45051763 3.09422848 3.12966629
 3.30829694 3.27816618 3.25198337 2.80569144 4.44967385 3.27546038
 3.04856249 1.54780883 1.48396549 1.65591105 1.42732129 1.57499933
 2.96891281 2.89054704 3.39236133 3.3121843  3.05365581 3.18138663
 3.2933536  3.27469249 2.86884079 3.03215506 3.08788223 4.32309863
 4.11777762 1.08554392 1.85648443 1.59374776 1.83362006 1.61538428
 3.05735635 2.55624601 3.81591941 3.09976656 3.07894804 3.31753323
 3.19154927 3.09964098 4.17916232 3.27193404 4.56011551 3.1951389
 3.04570472 1.52666683 1.47889935 2.56417859 1.46922198 2.09722542
 3.4773812  3.08985224 3.26683623 3.07975782 3.04286838 3.10941108
 3.64776158 3.18491488 3.16692843 2.84745114 2.81029315 3.37759704
 2.80124298 1.52829293 1.35599299 1.47894777 1.48920004 2.00578397
 3.19418789 2.82140617 3.145214   3.23319971 3.07552782 3.43682827
 3.02167481 3.25437421 3.0105889  2.34273185 3.19632988 3.41569668
 3.04110334 1.57132664 1.32761942 1.5757152  1.48375872 1.44466205
 3.38707886 2.9795196  2.55737998 3.23907339 3.38637015 3.23158156
 3.02759433 2.93585249 3.06575169 3.67769936 3.19165377 3.22682986
 3.59933744 1.37955343 1.98255338 2.19500479 1.59800307 1.71461199
 3.04280936 3.39751356 4.12519949 3.24237042 3.09224993 3.32394306
 3.37798179 3.32810638 4.50294837 2.51126883 3.14559965 3.18650832
 3.37897948 1.64829518 1.73257508 2.47690904 1.53261126 1.47120126
 3.01036759 3.4943909  2.95240883 2.8886436  3.49185544 3.19171277
 2.71033516 3.12090251 2.88610327 3.33995597 2.85107999 3.31103439
 3.14389428 1.5763182  1.94561409 1.7123597  1.56431355 1.53074383
 3.11620088 3.1575679  3.01385751 3.01944384 2.92183175 3.15611703
 2.61408506 3.43401448 2.88641036 3.14151063 2.94064489 3.8896037
 3.07950778 1.42414545 1.49462059 1.6007734  1.49853712 1.54885746]",0.9988717310454929
6,statevector,multiangle,gaussian,10,True,True,7,>>graph6<<FkPsg,363.785284280777,5000,1.0,"[1, 1, 0, 1, 0, 1, 0]",4,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[4.09992314 4.14494928 2.9076242  2.83128299 3.72142099 3.02171605
 3.22407813 3.15986579 3.06480929 2.98491741 3.09385604 3.80685496
 3.33551291 2.87822053 3.12920567 3.07194157 1.59246056 1.50600294
 1.59846444 1.17753022 1.74964473 1.68484624 1.78734041 3.16158094
 3.26676296 3.04705862 3.74315061 2.38874435 3.00950706 3.12440944
 3.64593983 4.01773635 3.17541939 3.85850458 3.32453949 3.05337114
 4.59933003 3.08943279 3.05901219 1.53313019 1.50850848 2.21143957
 1.71028811 2.53551753 1.91391274 1.77395275 3.36322653 3.49405061
 3.00506996 3.05567805 2.97136505 2.91772186 3.01917879 3.12026175
 2.85231844 4.0854706  3.0662251  3.70393667 2.78899744 3.09499263
 3.35917535 3.04523366 1.3864745  1.47553375 2.38797929 1.55439674
 1.55424673 1.73943057 1.7637352  4.16869091 3.55890924 3.61318182
 3.16636909 3.12239621 3.06018013 3.10197812 3.13135255 3.05675064
 2.79392115 3.37132402 3.32394494 2.57087143 2.51604313 3.08489794
 3.57979495 1.59449344 1.6151251  1.59686053 1.40922279 1.58397778
 1.61033948 1.41956522 3.45554654 4.16557978 2.50698645 3.21249899
 3.64202287 3.06572908 3.65101941 3.11437131 3.15176441 2.90264942
 3.19555432 2.81132982 3.18891938 3.31784922 2.39350206 3.29806572
 1.75622823 1.69507546 2.63689984 1.80209432 1.44080761 1.67610457
 2.25924435 3.24779166 3.32731426 2.67175212 3.47801596 3.72522852
 3.15214575 3.08272605 2.53437952 3.07255358 3.47012784 3.23965791
 2.95536508 3.28551981 3.482084   3.33896302 3.13946625 1.61219666
 1.57560471 1.25085745 1.56657316 1.03578534 1.637099   1.52784111
 3.52704379 3.1151548  3.05763178 3.37447375 2.57938155 2.91303872
 2.96511425 2.90888335 3.05511105 3.39672851 2.92148856 2.99547928
 2.78217953 3.29230671 3.53893209 3.22698156 1.51438687 1.58020299
 2.45290651 1.47130405 1.61122815 2.53336879 1.69928951 2.95932579
 3.05780014 3.06927038 3.23589188 3.02510776 2.54209048 3.33450038
 3.3916029  3.34612765 2.9507348  2.86490023 3.12964967 3.26080765
 2.62700927 2.92579665 3.18512321 1.55855221 1.76622318 1.49861189
 1.44557328 1.5395351  1.68877602 1.57168971 3.22730817 2.72866154
 3.31967107 3.10156274 3.32176102 3.00113754 4.28402481 2.90620799
 2.88699925 3.50581583 2.85110668 3.03876051 3.06616328 3.59396637
 3.19158653 2.96640762 1.52045487 1.74065657 1.44772515 1.57795081
 1.7169539  1.89830825 1.77643569 2.50832605 2.97527317 3.26729535
 3.27795574 3.34594222 3.04126282 2.61729478 3.01185202 2.86420885
 2.90365031 3.11332253 2.98778216 3.65185947 3.12464724 3.14811013
 3.17519892 1.46739304 1.57396932 1.4308822  1.37855771 1.46822501
 1.3144556  1.28894826]",0.9720990502798184
7,statevector,multiangle,static,10,False,True,5,>>graph6<<DkO,86.40282130241394,5000,1.0,"[1, 0, 0, 1, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[ 0.91405489  1.09333656 -0.24231315  0.00611524 -0.03217863 -0.00654498
  0.84818142  1.79883854  0.83891675  1.10318395  0.95794414  0.12156756
 -0.05960591  0.23810507 -0.022965   -0.19257684  0.19271337  0.62110001
  0.65512035  1.71461032  0.75813681  0.73783527  0.23002422  0.02667491
 -0.02182791  0.31097877  0.20669662  0.11409903  0.48056434  0.78404544
  0.73987294  0.82537841  2.24414794  0.20060916  0.43567824  1.2708596
  0.20115917  0.33875917  0.19111472  0.79963474  0.56274613  0.67563552
  0.61416745  0.62918189  1.40057539  0.29640988  0.55534891  0.22911686
  0.35980672  0.38495973  0.67083226  0.26645624  0.63688058  0.34090402
  0.70770141  0.46285023  0.26340628  0.7150186   0.73774072  0.62853049
  0.01254539  0.34726009  0.59242673  0.52700557  0.72372795  0.14933858
  0.45405078  0.56185288  1.01924374  0.89219369  0.60203828  0.7467564
  0.55611089  1.48639776  0.0944596   0.29708912  0.22954627  0.71238784
  0.68774255  0.48110471  0.71906812  1.0038247   0.90779804  0.19231686
  0.33945559  0.02059362  0.43182684  0.11484628  0.74243225  0.73256387
  0.47993649  0.42114365  0.99520832  0.63299575 -0.12957616  0.19258549
  0.40886228  0.36495768  0.13529175  0.81578473  0.70615921  0.85881763
  0.86376229  1.03246067  0.91632616 -0.2590494   1.37046874  0.25297459
  0.04039888 -0.01784707]",0.998036887424735
8,statevector,multiangle,static,10,False,True,5,>>graph6<<Dm{,204.53063011169434,5000,1.0,"[1, 0, 0, 1, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[ 0.05526497  0.20345943 -0.00763923  1.20167628  0.19932091 -0.05423576
 -0.25452038  1.02416698  1.12759733  0.03908406  0.02305003 -0.12400612
  0.14439785  0.65468536  0.63692554  1.12259748  1.02129767  1.81539288
  0.11773376  0.33155315  0.12963243  0.20587273  0.20567925  0.29844496
  0.36065043  0.40405829  0.14118752  0.29839565  0.07091966  0.12416102
  0.06097081  0.74194674  0.87818456  0.74430223  0.85833888  0.91857603
  0.18294086  0.47576295  0.35727271 -0.01698568 -0.14342009  0.32715221
  0.38048444  0.26698652  0.29845726  0.18684425  0.72357055  0.26689763
  0.12870783  0.72434073  0.93331525  0.78375902  0.7314278   0.782084
  0.34546764  0.31149281  0.46620569  0.33850779  0.33361916  0.38752109
  0.3223553   0.35666212  0.30162858  0.53160903  0.32418949  0.25787208
  0.73191966  0.8238701   0.18374165  0.69543104  0.6643853   0.72481971
  0.62573947  0.43452717  0.52912734  0.66476156  0.47016064  0.55483154
  0.57690804  0.57975089  0.44438932  1.22295835  0.36694657  0.41440776
  0.51949469  0.50225477  0.50576441  0.44917188  0.44094875  0.69352835
  0.48735327  0.65241871  0.48136009  0.45299829  0.48160107  0.54477155
  0.57137638  0.50049806  0.43543726  0.56788967  0.57471457  0.49668891
  0.42632721  0.38504848 -0.15214606  0.7336981   0.77455188 -0.02867121
  0.60155999  0.58648427  0.99588531  0.27323434  1.77084306  0.67997775
  1.1872439   0.58122313  0.54347793  0.32850822  0.71000854  0.56491621
  1.68229468  0.26877884  0.28967589  0.36506231  0.3027861   0.41526567
  0.75356814  0.82440036  0.65943146  0.64874385  0.507238    0.67954744
  0.59939569  0.85328124  0.67250803  0.67351578  0.70011106  0.75623049
  0.65635143  0.08493027  0.28117313  1.39310225  0.17441095  0.20716846
  0.88789003  0.9106163   0.86882953  0.82588187  0.68579952  0.8184883
  0.84831382  0.95144318  0.91079283  0.59615308  0.75737552  0.84441199
  0.88137693  0.43633392  0.05620521  0.07714775  0.04128019  0.08384116
  0.94254893  0.90441619  0.94408433  0.86648434  0.56244066  0.99178243
  0.8999793   0.66809075  0.7819494   0.71348456  0.88707408  0.84017547
  0.81414128  0.09040191 -0.30247819 -0.13075885 -0.02172463  0.17413682]",0.9977239988502277
9,statevector,multiangle,static,10,False,True,7,>>graph6<<FkPsg,339.88203024864197,5000,1.0,"[1, 0, 1, 1, 0, 0, 1]",4,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[ 0.22730474  0.0253074   0.00329732  1.1877797   1.22749457  0.2113474
  1.38194043  1.14954126  0.00814649  0.12061491  0.76728869  0.08881304
  0.00288411  0.06630474  0.0524465   0.03385802  0.68589259  0.77005653
  0.90134923  0.65386939  0.95000661  1.01840393  1.03723134  1.00745286
  0.49976017  0.35929931  0.07352179  0.1331537   0.07863977  0.00351765
  0.10258037 -0.03436466  0.05575633 -0.01303532  0.0302435  -0.15289668
  0.18557853  0.37001629  0.15492492  0.92081519  1.04247326  0.70606602
  0.96079954  0.7780976   0.86579956  0.68275388  0.49182517  0.49353625
  0.07333543  0.30857348  0.32716509  0.10415485  0.3424196   0.3509956
  0.32771431  0.01139162 -0.28331334  0.15337982  0.34978238  0.33778548
  0.35855207  0.44470312  0.56129915  0.55932488  1.04510422  0.63904375
  0.56983256  1.51987471  0.83990888  0.54131278  0.43401943  0.54096227
  0.32329574  0.03527932  0.39150783  0.36736621  0.05184974  0.16138046
  0.70313361  0.38101905  0.3310255   0.57353148  1.51623465  0.36835518
  0.22609245  0.64471184  0.73309199  0.64121896  0.55975373  0.62822787
  0.8925117   1.01655879  0.85509233  0.56336975  0.31531783  1.22909133
  0.70091511  0.4363942   0.92234973  0.33349953  0.55672073  0.73026731
  0.66065813  0.6317353   0.17064919  0.43362047  0.4075249   0.60918734
  0.75816394  1.2514323   0.97547653  0.32708854  0.37930065  0.75484397
  0.58363655  0.84400847  0.24849041  0.14288267  0.47755978  0.38123555
  0.6012523   0.47112822  0.26140741  0.36283157  1.40477921  0.78406203
  1.72141496  0.50425265  0.55170369  0.57454359  0.25422303  0.33129776
  0.32305182  0.37027683  0.4349869   0.33691841  0.48193362  0.49283194
  0.34510846  0.56997214  0.77775687  0.72207108  0.68561398  0.73508866
  0.57327193  0.87868957  0.60015412  0.71176503  0.60327468  0.7930714
  0.57264978  0.66648436  0.88988746  0.64465086  0.51664768  0.25766869
  0.22721639  0.23402124  0.31000654  0.38494787  0.33600219  0.65652822
  0.76244852  0.71744077  0.61281686  0.7826106   1.86079676  0.67136565
  0.73939326  0.7332773   0.9791717   0.62873928  0.86827577  0.71586824
  0.20146591  0.58345329  0.53962414  0.51416103  0.45430441  0.35585954
  0.21418285  0.3703284   0.53875924  0.33775606  0.92091604  1.00112428
  0.88860902  0.87659533  0.57113425  0.66591033  1.85602845  0.63864948
  0.75593261  0.75559377  0.61888657  0.58183395  1.04089577  0.72139406
  0.47297857  0.7117452   0.16174947  0.07521254  0.03680038  0.29076774
  0.1531888   0.27296062  1.13593474  0.90669175  0.82742564  1.21374243
  1.20211306  0.94186781  0.8624628   0.85243628  1.04275327  1.16846032
  1.13320124  1.10702819  1.19062099  0.88402448  0.90322757  1.18848573
  2.13678109 -0.12119633  0.06808053  0.2791909  -0.00999944  0.18585163
  0.02968206 -0.01310424]",0.9754069965047778
