,param_initialization,optimizer,qaoa_variant,warm_start,errors,depth,lagrangian_multiplier,amount_shots,max_tol,error_mitigation,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal
261,gaussian,COBYLA,vanilla,False,True,6,2,5000,1e-08,True,True,5,>>graph6<<DxK,605.953097820282,206,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.99527361 1.59213364 3.16629453 2.00126837 4.24526198 1.36922061
 3.08256153 1.50080031 2.92955666 1.64590347 2.63444453 1.35204274]",0.4529
262,gaussian,COBYLA,vanilla,False,True,6,2,5000,1e-08,True,True,5,>>graph6<<Dv[,622.8755705356598,216,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.28590791 1.65221525 2.86367733 1.56885187 2.84133355 1.48663911
 2.89190446 1.52325352 4.05737397 1.88164131 3.09741467 1.33417902]",0.3784
263,gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,5,>>graph6<<Dv[,234.4745261669159,80,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[3.01205765 1.23920911 3.99823901 1.69562725],0.11610000000000001
264,gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<DbS,420.4972686767578,151,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.09692646 1.88015395 3.40374589 2.28586889 3.78760934 1.4212561
 3.04368736 1.19213724]",0.1946
265,gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<DxK,465.53930854797363,161,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.32897364 1.89432489 2.95585955 1.53922552 3.67546893 1.95215167
 4.52791173 1.56109606]",0.5508
266,gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<Dv[,431.9806478023529,149,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.29405638 1.0731141  4.26924753 2.53144974 2.5759555  1.59352143
 3.16148472 1.68328033]",0.21389999999999998
267,gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,5,>>graph6<<DbS,256.4006977081299,86,"[0, 0, 1, 1, 1]",3,"[0, 0, 0, 1.0, 1.0]",2.0,[4.27009376 1.83687108 2.58332623 1.4270116 ],0.0919
268,gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,5,>>graph6<<DxK,279.43310809135437,99,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.26316081 1.30608551 2.70910366 1.41515456],0.5907
269,gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,5,>>graph6<<Dv[,242.85136246681213,85,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.245976   1.75613934 2.81816578 1.37221034],0.246
270,gaussian,COBYLA,vanilla,False,True,6,2,5000,1e-08,True,True,5,>>graph6<<DbS,621.745897769928,216,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.01999586 1.69880971 2.80630356 1.58955646 2.65400299 1.61450362
 3.84574938 1.63107265 4.26470705 1.4414679  4.26522689 2.76289822]",0.2806
