,backend_mode,qaoa_variant,param_initialization,depth,warm_start,graph_size,graph_name,time_elapsed,quantum_func_evals,ratio,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal
0,noisy_sampling,multiangle,gaussian,10,True,5,>>graph6<<DkO,5489.37487745285,1676,1.0,"[0, 1, 1, 0, 1]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,"[3.79069762 3.24770351 3.98818731 4.23170206 2.37418469 1.46243842
 1.65451192 1.60566721 2.5484112  3.88645609 2.81078077 3.32974908
 3.0977784  1.71990404 1.69715627 1.98357225 1.13594316 1.57779615
 3.87177307 3.1367398  2.90960781 3.19655417 2.5324944  2.69015211
 1.46057112 1.44033373 1.46290874 3.45117859 3.93023703 3.02891131
 3.40950081 1.54087053 2.56591022 1.65295992 1.38525541 1.71567168
 2.96919895 3.17880145 2.83579645 3.33413384 1.65607873 1.54344144
 1.39469909 1.60185775 1.53879835 2.99277872 3.18566383 3.68978801
 2.65139767 2.59765297 1.49200704 1.58572972 1.8487876  1.1793006
 3.16126799 3.32231506 3.0983246  4.40091529 1.45924944 1.69276925
 1.69102401 2.62102927 1.53765255 3.96823886 2.81623534 3.09368907
 2.91934664 1.45860572 1.97734609 2.40321656 1.69662305 1.58180566
 3.2439398  3.13636093 3.0380249  2.80132087 1.6990061  2.57019712
 1.56505977 1.41187253 1.61617395 3.16020167 3.08724709 3.30160743
 3.063557   1.33871435 1.65089383 2.21691453 2.63725425 1.53173019]",0.3262
1,noisy_sampling,multiangle,gaussian,10,True,5,>>graph6<<Dm{,5623.745482206345,1747,0.7333333333333333,"[1, 0, 0, 1, 1]",2.75,"[1.0, 0, 0, 0, 1.0]",3.75,"[4.0813808  3.14666913 3.1653623  3.06038784 3.9497901  2.99148756
 3.06901256 2.98628758 1.56677377 2.4986047  1.41951743 2.58206519
 1.74922019 3.15718098 3.22850381 3.14097582 3.07038518 3.02775068
 3.47856801 3.1399683  3.07838679 1.81285966 1.59656994 2.65426824
 1.62518445 1.63330432 3.56759368 3.42161874 3.39134103 3.00111369
 3.4048442  3.04404033 3.53083606 3.2789394  1.46462305 1.73829487
 1.67475836 1.11460212 1.51771246 3.18507663 2.95615047 3.18159151
 3.60781932 3.37744787 3.23340842 3.05744554 3.09547606 1.4236246
 1.4930922  1.62812082 1.55965388 1.28939532 3.05421413 3.0058936
 3.19158553 2.68530085 3.25967986 3.15624888 3.20053382 3.35468659
 1.74407878 1.48225334 1.68995822 1.58459287 2.5148939  2.91229682
 3.40648668 3.33738981 3.22402069 3.16459527 3.54848951 3.57268867
 3.28906476 1.53873389 1.53990383 1.51030238 2.25645406 1.8653234
 2.71859279 2.96821094 3.22132508 2.89289154 2.92280494 3.13641499
 3.00917017 3.09191487 1.78357555 1.57263549 1.65197235 1.53264759
 1.40270318 2.87600657 3.49571651 3.33857621 3.24423527 3.4747658
 2.84204027 3.26990562 3.31988387 1.69310119 1.61070336 1.60004031
 1.41729318 1.53817119 3.07635536 2.81688838 3.69649648 3.24689137
 3.19671591 2.99849884 3.24012638 3.17979221 1.3946901  1.53206651
 1.50192936 1.58174271 1.73145936 2.95738014 3.21573163 3.05723171
 2.47438874 2.89640599 2.91443913 3.43858333 3.3892235  1.48999339
 1.54873316 1.78728687 1.78149859 1.27023559]",0.1118
2,noisy_sampling,multiangle,gaussian,10,True,7,>>graph6<<FkPsg,14015.977590322495,3569,1.0,"[0, 1, 1, 1, 1, 0, 0]",5.25,"[0, 1.0, 1.0, 1.0, 1.0, 0, 0]",5.25,"[3.0607881  3.07610738 2.382388   3.44474624 4.28774362 2.93094706
 2.91223167 3.39463929 2.8589522  3.13967049 1.45251851 1.54501937
 1.41128829 1.51715393 1.59101088 1.58594704 1.64857014 3.20103848
 2.54457474 2.82273019 2.86682065 3.07131913 3.453239   3.57231454
 2.92182021 3.29471407 2.86040949 1.63185053 1.50123639 1.42120564
 1.48044315 1.51727107 1.45299722 1.39248558 3.1167558  3.88133551
 3.42142474 3.2621155  3.17717675 3.06553379 2.83418978 3.03797712
 3.32667969 3.5103614  1.55817113 1.73697837 1.57434564 1.50701201
 1.26774736 1.50983126 1.58186101 3.07929662 2.84918854 3.0533169
 3.23701346 3.40231526 3.97203277 3.11999992 4.23253911 3.20193176
 3.07036518 1.53881161 1.72303403 1.55587833 1.45210337 1.56587434
 1.42280759 1.50035236 3.00425904 3.27577942 2.9883309  3.11475219
 3.06312757 3.12782772 2.82496938 2.9173616  2.75093157 3.51145198
 1.55541064 1.47959365 1.43355122 1.47671957 1.67417947 1.53211302
 1.51870458 3.12606363 2.91781556 3.10524134 3.38201574 3.15560357
 2.88107713 4.3210774  3.13573626 3.08703217 3.01220107 1.49581398
 1.88965655 1.14397536 1.47247749 1.70426216 1.53951246 1.49060804
 2.88346262 2.84243339 3.14607224 3.0055374  3.40114072 3.18604653
 2.92701356 3.08527731 2.99917972 3.70686081 1.68304569 1.60412996
 1.42779834 1.52133317 1.43713673 1.59028322 1.39475732 3.01690202
 3.30209672 3.12024199 3.58882065 3.2933608  3.07797273 3.55999952
 3.20163054 2.90640636 3.37184027 1.59294796 1.29960792 1.61884912
 1.46172605 1.62239975 1.60695383 1.59060537 2.93110393 3.30281007
 3.19022402 3.08813717 3.21040338 3.15810333 3.15354689 4.06917337
 3.03929298 3.29950711 1.33480407 1.73148191 1.6207791  1.48289408
 1.680236   1.57325044 1.52758186 3.13106363 2.95411015 2.98363335
 2.73518294 3.28312453 3.18659812 2.681564   4.20635616 3.24694191
 2.95273915 1.81258719 1.09957275 1.57360609 1.6407402  1.33047322
 1.7774492  1.45359431]",0.0474
3,noisy_sampling,multiangle,gaussian,10,True,9,>>graph6<<HkPsgZ@,17899.378074645996,4271,0.6333333333333333,"[0, 1, 0, 0, 0, 1, 0, 1, 1]",4.75,"[1.0, 1.0, 0, 0, 0, 0, 1.0, 1.0, 0]",7.5,"[3.26941692 2.8619299  3.97155691 3.9977279  3.7290636  3.21700322
 4.03434277 3.15483313 3.0728574  3.29790352 3.40335252 3.11664277
 2.95392222 3.19077673 3.01969383 1.61316045 1.43637441 1.60338109
 1.60292296 1.43908414 1.35076548 1.57388137 1.56394081 1.49327297
 3.14041502 3.26581784 2.86927519 3.15249788 3.37641378 3.16599715
 2.83520413 3.24160342 2.87474586 3.45748044 2.89544296 3.27807444
 3.45250302 2.85240009 3.07968017 1.58526669 1.67014241 1.70641297
 1.53920231 1.58811928 1.57603255 1.55612953 1.60488392 1.45892517
 4.01740161 3.41603007 3.35548843 3.34452341 3.22810391 3.01239669
 3.18196103 2.85587685 3.37475255 2.81514924 4.02034965 3.54492841
 3.25068202 3.1931186  2.91352515 1.57980039 1.56615435 1.67327182
 1.71972243 1.49511586 1.62181137 1.51872779 1.57429713 1.58972956
 3.12068643 3.32080257 3.09984768 4.13853139 3.16794337 3.20246895
 3.08455848 2.83690708 3.08087257 2.99687989 3.27343599 3.23029712
 3.56004412 3.21265903 2.80318829 1.57074014 1.53876663 1.56124215
 1.62341011 1.48504775 1.71909021 1.57566374 1.47179068 1.69400411
 3.09424113 3.27508532 3.29888297 3.04896919 3.1783957  3.19265156
 2.95653287 3.19022528 3.28952215 3.0020247  3.355272   3.2256173
 3.20757071 3.28769778 3.52819032 1.35702845 1.67520996 1.43068027
 1.70319686 1.50261367 1.38933156 1.5394858  1.47324466 2.48099054
 2.80075042 2.94066988 3.26885565 3.29011174 3.11794271 3.17653522
 3.21188033 3.17128813 3.18194072 3.15462358 3.58295576 2.98922686
 3.24228358 3.59418761 3.41080901 1.53035369 1.80247221 1.64398069
 1.58829785 1.57046847 1.58912457 1.57310733 1.64800492 1.37864052
 3.16951427 3.35429193 3.00223189 2.97833689 3.18238669 3.31954376
 3.278847   2.94182797 3.37738594 3.34111477 3.02746491 3.18530521
 3.1250966  3.05709419 3.17464637 1.56330713 1.50803581 1.42106196
 1.43129123 1.60867707 1.4173279  1.56065998 1.63503366 1.69573507
 2.99984956 3.29242424 2.75343863 3.20819463 2.99539913 3.13980583
 2.85494481 3.30962057 3.37638485 3.25035814 2.90220084 3.00855266
 3.15641058 3.00824506 3.23658456 1.53030244 1.64135525 1.67466015
 1.76802596 1.62273498 1.54662949 1.69340625 1.59052008 1.58691428
 3.01963126 3.43759814 3.09365091 3.42923235 3.07532561 3.57237725
 3.07122843 2.82792295 3.10061289 3.34560299 3.35406003 3.18964894
 3.15250109 3.46254528 3.25144474 1.34957991 1.45688395 1.45392557
 1.62576981 1.595389   1.57631409 1.45167134 1.72689308 1.57654208
 3.3069056  2.82786326 3.16301933 3.10578448 3.09629334 2.92853471
 3.1758626  3.58499455 3.14237417 2.67248638 3.38303743 3.13401186
 2.85610547 2.88244661 3.25522741 1.6751616  1.59172281 1.5022633
 1.61983552 1.41426072 1.58512082 1.26328237 1.57093006 1.60737221]",0.0084
4,noisy_sampling,multiangle,gaussian,10,True,5,>>graph6<<DkO,4547.527236223221,1463,1.0,"[1, 0, 0, 1, 0]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,"[3.54765712 4.65740075 2.99591963 3.2971514  1.69020376 1.88186943
 2.68168977 1.49819855 1.84020512 2.80896656 2.78176354 3.54434901
 4.09112675 2.47254074 2.1064549  1.30486356 3.11447962 1.4337834
 3.39769194 3.76243218 3.18838289 3.20613586 1.22681889 2.68374394
 2.29704289 1.33619527 1.94069504 3.31212283 2.68990459 2.80791251
 3.19892798 1.3741024  1.64057585 2.25733748 1.55581088 1.5129276
 2.96575064 3.52666572 3.87893058 3.34176899 1.57592954 1.09129074
 2.43253099 1.80557368 1.47895464 3.31159371 3.32748937 4.27094213
 4.03295564 1.30840151 1.62926498 1.51340804 1.39230707 0.8914962
 3.0034533  2.75044718 2.67167947 2.99944663 2.29422877 1.69044555
 1.57472753 1.43479895 1.5956187  4.33503225 2.9176819  3.4780712
 3.21865535 1.62830998 1.57578328 1.7456205  1.29490729 1.52953733
 3.18642072 3.56821424 3.43616385 3.40966141 1.29287043 1.65477129
 1.61028603 1.4190118  1.61308002 4.13263736 3.05561125 2.80650629
 3.16931827 1.41676354 1.58966231 1.47491258 2.46792918 1.61000059]",0.39
5,noisy_sampling,multiangle,gaussian,10,True,5,>>graph6<<Dm{,5878.561709165573,1837,1.0,"[1, 0, 0, 0, 1]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,"[3.77784555 4.10636817 2.89645946 3.29679598 3.37530544 3.34007924
 3.0551834  3.16714705 1.61153403 1.67337222 1.45513572 2.48673861
 1.49648575 2.69099035 4.29863034 3.17699497 3.26862497 3.18725925
 3.51747435 2.75390168 3.00337441 1.51101389 1.65509554 1.67399741
 1.59302334 1.54968534 2.87992885 3.36588851 3.37220346 3.15979927
 3.12088202 4.28305552 3.62828617 4.00835126 2.6443185  1.6470364
 1.74537507 2.3057514  1.8326023  3.13459332 3.20042533 3.41709664
 3.18774385 3.0152653  2.8272939  3.13791381 2.74518371 1.88833839
 1.87212658 2.63053402 1.53721239 1.5484816  3.33222428 4.30521594
 3.09993394 2.92777647 3.00385576 3.26511486 3.1574669  3.23147595
 1.48388882 2.59606356 1.5837541  1.88015979 1.53176806 3.01466731
 3.20490347 2.94975556 3.25776648 2.74731077 3.43902641 3.19247919
 3.54809633 1.53956398 1.59988428 1.54881618 1.59930761 2.53109608
 3.26978296 3.16718802 2.7355126  2.80989889 3.7043016  3.09148734
 3.19182106 2.59522292 1.4534233  1.41009245 1.59106372 1.66618381
 1.59670267 3.28363469 2.75042629 4.17917292 3.2877938  2.71178548
 3.2810806  3.43562922 2.88789434 1.57347807 1.21543405 1.52886205
 1.59641776 1.63259281 2.71371665 3.42506407 3.14730825 3.23598309
 2.89023914 3.21984581 2.93766604 2.81183906 1.42895378 1.51740456
 1.65587036 1.59408436 1.65644471 3.03375338 3.309335   4.12585616
 2.89147665 3.25667371 2.56598299 3.27229741 2.90149798 1.51416751
 1.60320351 1.48076203 1.60069955 1.37662849]",0.1484
6,noisy_sampling,multiangle,gaussian,10,True,7,>>graph6<<FkPsg,12607.321422576904,3109,0.9047619047619048,"[1, 1, 1, 1, 0, 0, 0]",4.75,"[0, 1.0, 1.0, 1.0, 1.0, 0, 0]",5.25,"[3.97555302 2.95256474 2.91722391 3.1353526  3.07740192 3.15482704
 2.83996174 3.04797509 3.19024704 3.44068802 1.66149936 1.68335494
 1.43644222 1.46288308 1.68797566 1.61989027 1.68637077 3.32277386
 3.11858608 2.95253352 2.65662535 4.30764689 3.14477803 4.04783484
 3.39626431 3.21173567 2.86934983 1.50448393 1.27856005 1.42195357
 2.46060936 1.4675233  2.43101223 1.46830829 3.48463594 2.93844648
 3.09368738 2.7048551  3.20629956 3.04676326 3.29320652 3.19601657
 3.24346297 3.03560152 1.57675091 1.80073421 1.56944471 1.61647528
 1.34648651 1.38440572 1.55671016 3.11668424 3.6083981  3.23721168
 3.18679519 3.06290629 3.04496123 3.2223712  3.41033627 2.94494388
 3.14196728 1.56628972 1.63569838 1.4998776  1.5648477  1.63024443
 1.63567603 1.47037025 3.46281183 3.19059555 3.13007436 3.04103921
 3.03426635 2.90152341 3.36362426 2.96556426 3.09006218 3.159079
 1.50649873 1.49940655 1.64281001 1.40934092 1.36458211 1.63064643
 1.66503456 2.83154268 3.14421198 2.91933278 2.84151016 3.34582315
 2.91615508 3.35674474 3.5335604  3.12524995 3.26523047 1.48961941
 1.53941939 1.61381885 1.37375897 1.50033532 1.53737759 1.47486011
 3.27362155 3.38422031 3.05978122 3.25332965 3.1499141  3.18330874
 3.27058544 2.81751538 2.82030637 3.15881796 1.46779835 1.63331916
 1.74768785 1.87774521 1.7252834  1.54666639 1.53011488 3.14149225
 3.38986622 2.93436409 3.1408005  3.4047198  3.16797192 3.11922568
 3.3912438  3.06380748 3.36403162 1.72892062 1.78607237 1.44149442
 1.55972798 1.55896023 1.75071775 1.50822316 3.22999183 3.40894305
 3.06835556 3.30379595 3.26375952 3.21639247 3.42361929 2.87430004
 3.09622439 2.95999235 1.65104697 1.51632402 1.6249542  1.44853221
 1.55557336 1.56250573 1.62152545 2.887457   3.059367   3.22732118
 3.32796968 2.88594525 3.46560405 3.18571687 3.46392652 3.27108726
 2.8896531  1.70705662 1.49573028 1.26381308 1.54533191 1.75107516
 1.5329024  1.41115732]",0.0152
7,noisy_sampling,multiangle,gaussian,10,True,5,>>graph6<<DkO,4572.8495490550995,1449,1.0,"[0, 1, 1, 0, 1]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,"[3.49617029 3.97444672 3.58033061 2.53428259 1.84734587 1.89792446
 1.46969163 1.70595441 2.10883823 4.30921582 3.84947296 3.90709079
 3.296353   2.38028417 2.52617807 2.39638567 1.8921732  2.54263121
 2.8075332  3.23339351 3.93221481 3.05841722 2.61843658 2.57812292
 1.56957892 1.47298573 1.60028065 3.10249581 4.15595499 2.86847467
 4.17522574 2.37610486 1.54355629 1.51451757 1.54753623 1.61065776
 3.07344078 2.88444349 2.96293714 3.28654824 1.5158123  2.13041593
 1.57570141 2.49499586 1.53553283 3.34829068 3.39736217 3.04508925
 2.93940955 1.60668947 1.56488661 1.38144174 1.44115894 2.00050991
 3.28572698 3.08233675 3.20145823 2.84685221 1.96186718 1.41420779
 1.53287766 1.47033206 2.67337494 2.95597453 2.82889302 3.94821653
 3.23752995 2.56906172 2.67854829 2.55027033 1.59894771 1.51905155
 3.07036993 3.0966239  3.20134696 3.24261307 1.69257478 1.33862057
 1.54843742 1.57863232 1.47458282 3.38200741 3.19614677 3.51760876
 3.09773173 1.54509093 1.47866708 1.53051435 1.37832358 2.0544294 ]",0.4546
8,noisy_sampling,multiangle,gaussian,10,True,5,>>graph6<<Dm{,5680.644478797913,1795,0.8666666666666667,"[1, 0, 0, 1, 0]",3.25,"[1.0, 0, 0, 0, 1.0]",3.75,"[4.73785707 2.75065959 3.76632417 4.07305012 2.99909636 3.70870303
 3.84866988 3.91802071 1.50279266 1.45434098 2.25120164 1.59270334
 1.53921733 3.5693689  3.17739916 3.21587294 2.8160104  3.7422751
 2.75322322 3.01968124 2.86580101 1.60428233 1.55472987 1.45828201
 1.62714195 1.53511255 3.03589686 4.32470711 2.95900026 2.81830965
 2.72226656 3.66257876 3.32562093 3.27591547 1.49125613 1.62319259
 2.33974322 1.43711819 2.43696924 3.3954983  4.08560465 3.8758763
 3.09015563 2.99261721 3.34096519 2.63753193 4.15861264 1.60604313
 1.59745409 1.43089451 1.61963991 1.7506793  3.25206374 3.09311841
 3.19914967 2.97949445 3.30624073 3.30108248 2.66868989 3.17714451
 1.68085534 1.46304259 1.35820391 1.57506    1.53662056 3.23565751
 2.68833908 3.19824924 3.39545614 3.07659161 3.28415602 2.90816865
 3.05608337 1.70307995 1.66049485 1.40691594 1.43587828 1.49672832
 3.34173878 3.04874543 2.92477933 4.15983993 3.13972444 3.2368712
 4.15665637 2.94571486 1.39810292 1.6653599  1.4911696  1.51118994
 1.50052088 2.89912607 3.12223874 2.7151105  2.99505159 3.11994477
 3.33520098 3.39356103 3.22983868 1.50177805 1.62823073 1.45187353
 1.48726862 1.56305394 3.04852623 3.5014705  2.98679478 3.25501483
 3.08423433 3.22123632 3.12244554 3.31923846 1.63518048 1.62677986
 1.71763634 1.5450688  1.59040671 3.13894345 3.10761853 2.64968886
 2.93488808 3.19710883 3.04803434 2.98882084 3.35129803 1.55221483
 1.46578118 1.46339778 1.36390343 1.55630617]",0.0948
9,noisy_sampling,multiangle,gaussian,10,True,7,>>graph6<<FkPsg,9269.026102304459,2285,0.9047619047619048,"[0, 1, 1, 0, 1, 1, 0]",4.75,"[0, 1.0, 1.0, 1.0, 1.0, 0, 0]",5.25,"[3.12683057 2.90472902 3.40410679 3.99362749 4.22275235 2.83559136
 3.39207996 2.91465777 3.00265604 3.17209895 1.64246407 1.37294101
 1.58730361 1.51327467 1.5626254  1.78640715 1.86856682 3.37721196
 3.24717066 4.04209926 3.33329153 3.02871657 3.55059714 3.0905022
 2.90022555 2.71991099 3.20148829 1.4344764  1.64934569 1.55446158
 1.56600467 2.50326172 2.61160014 1.5926369  4.07723    3.21950811
 3.16760844 4.26525358 3.23808112 3.484816   2.96766922 2.91804062
 3.43659119 3.46031981 1.61063678 1.69746159 1.74296786 1.57984226
 1.39924509 1.51677078 2.40998633 4.18598091 3.43652728 3.32233317
 3.00426222 3.33813672 4.03877221 3.05454715 3.31866002 3.21361545
 2.94031243 1.48619939 1.70910645 1.44124308 1.60936409 1.56997657
 2.59213414 1.57223581 3.42785504 3.71141961 3.37506985 3.03558393
 3.14082926 3.24767146 3.07509764 4.06782998 3.19341987 2.85150578
 1.60026099 2.49329585 1.53698265 1.45754201 3.22471823 1.34809404
 1.56077408 2.90073118 3.00162913 3.09244049 3.07302777 3.14167217
 3.62104733 3.23035853 3.1526066  3.13998885 3.05941314 1.41199265
 1.44737787 1.63265827 1.56200864 1.54648151 1.57352625 1.62560534
 3.60183443 2.96289509 3.04078417 2.98715282 3.09465532 2.96695862
 3.05188944 2.96137267 3.27309486 2.95454435 1.54651615 2.11611019
 1.37363192 1.74207933 1.80939209 1.65031219 1.6402885  3.19795914
 3.08229479 2.98481317 3.34270194 3.08658345 2.98787867 3.27028315
 2.90407571 2.91869454 3.0257852  1.54757752 1.63821603 1.45030007
 2.76148048 1.56431403 1.54128541 1.54788358 3.35288365 2.86781565
 3.06496289 3.02876021 3.79950912 2.77398879 3.15996509 3.27599248
 2.82044426 3.30980105 1.46826492 1.43702708 1.64651829 1.5987789
 1.37865674 1.55212095 1.54079297 2.87326595 2.97374559 2.96629876
 3.0171331  3.42644488 3.1835171  2.8998387  2.99609914 3.38090827
 3.35964112 1.50213809 1.6962441  1.66852268 1.53388798 1.66768143
 1.60293635 1.67555371]",0.024599999999999997
