,param_initialization,optimizer,qaoa_variant,warm_start,errors,depth,lagrangian_multiplier,amount_shots,max_tol,error_mitigation,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal
0,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DbS,1.4295473098754883,300,"[0, 0, 1, 1, 1]",3,"[0, 0, 0, 1.0, 1.0]",2.0,[4.24212973 1.84613288 2.58799579 1.25259354],0.1208
1,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DxK,0.7782378196716309,142,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[1.57079632 0.78539819 3.92699079 2.35619449],0.0
2,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<Dv[,0.9827084541320801,152,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[2.04629922 1.35478785 3.4131565  0.85936568],0.3056
3,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DbS,22.68485379219055,3228,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[2.57514136 2.21833866 3.53991917 1.66412971 2.81535165 2.20850745
 3.37994796 1.16300837]",0.3108
4,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DxK,45.954978227615356,5000,"[1, 0, 1, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.6276594  2.17883436 3.57621179 1.63402431 2.83600294 2.25775304
 3.28198433 2.6844969 ]",0.6625
5,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<Dv[,29.180585384368896,2181,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.58966258 1.77428559 2.87448157 1.3554991  3.38404544 0.48212519
 4.63627468 2.76001061]",0.5901000000000001
6,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DbS,43.780715227127075,3803,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[5.09632351 2.21598318 2.87564688 1.18403726 1.61335539 1.32424307
 2.6117287  0.42731065 4.03635289 1.63501249 3.42888325 1.10674423]",0.7406
7,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DbS,0.7279212474822998,150,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,[3.6544817  2.03302976 4.11066842 2.0987082 ],0.1127
8,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DxK,2.2389822006225586,405,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,[2.73832898 3.36840644 2.75433392 1.2466502 ],0.6792
9,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<Dv[,0.7910594940185547,131,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[3.75092553 1.05496936 2.71100382 2.59648879],0.0696
10,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DxK,58.82069993019104,5000,"[0, 1, 0, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.2388492  1.51448672 3.04203857 1.28566605 2.85469936 1.77039519
 2.82047026 2.34107231 2.7779289  1.14129235 3.77927802 1.96304294]",0.8765999999999999
11,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<Dv[,96.51456904411316,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.06054579 2.34206257 3.5236246  2.19712012 4.50887709 2.4886737
 3.33375158 1.20006915 2.96687447 1.02207392 3.28649277 2.2949197 ]",0.7206
12,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DbS,75.49232983589172,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[2.4486908  2.27068855 3.43557611 1.82535755 2.62082637 1.56637199
 3.75123878 1.28969194 2.75761825 2.39512322 2.93285087 1.02969133
 2.33359788 1.66245267 4.73543572 2.01813686]",0.7683
13,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DxK,80.4795892238617,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.45122347 2.14899285 2.97140081 1.39842947 2.9828165  1.19276282
 2.95384029 1.43086839 3.46410891 2.68667684 3.3783904  1.63617284
 3.23354353 1.75202534 2.49252564 1.8652298 ]",0.9612
14,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<Dv[,108.29360365867615,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.10217417 1.60777115 3.24759185 1.15178506 2.58283264 1.70961212
 3.00613753 0.82335581 2.75147621 1.48783854 3.52040448 1.90501079
 3.75527781 1.22927924 2.86417704 1.28559553]",0.9351
15,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<DbS,80.20437383651733,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[4.73110188 1.55972781 3.95093897 1.43617902 3.4462035  1.60800999
 4.73341097 1.95738016 3.0171795  1.4559364  2.63714754 1.19350481
 2.457209   1.85186848 2.69391728 1.45506419 2.30289675 2.61170841
 3.94850098 2.64977015]",0.999
16,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<DxK,91.37252712249756,5000,"[1, 0, 1, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.96641353 2.6392022  4.25403234 1.25879387 4.36898488 1.34485397
 3.82545905 2.59173086 4.64152657 1.8249862  3.07892897 1.51652927
 3.41857836 0.71753793 2.92972524 1.15540663 3.30691757 1.47149059
 2.8544694  2.52476518]",0.9735
17,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DbS,14.417481422424316,1874,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.39524056 1.17491965 2.6967833  2.00163889 3.62814918 1.99152367
 3.53441513 2.67773487]",0.3708
18,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DxK,48.605584144592285,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.73689365 2.37436184 2.77762055 1.35551636 2.0448849  1.38908973
 2.87679501 1.98575822]",0.8503
19,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<Dv[,18.022785186767578,1930,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.62988574 1.69645659 3.01581073 1.70920782 2.88795177 2.42650815
 2.92284245 1.77552773]",0.4656
20,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DbS,53.819563150405884,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[4.28647766 1.49818264 3.43321064 1.75202932 3.25153888 1.69122818
 2.7666296  3.04258542 4.28357092 1.01266101 4.18540086 2.68793954]",0.4142
21,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DxK,66.8617787361145,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.18763872 0.87878371 2.52003098 2.55294014 2.88279407 1.6642913
 3.28234013 1.89927903 2.99750954 1.51062729 4.75469656 1.23553536]",0.8892
22,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<Dv[,64.620614528656,5000,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.23278785 1.57376474 4.088932   1.1539811  4.39627347 1.31587953
 3.37783919 1.94130268 4.38537207 1.88897923 4.48815021 2.73862063]",0.2305
23,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DbS,64.16684007644653,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.1909598  2.08731409 3.42080997 1.44298889 3.83056559 1.49221542
 3.53874526 1.85360656 2.44086216 0.99341058 3.80035625 1.46239714
 3.71140581 1.94276957 1.83325246 2.02740051]",0.8676
24,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DxK,82.75295734405518,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.33852436 1.71095951 2.5219034  1.48430927 3.43572659 1.85451313
 3.81349585 2.37182918 3.57289306 1.58887749 3.88637724 1.67644106
 2.32860984 2.46734332 2.98808052 1.65603858]",0.8851
25,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DbS,1.6787991523742676,357,"[0, 0, 1, 1, 1]",3,"[0, 0, 0, 1.0, 1.0]",2.0,[4.24212972 1.8461329  2.5879958  1.25259347],0.1126
26,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DxK,9.894251108169556,1807,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.33549994 1.63660273 2.74610583 2.93927435],0.3682
27,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<Dv[,6.05204439163208,1014,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,[3.46328343 3.35095555 3.44400675 2.18504217],0.3571
28,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DbS,28.713070392608643,3723,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[2.59324529 2.30945481 3.00570365 2.07798673 2.83104642 2.2095147
 2.50150376 0.8857937 ]",0.3382
29,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DxK,41.32213521003723,4251,"[0, 1, 0, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.37565463 2.60500425 3.62948381 1.39474747 3.48975011 2.73277713
 3.36975012 1.46274694]",0.8314
30,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<Dv[,156.0646469593048,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.12599948 2.9778025  2.91769516 1.27162769 3.46076191 1.57696819
 3.16001455 1.13197345 2.67795716 1.90317874 3.40916914 1.31766536
 3.03757827 1.41027807 3.7029156  1.44978686 2.9496551  1.37843473
 3.69254722 1.01496401]",0.9057
31,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<Dv[,122.21266579627991,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.63072827 2.34135247 4.18113914 1.81485375 2.92474122 1.49043722
 4.10902384 1.48572034 3.95953955 1.30932101 3.20943647 1.22960664
 3.48513905 1.00965548 3.18998997 2.55538746]",0.7641
32,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<DbS,89.15462470054626,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[2.28372082 1.58427169 2.62776613 1.17210859 3.92777838 1.58726655
 3.15809546 1.49694343 3.86293491 1.9865387  3.38153326 1.33458116
 2.12608125 1.5580901  4.80475764 1.94235    2.93046474 1.82433667
 2.7446284  1.46306203]",0.959
33,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<DxK,114.15948534011841,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.95778247 1.68077534 4.62679181 1.87666043 3.50411495 2.7431804
 2.9522375  1.2867007  2.73744525 1.28850747 2.65152608 1.68518534
 2.39411965 1.87658685 2.86671044 1.25183758 3.54424728 1.79702064
 2.64525625 1.63746036]",0.9816
34,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<Dv[,104.57800507545471,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.91776273 1.20623183 3.98770326 1.46363143 2.8778283  1.61653633
 3.03651166 1.79288716 2.8422833  2.78736178 2.68618793 1.44628975
 2.94135461 1.62692745 3.00688441 1.44657995 2.76451068 1.5777885
 3.62815469 1.03827829]",0.9469000000000001
35,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<Dv[,45.382219314575195,5000,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.72687956 1.58676327 3.70488965 1.1412063  3.31999008 1.97798203
 4.23633898 3.41674076]",0.0010999999999999998
36,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DbS,52.090885400772095,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.55532046 1.57844677 3.18518365 0.66311528 2.86080087 1.31331263
 3.06182902 2.03651967 2.43805089 1.67596662 3.73172036 1.24333995]",0.5987
37,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DbS,3.296839714050293,810,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,[4.33482564 1.669404   2.6585448  2.73414443],0.1375
38,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DxK,0.6870129108428955,145,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.25352892 1.32818125 2.74414443 1.44039034],0.6783
39,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<Dv[,0.9328212738037109,150,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.23688608 1.35478781 2.87002883 2.28222699],0.30310000000000004
40,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DxK,63.91630029678345,5000,"[0, 1, 0, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.3333335  1.5677527  3.64696878 1.79462404 3.02130195 1.41745561
 2.79390955 1.34494715 2.15971927 2.81514906 2.97111303 1.79742556]",0.836
41,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<Dv[,70.15520811080933,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.28925689 2.26539301 3.83912075 1.21846893 3.63339615 2.33238197
 3.03528138 2.53538136 3.20096132 1.06487341 4.23433868 2.99502562]",0.744
42,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DbS,76.28751420974731,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.10896487 1.77035322 3.3644752  2.23331885 2.82296976 1.53239222
 3.54229318 1.76126323 3.25275294 1.8385619  3.05903921 1.18839366
 4.21591121 0.84924962 2.14121218 1.83737566]",0.9113
43,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<Dv[,103.95045757293701,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.53831902 2.35324879 3.0877677  1.32832902 2.56495528 1.61297325
 2.75396107 1.23637741 4.19713751 2.02873005 3.08519739 1.35978079
 3.01298084 1.53167756 3.5282287  1.67959942]",0.7726
44,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<DbS,75.2630844116211,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.97195646 1.57913328 2.5532589  1.5916878  2.74990292 1.54546617
 3.24449774 1.40886517 2.98330378 1.09789479 2.94731088 1.87484792
 4.21382743 0.9776631  3.7133561  2.55562882 4.04282431 1.51289826
 3.06408146 1.49571023]",0.996
45,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<DxK,95.39535784721375,5000,"[1, 0, 1, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.06853549 1.60334254 3.62521713 1.35697604 3.04001615 1.70043687
 2.85638235 1.5802704  3.19469368 1.336206   2.89666301 1.69591024
 4.12289613 1.9623429  3.36242515 1.72535986 3.93739206 1.73981194
 3.21237844 1.89860566]",0.9979
46,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DbS,21.327001810073853,3161,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[4.04137914 1.5468236  3.81711198 1.82328165 3.31338392 2.16538744
 4.32871546 1.70391893]",0.5123
47,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DxK,18.586506843566895,1827,"[1, 0, 1, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.55259172 1.63066737 2.92903336 1.73221731 3.39235337 2.16808127
 4.74876275 1.70764312]",0.732
48,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<Dv[,51.59745907783508,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.06434841 1.10514995 2.66436409 2.73045315 3.73691222 1.94617989
 2.91371437 1.3797828 ]",0.4301
49,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DbS,51.27545523643494,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.51395444 2.65288839 3.33596656 0.87292369 3.3390293  2.15671474
 2.46053961 0.23879834 2.90347355 1.75012795 3.65024486 2.53492868]",0.3499
50,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DxK,111.24288749694824,5000,"[0, 1, 0, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.42742013 1.8644717  3.30112858 1.82651745 2.99381515 2.54973337
 3.55452696 1.46875561 4.50739271 1.97311008 3.38223388 0.77947987
 2.50709199 1.54936385 3.5015268  1.39482321]",0.9852000000000001
51,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DxK,71.38611674308777,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.74458104 2.48430974 3.39743981 2.12775124 3.38189202 1.08545874
 2.69944531 1.90987872 3.94693801 2.24672899 3.50279464 1.14040627]",0.8993
52,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<Dv[,63.942408084869385,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.19624241 1.61526373 2.92616187 2.08436985 2.97481314 1.03182167
 2.74821375 1.53350847 4.15317945 0.61873874 4.93941175 1.02098677]",0.815
53,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DbS,75.58097672462463,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.94424979 2.81493781 2.86035367 1.68018339 3.51781638 1.33495259
 3.42854465 1.43694106 2.63383883 1.60863717 4.0228463  1.02449025
 2.64307066 2.65021577 2.65513561 2.85784117]",0.849
54,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DxK,76.53576183319092,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.55115139 1.5802929  2.31903996 1.17396533 3.69378677 1.65339702
 2.72663354 1.77293763 3.14108646 2.91275495 3.42218103 1.54530295
 3.9896606  3.01025779 3.47646799 2.2942051 ]",0.9747999999999999
55,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DbS,1.2593815326690674,228,"[0, 0, 1, 1, 1]",3,"[0, 0, 0, 1.0, 1.0]",2.0,[4.24212974 1.84613288 2.5879958  1.25259356],0.1223
56,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DxK,9.061376810073853,1292,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.2535289  1.32818127 2.74414447 1.44039038],0.6790999999999999
57,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<Dv[,1.47633695602417,211,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.2847074  1.77273171 2.80319917 1.48340439],0.3144
58,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DbS,28.581153869628906,2800,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[4.28163659 2.38766546 3.52769994 1.75641027 3.63317208 2.74845726
 3.57053183 1.8713085 ]",0.3746
59,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DxK,40.66082572937012,5000,"[1, 0, 1, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.48502498 1.82478414 3.25065249 1.3683438  3.42853529 2.358423
 2.59543832 2.00479569]",0.7313999999999998
60,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<Dv[,151.34948182106018,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.20129647 1.74090714 3.42806598 1.28198567 3.55515532 1.13119327
 4.31710745 1.44990488 3.50084824 1.65727874 3.14445998 1.31604488
 2.42398911 1.58967481 2.75399924 2.12883783 3.03717731 1.49212195
 2.60255533 2.57730858]",0.8137000000000001
61,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<Dv[,93.21267127990723,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.02254618 2.3861352  2.55024878 1.62068404 3.70198911 1.23532386
 3.32823095 1.70895827 2.77321531 2.80034495 2.94223331 1.49261527
 3.60039696 1.4801258  3.1024425  1.67367726]",0.7551
62,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<DbS,81.04499983787537,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.97605084 1.57787047 2.53291707 1.54764912 4.32276846 1.49091294
 4.56499697 1.8135739  3.39272956 2.01053041 2.95891863 1.89066295
 4.19761271 0.88869821 3.79603148 0.79000378 2.89058505 1.58625659
 3.17294015 1.07618292]",0.9977
63,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<DxK,108.29455518722534,5000,"[0, 1, 0, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.97408791 2.40107493 3.12230762 1.97542132 3.91725565 1.35364444
 3.6562483  1.84563514 3.19100681 1.61970113 3.33239377 1.64063804
 2.89412948 1.60582503 3.38560228 1.48918867 3.38472797 2.51487161
 4.22381829 1.12284468]",0.9777
64,gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<Dv[,107.84187316894531,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.43701965 1.5603405  3.56205154 2.01565698 3.21631222 1.75106647
 2.64319624 1.58308767 3.86025367 1.69156636 3.40758439 1.72828694
 3.78434809 1.55187182 2.50546321 1.58755054 3.15977761 1.29791328
 2.37359842 2.89452538]",0.9463
65,gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<Dv[,60.12098431587219,5000,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.54517764 1.57290898 3.14354396 2.36269063 3.12091528 1.9225166
 2.84995431 1.51109461]",0.0001
66,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DbS,60.75074791908264,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[4.31690008 1.36412195 3.69644666 2.25517115 3.47384376 1.64649772
 2.64788807 2.8276479  4.06935048 0.99518759 2.77259737 0.85958323]",0.5495
67,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DbS,0.7766733169555664,174,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,[3.65448169 2.03302972 4.11066852 2.09870812],0.1139
68,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DxK,0.7418370246887207,132,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.25352889 1.32818126 2.74414446 1.44039035],0.6785
69,gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<Dv[,1.7048416137695312,255,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.28470739 1.77273171 2.80319915 1.48340433],0.3083
70,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DxK,86.04972672462463,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.97734026 1.71025657 3.24434087 1.62383671 3.46749331 1.82292931
 2.81455442 0.8320336  4.27972973 2.82880672 3.78227232 1.59445095]",0.9260999999999999
71,gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<Dv[,64.9780809879303,5000,"[0, 0, 1, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.32194208 1.49231299 2.85114585 0.77724282 2.59818303 1.65786982
 2.90406365 2.31194285 4.43828688 0.98048702 3.03311459 1.48075156]",0.7583
72,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DbS,61.064650535583496,5000,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[2.64074318 1.93838245 4.84764355 0.35872635 2.68821769 1.36643069
 2.52140902 0.93055877 2.92044791 2.57189967 2.62720835 1.54211838
 4.1553286  0.79598079 3.77550588 2.84816211]",0.9059
73,gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DxK,79.53216934204102,5000,"[1, 1, 0, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.91374108 1.33783688 2.93958742 1.71237876 4.24618272 1.67640978
 2.90298871 1.80464284 3.46191726 1.27651033 2.79218726 1.90251585
 3.42353675 2.56106125 4.73948344 1.35827212]",0.9432999999999999
