param_initialization,optimizer,qaoa_variant,warm_start,errors,depth,lagrangian_multiplier,amount_shots,max_tol,error_mitigation,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DkO,5.664187431335449,1038,"[1, 1, 0, 0, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,[3.79761599 2.13386841 2.43263062 0.44481903],0.3726
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<Dm{,1.4016790390014648,171,"[0, 1, 1, 1, 1]",4,"[1.0, 0, 0, 1.0, 1.0]",3.0,[4.24135245 1.39111665 2.89245846 2.39135429],0.1528
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,15.01206350326538,1299,"[1, 0, 1, 1, 0, 1, 1]",5,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,[4.26553037 1.68549499 2.80110997 1.29745463],0.1707
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,63.19352054595947,4619,"[1, 1, 0, 1, 1, 1, 0]",5,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,[2.76525622 3.30468386 2.94707222 0.77067128],0.2731
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,73.90650629997253,5000,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",9,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,[3.08982314 0.51640719 3.80148734 2.2256124 ],0.0246
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,28.00497031211853,1379,"[1, 1, 0, 1, 1, 1, 1, 1, 1]",8,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,[2.06507803 1.63814142 3.32155166 2.6966987 ],0.2284
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DkO,14.457783222198486,1585,"[1, 0, 0, 1, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[2.95323769 1.79530814 4.0564736  1.92036    3.7419114  1.42822287
 4.27621332 1.51017516]",0.6235999999999999
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<Dm{,35.92029809951782,3432,"[1, 1, 0, 0, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[3.64325008 2.03042947 3.43436717 1.64334612 3.50159801 1.50292294
 3.02232452 2.03591489]",0.3432
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DkO,55.36822772026062,5000,"[1, 1, 0, 0, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[4.10488113 0.99178995 2.16346369 1.36430317 2.94183285 1.25946416
 2.62051278 1.01721075 2.98928218 2.34442423 3.09457319 1.25927443]",0.7168
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<Dm{,67.39058995246887,5000,"[1, 1, 0, 0, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[4.3086939  2.15210937 3.667376   1.77494108 3.36737639 1.20049748
 2.77423076 2.29151595 3.04733049 1.37845235 3.04320671 3.24126166]",0.5104
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,87.38044500350952,5000,"[1, 1, 0, 1, 0, 1, 0]",4,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[4.22396346 1.69344145 4.81469953 2.54271836 3.59793703 2.0323755
 2.97462737 0.93993149]",0.2965
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,117.29080486297607,5000,"[1, 1, 1, 1, 1, 1, 1]",7,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[4.02407005 1.60400159 3.08947274 2.84220376 2.8972949  1.11077929
 3.54086509 1.86851735]",0.1478
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,132.11411690711975,5000,"[1, 1, 0, 1, 0, 1, 0, 1, 0]",5,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,"[2.77849578 2.79385215 2.54274257 2.98968762 2.86207054 0.96858112
 3.06666778 0.69112545]",0.1714999999999999
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,178.38526010513306,5000,"[1, 1, 1, 1, 0, 1, 1, 1, 1]",8,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,"[3.95788686 2.62980135 4.58963947 3.3090555  2.9899402  2.90479022
 2.97540453 1.57836727]",0.1246
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,126.71308827400208,5000,"[1, 1, 0, 0, 0, 1, 1]",4,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[3.13312303 1.10745403 3.68108837 1.45212141 2.81071823 1.60756981
 4.35669857 1.65986321 3.3038939  1.53380056 3.10974225 1.95086017]",0.4293
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,169.51007270812988,5000,"[0, 1, 1, 1, 1, 1, 1]",6,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[3.14084704 1.52971041 2.14056949 2.60138632 2.8248224  1.50112914
 4.30584382 1.90121727 3.3183322  1.16807325 3.11853402 2.68049372]",0.2915
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DkO,56.31536674499512,5000,"[1, 1, 0, 0, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[4.11420425 2.59755889 3.93749183 1.64190353 3.24971566 1.2684518
 3.42379156 1.87393791 3.58942699 1.46093818 3.31045228 1.10895968
 2.97007161 0.8589646  3.78968157 1.40465219]",0.8148
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<Dm{,86.58651614189148,5000,"[1, 1, 0, 0, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[3.17388886 1.78174056 3.34718994 3.11811745 3.11525553 2.23401265
 4.28227827 1.23282291 2.64994971 1.3050052  3.14649147 1.43670106
 3.03295534 1.02214159 3.28000077 3.01333438]",0.5892999999999999
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,158.9062581062317,5000,"[1, 1, 0, 0, 0, 1, 1]",4,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[3.70893147 2.25142031 3.51547802 1.48996271 2.61996345 1.73135266
 3.67392218 1.53325781 3.38821623 0.73415055 3.01069348 3.24313035
 3.82600918 3.07302892 3.08456147 1.2637279 ]",0.5446
gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<DkO,68.74039483070374,5000,"[1, 0, 0, 1, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[4.71968519 1.52078753 2.86184728 1.57016898 2.10657026 1.89822567
 3.0864592  1.51951999 3.17349879 1.29297326 3.22992535 1.19912382
 4.89132541 2.55139557 3.93794067 1.62452886 2.63665769 1.29314446
 3.48146652 1.61477896]",0.9682
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,186.88724517822263,5000,"[1, 1, 0, 0, 0, 1, 1, 1, 0]",5,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,"[3.68135885 1.73077871 3.00303774 1.67985973 4.713247   1.74754174
 3.39690392 0.74730115 3.45610995 0.90452897 3.55955927 2.62688991]",0.1479
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,251.4444046020508,5000,"[1, 1, 1, 1, 1, 1, 1, 1, 0]",8,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,"[4.12871199 1.44234629 2.9649325  1.64738832 3.37743886 1.71797418
 2.94280567 1.49887281 3.19443626 1.83815891 4.36843412 3.08067907]",0.3399
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,224.67642784118647,5000,"[1, 1, 0, 1, 1, 0, 1]",5,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[2.64877985 1.89972282 3.27106434 1.39864886 3.11422886 1.75742412
 2.89591172 1.49209543 2.98164267 2.65722715 3.83490566 2.60553636
 3.75203644 1.54228686 2.79742106 1.41791201]",0.7102999999999999
gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<Dm{,107.42922019958496,5000,"[1, 1, 0, 0, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[4.55070259 1.42508829 2.98097681 1.30312097 2.5265764  1.71708479
 3.25984339 1.79590008 2.84027229 1.96042606 2.72748759 2.01479436
 3.18305672 1.74105217 2.8072807  1.70149695 3.08535935 1.21002179
 3.03202595 2.62084421]",0.4225
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DkO,18.463485956192017,4901,"[0, 1, 1, 0, 1]",3,"[1.0, 1.0, 0, 0, 0]",2.0,[3.25916548 1.23087167 5.4366586  2.31028686],0.1813
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<Dm{,3.333653688430786,604,"[0, 1, 1, 1, 1]",4,"[1.0, 0, 0, 1.0, 1.0]",3.0,[4.29528463 1.66355761 2.81999466 1.03966586],0.1711
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,14.242334365844728,1374,"[1, 0, 1, 1, 0, 1, 1]",5,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,[4.26553035 1.68549504 2.80111    1.29745494],0.1707
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,2.7802326679229736,209,"[0, 1, 1, 1, 1, 1, 1]",6,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,[4.25297411 1.43068525 2.92124611 1.03557743],0.2772
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,20.2135591506958,997,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",9,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,[2.24787284 2.97816839 2.87210396 1.15307948],0.0129
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DkO,30.62231159210205,5000,"[1, 0, 0, 1, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[3.42209099 2.5827678  3.91387298 1.67229226 3.61764388 1.86785978
 3.3964237  2.080496  ]",0.4713
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,236.67012429237369,5000,"[1, 1, 0, 1, 0, 1, 0, 1, 0]",5,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,"[2.77276299 1.18113397 2.52401723 1.51083496 3.04294222 1.46879494
 3.0548623  1.76997607 2.87016665 0.77671378 3.08882147 1.49023408
 2.74845835 1.45562718 3.19711064 1.58459447]",0.1791
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,332.54605054855347,5000,"[1, 1, 1, 1, 1, 1, 1, 0, 1]",8,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,"[3.96907719 2.54533885 2.91913918 1.44779684 3.25159221 1.78404991
 3.40123082 1.45172818 3.03994496 2.97656645 3.60029528 1.51921079
 2.56299206 2.35405717 3.19670729 1.68582075]",0.2627
gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,198.0012989044189,5000,"[1, 1, 0, 0, 0, 1, 1]",4,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[3.14865314 2.05677033 3.29169685 1.55326448 4.67572886 2.07929415
 3.41245719 1.20124958 2.90281526 1.50628592 4.47545971 1.51374621
 3.21099751 1.77770082 3.73302665 1.16631471 2.94398784 1.24833998
 2.98210572 2.8055342 ]",0.5279
gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,268.1627802848816,5000,"[1, 0, 0, 1, 1, 1, 1]",5,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[4.29206115 1.52017141 3.15966753 1.89129338 3.56585557 1.46286988
 3.34967773 1.426942   3.2417999  1.53352068 2.95363405 1.4492838
 4.07073386 1.45745926 3.15436116 1.61183676 3.72238485 1.74501296
 2.94387292 1.834683  ]",0.6322000000000001
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,71.74269270896912,5000,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",9,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,[3.08868561 0.51795836 3.79218256 2.2363269 ],0.0244
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<Dm{,59.55300235748291,5000,"[1, 1, 1, 1, 0]",4,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[4.72733901 3.05145224 3.63746228 2.2968113  2.97955946 1.70935875
 3.12051372 1.45119011]",0.1666
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,19.68016004562378,1145,"[1, 1, 1, 0, 0, 1, 1]",5,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[2.01234602 1.82156857 4.76524029 1.76631875 3.50568928 1.9883825
 3.74894623 2.53763346]",0.1547
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,118.26536583900452,5000,"[1, 1, 0, 1, 1, 1, 1]",6,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[3.12866658 1.54501863 3.78970718 1.79784223 4.11363842 1.70411469
 3.6799748  2.66503618]",0.603
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DkO,43.56118416786194,5000,"[1, 0, 0, 1, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[3.22531139 2.35394882 3.35685667 1.70761071 4.32273544 1.90480241
 4.9194122  0.8867689  4.04842947 1.00244566 4.01528351 1.29773983]",0.7818
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<Dm{,76.48766350746155,5000,"[1, 1, 0, 0, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[4.33212033 2.85989766 2.95039979 0.91630173 2.9299     0.99000806
 2.73916845 1.55736982 2.50218815 1.38438021 3.98499098 2.29782485]",0.3563
gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,300.83448600769043,5000,"[1, 1, 0, 0, 0, 1, 1, 1, 0]",5,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,"[3.69210186 2.13648581 3.45856123 1.32802913 2.86490502 1.53441622
 3.11597786 1.04658162 4.01420043 1.54688257 3.35702316 0.64274485
 3.04079094 1.95099916 3.05346403 1.09154612 3.04407188 1.4537556
 3.11883104 1.42581182]",0.2151
gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,397.5208625793457,5000,"[1, 1, 1, 1, 1, 1, 0, 1, 1]",8,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,"[3.88141794 2.68540996 2.90046594 1.34379043 2.99711643 1.50657048
 3.26173088 1.60483341 3.24385259 1.41052192 3.37474117 1.4473649
 3.13556565 2.62973875 3.08784569 1.71053256 2.66619178 1.92303034
 3.69412476 2.75465234]",0.1352
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,130.83993554115295,5000,"[1, 1, 0, 1, 0, 1, 0, 1, 0]",5,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,"[2.58844081 0.60969305 2.14224635 1.87150453 2.90995408 2.54410002
 3.33174879 2.95041891]",0.1476
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,179.65230178833008,5000,"[1, 1, 1, 1, 0, 1, 1, 1, 1]",8,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,"[2.60708825 1.29703192 2.73912774 1.64367951 2.95199567 1.21670533
 3.10716022 2.11130496]",0.4301
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,123.69438672065736,5000,"[1, 0, 0, 1, 0, 1, 1]",4,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[2.51670135 2.43931737 3.58212932 2.57131539 3.2769019  2.60005111
 3.33922977 1.72554836 2.87398741 1.61487981 3.77663435 0.93694496]",0.0694999999999999
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,164.94017028808594,5000,"[1, 1, 0, 1, 1, 0, 1]",5,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[3.99255713 1.52183098 3.37669702 1.7508492  2.77977749 1.78568543
 2.84475262 1.57270001 3.15982812 2.53145876 4.35118653 2.64586272]",0.5108
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,182.53587007522583,5000,"[1, 1, 0, 1, 0, 1, 0, 1, 0]",5,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,"[4.27456607 1.97483232 3.53069952 1.42819742 3.12048149 1.77443272
 2.85067425 2.44895633 3.0930746  0.97442021 4.36052947 2.53160775]",0.1412999999999999
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<DkO,59.913424015045166,5000,"[1, 1, 0, 0, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[4.15510248 1.55835469 3.82580983 1.79922082 2.90032621 1.56633535
 2.89549164 2.92104898 3.07055508 2.80638078 3.57626334 0.8122885
 4.19004138 1.33328544 4.0697534  1.2754201 ]",0.99
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,5,>>graph6<<Dm{,88.68476748466492,5000,"[1, 0, 0, 1, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[3.71353884 2.55419763 3.09155079 1.92089255 3.40716897 1.3268784
 2.89857008 1.41311464 2.83902968 3.11472157 4.10555386 1.23725977
 2.97167086 1.2214203  3.86033093 2.84778922]",0.5985
gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<DkO,78.2690703868866,5000,"[1, 1, 0, 0, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[3.88327569 2.60174601 2.82447122 1.56697129 3.08049369 2.09533971
 2.88645704 1.8923086  3.667133   1.42885293 3.58239489 1.1313964
 3.36663413 2.62653934 3.75998224 2.44768427 3.92340556 0.91293476
 3.09189087 1.7809466 ]",0.904
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,260.1683919429779,5000,"[1, 1, 0, 0, 1, 1, 1, 1, 1]",7,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,"[2.48541668 1.57204309 2.39967833 1.52772837 3.13496603 1.36590807
 3.1492369  2.77971865 3.51258778 1.62833785 2.99958464 1.56187541]",0.3249
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,161.57207536697388,5000,"[1, 1, 0, 1, 0, 1, 0]",4,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[3.62731735 1.77045324 3.0454517  1.60832603 3.13472442 1.17409731
 3.01586405 1.59851808 3.46298047 1.70264665 2.80147747 0.68692467
 4.00049168 1.61317035 3.17529304 1.47319839]",0.617
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,215.2649519443512,5000,"[1, 1, 0, 1, 1, 1, 0]",5,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[3.86986475 1.53271491 3.77698134 1.68901426 3.05057917 1.67609192
 3.17248388 1.37056146 3.24495747 2.68387647 3.66578529 1.90977474
 4.09080006 1.62607806 3.33357741 2.76262302]",0.9351
gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,5,>>graph6<<Dm{,113.3677670955658,5000,"[1, 0, 0, 1, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[4.17098921 1.43494821 3.36932305 1.57621117 3.29776382 1.43406761
 3.01179296 2.59766283 3.1422429  1.36047611 3.46982033 2.23199513
 3.60697083 1.55849326 3.22451002 1.41705574 2.90922133 1.33233911
 2.46624668 2.70414232]",0.7274
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<DkO,17.932347774505615,4784,"[0, 1, 1, 0, 1]",3,"[1.0, 1.0, 0, 0, 0]",2.0,[3.25916538 1.23087152 5.43665989 2.31028586],0.1907
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,5,>>graph6<<Dm{,27.8683979511261,5000,"[1, 1, 0, 0, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,[3.57684563 3.31483317 3.47842765 1.75292819],0.3286
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,1.3703691959381104,141,"[1, 0, 1, 1, 1, 0, 1]",5,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,[4.2268902  1.40856021 2.85256496 2.32099522],0.1283
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,65.60877346992493,5000,"[1, 1, 1, 1, 1, 1, 1]",7,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,[3.15359761 0.49751513 4.267348   1.78960831],0.1777
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,12.584495544433594,876,"[1, 1, 0, 0, 0, 1, 1, 1, 0]",5,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,[3.54481812 3.35145697 3.42719293 2.21291373],0.0885
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<DkO,40.754754066467285,5000,"[1, 1, 0, 0, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[3.46854607 1.31418908 2.82629702 1.96827975 3.71306253 1.93688162
 3.69537126 2.4423876 ]",0.5357
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,240.35442733764648,5000,"[0, 1, 1, 1, 1, 1, 0, 0, 1]",6,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,"[3.63603391 1.44141382 2.95814242 1.40877211 4.56019691 1.63092309
 2.56652978 1.63900895 2.72958635 1.51136602 3.14434171 1.45703202
 3.22875361 1.82291175 4.8232201  0.97244764]",0.0711
gaussian,COBYLA,vanilla,False,False,8,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,336.39376878738403,5000,"[1, 1, 1, 1, 0, 1, 1, 1, 1]",8,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,"[2.9582931  2.49669029 4.24375445 2.91975276 4.04879669 1.20132158
 4.31522    2.5358166  3.12395814 2.73852463 2.89517362 2.64738854
 4.12863022 1.55494313 3.1432473  1.53865135]",0.0571
gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,198.4685356616974,5000,"[1, 1, 0, 1, 0, 1, 0]",4,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[3.95682573 0.87911005 2.86550019 1.49268155 2.76003172 1.52043121
 3.07295944 1.50668986 3.09262559 1.95142251 3.02611348 2.82879732
 2.64992435 1.53217868 3.50388262 1.3576822  3.04581177 0.63155099
 3.33445498 1.15791535]",0.7695
gaussian,COBYLA,vanilla,False,False,10,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,267.2284514904022,5000,"[1, 1, 1, 1, 1, 0, 1]",6,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[3.30673118 2.56210841 3.34617081 1.34784165 3.30773963 1.59264679
 3.92977904 1.42984459 3.72525472 1.80798597 3.3975045  1.45577447
 3.09493151 1.71728715 2.88883678 1.64281552 3.15635928 1.35062965
 3.86440283 2.25814336]",0.1834
gaussian,COBYLA,vanilla,False,False,2,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,65.36952924728394,3345,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",9,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,[1.84315776 1.25769719 3.26775052 3.01972396],0.1329
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,5,>>graph6<<Dm{,47.765361070632935,5000,"[1, 0, 0, 1, 1]",3,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[3.48054995 1.53921632 3.36633445 1.74493132 3.47672602 1.77523057
 3.95653229 2.3791813 ]",0.4736
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,87.88672423362732,5000,"[1, 1, 1, 1, 0, 0, 1]",5,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[4.34051906 3.19833081 3.02708701 1.6956695  2.82478063 3.02942159
 3.9059047  0.43630726]",0.159
gaussian,COBYLA,vanilla,False,False,4,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,115.08565044403076,5000,"[1, 1, 1, 1, 1, 0, 1]",6,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[4.18909514 2.05636172 3.12831724 1.65172402 3.31613787 3.02993627
 3.58783893 1.15004203]",0.2629
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<DkO,43.373093605041504,5000,"[1, 1, 0, 0, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[3.98205006 1.07367325 2.80937545 1.69386227 2.97421329 1.83766033
 2.82020135 2.5517155  1.82554455 2.23623502 5.06366966 1.84009337]",0.8265
gaussian,COBYLA,vanilla,False,False,6,2,5000,1e-08,True,True,5,>>graph6<<Dm{,64.81547951698303,5000,"[1, 0, 0, 0, 1]",4,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[3.21977255 1.57768411 3.20378243 1.44719952 3.97994188 1.25594098
 3.42710142 1.71823184 2.40776574 2.52546973 2.41510616 1.50375633]",0.2992
