,graph_size,backend_mode,param_initialization,qaoa_variant,optimizer,warm_start,depth,vertexcover,amount_shots,max_tol,lagrangian_multiplier,time_elapsed,quantum_func_evals,ratio,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal,hamming_dist,graph_name
0,6,statevector,gaussian,multiangle,COBYLA,True,8,False,5000,1e-08,2,195.59802746772766,5000,1.0,"[0, 1, 1, 0, 0, 0]",4.75,"[0, 1.0, 1.0, 0, 0, 0]",4.75,"[2.57925995 3.1250172  3.85202576 3.75713314 3.83949516 3.21950027
 3.37555407 3.28847554 3.02425734 4.49482919 1.33084577 1.57328726
 2.927659   1.65550691 1.27892504 1.13045931 2.77586899 2.88595556
 3.34402229 2.71736798 3.29568006 3.51419465 2.79927313 2.59837354
 3.26171292 3.34337543 1.13589152 1.70888936 1.43404368 2.07037724
 1.59231516 1.52838814 2.5407353  3.02019899 3.9787668  4.60019568
 3.40516389 3.20396583 3.39652605 3.46002274 3.31122548 3.99729088
 1.41906371 1.57127476 1.68948536 1.62364708 1.69866277 1.66709697
 3.29275403 3.09125622 3.17541095 3.19027741 3.4106239  3.1625743
 4.60294954 3.17989356 3.19473036 2.95853746 1.4542078  1.45587758
 1.55350465 1.61415822 1.3649703  1.85187132 3.13775539 3.123122
 2.99827601 3.42185106 3.16689743 2.67251551 3.13758593 3.11306585
 2.92159739 2.81367931 1.6830284  1.7911066  1.63558692 1.00131718
 1.47572522 2.94380473 3.09364668 3.13836003 2.90654017 2.95779988
 3.1882807  3.30610719 3.12898711 3.1258231  3.06781557 3.72493872
 1.64098379 1.53820726 1.66055128 2.06171274 1.38272046 1.12389961
 3.04590888 3.48981499 3.16871423 3.32759779 3.11762312 2.99931957
 3.11968655 3.25567136 2.50465343 3.18943267 1.64957356 1.56986347
 1.62257563 1.68776961 1.44868379 1.4902055  3.42815516 3.11472866
 4.10262702 3.16619075 3.30264664 3.31136044 3.24414017 3.12924676
 3.24075008 3.28012941 1.96194597 1.39305829 1.83378866 1.54490309
 1.43120528 1.79542332]",0.9939093857347749,2,>>graph6<<Emz_
1,9,statevector,gaussian,multiangle,COBYLA,True,8,False,5000,1e-08,2,591.7971241474152,5000,1.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0]",11.0,"[1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]",11.0,"[3.97455251 3.04455079 4.20995388 3.0946375  3.3724105  3.29169145
 3.32428537 3.78373186 3.02130236 2.67227133 3.16918282 3.78949948
 4.40101435 2.78849671 2.75374388 2.72361468 2.92574374 3.21086183
 2.69704819 3.05633505 2.06140692 3.94651547 4.58394463 2.53027915
 3.37223256 1.59766072 1.55798961 1.46728476 1.4965352  2.77016335
 1.24218429 1.32319282 1.35798742 1.72019821 3.01295342 3.04008661
 2.99671607 3.86605533 3.36126881 3.07578138 3.35782714 2.69529465
 3.28689606 3.21007403 3.42172881 3.28080588 4.26270391 3.18624451
 2.84108314 3.1857836  3.98647439 3.21791072 3.3919899  3.34595913
 3.21842408 4.51774203 3.09597568 3.83616679 4.48759682 2.10249357
 2.81597286 1.73090837 0.91177792 1.92116432 1.54337995 2.90039534
 0.44719062 1.55146949 3.98780778 3.3600908  2.6617764  3.44191488
 4.42855789 3.1750222  2.81148236 3.10963289 3.21429471 3.35306626
 3.2444371  3.34081269 2.93216924 3.15523047 3.10515184 3.09667537
 2.9915002  3.15483303 2.99384755 3.19509894 2.97129651 3.04034715
 3.02245038 3.0802478  3.02358398 1.72336793 1.65488101 1.43911447
 1.34854323 1.65723353 1.68306171 1.90825137 1.70184316 1.49786151
 3.27720776 3.52023627 3.08061383 3.58960441 3.216144   3.00949301
 2.80069664 2.9200098  3.10552405 3.11246417 3.09813837 3.28553292
 3.10930834 2.96841748 3.04015666 3.19878395 3.08550946 2.907187
 3.13735916 3.46162407 3.36715643 2.97058159 3.08861205 3.11297216
 2.96804083 1.20605971 1.35393813 1.39783337 1.43934531 1.40630001
 1.89207955 1.75629306 2.04587287 1.38003892 3.27111147 3.10368551
 3.21247957 3.26476471 3.43849951 3.24846066 3.13592965 2.98510616
 3.33274199 3.22172929 3.0622872  3.21835161 3.14742883 2.91652175
 3.17014129 3.1869577  2.95476128 2.70903647 3.25207209 3.13625607
 3.20081453 2.95958733 2.69734648 3.39375557 3.36497232 1.50133411
 1.58752669 1.63616745 1.54494422 2.88176552 1.64165174 1.5563992
 1.57806699 1.52604966 3.33861143 4.37328129 2.91641662 3.83693081
 3.8237147  3.23604997 2.7772389  2.66747023 3.19133059 2.96521293
 3.10203636 3.18395985 2.91451575 2.77437903 2.81411284 3.27544315
 3.24260434 3.19315294 4.18353187 3.26116315 2.96406215 3.56211181
 3.79943303 3.21129703 2.56653344 1.51274513 1.53516976 1.27400436
 1.53400178 1.81323779 1.43844975 2.06598747 1.45532154 1.45155004
 2.82107994 3.12351281 3.26444759 2.89077354 2.98710971 3.24074676
 2.80162052 2.90077564 3.12338335 3.28663281 3.13798836 3.26577841
 2.81593846 3.10732677 3.09246144 3.56211787 3.08545246 3.12487048
 3.2696466  3.07587335 2.90223017 2.6431248  3.02021072 2.27653677
 2.72633935 1.30200832 1.16559031 1.56534409 1.81267253 1.66100579
 1.4963711  1.80021974 1.67318891 1.10769032 3.17876347 3.10234075
 3.43658844 2.94989964 3.35080686 3.07881964 3.4183297  3.11721903
 3.46188419 4.04098046 3.00582285 3.79441702 4.06471006 3.12216443
 3.49473607 3.40668814 3.05199152 3.00424065 3.1763839  3.14907729
 2.67204822 3.02363868 3.2051187  3.37679418 3.30313402 1.88644799
 1.53652692 1.6028429  2.39275291 2.41061459 1.42107808 1.39911251
 1.53887111 3.01177347]",0.9068134357435346,2,>>graph6<<HmzffJz
2,9,statevector,gaussian,multiangle,COBYLA,True,8,False,5000,1e-08,2,338.06725025177,5000,0.96875,"[1, 0, 0, 0, 1, 0, 0, 1, 1]",7.75,"[1.0, 1.0, 0, 1.0, 0, 1.0, 1.0, 0, 0]",8.0,"[4.50435307 3.00494429 4.45383542 4.17921403 2.95964677 2.84602455
 4.12874631 3.16614282 3.98391487 2.92447643 3.46087824 3.06018808
 4.17547622 2.86751936 1.71242148 2.03239806 1.08758749 1.29693353
 2.23012567 1.71588177 2.94378526 1.28153879 1.64255975 3.37457188
 3.51023486 3.50749744 3.87561216 3.27581713 3.2081105  3.43056656
 3.77044069 3.4916706  4.29794568 3.19557989 3.34714402 3.46962456
 3.74028433 1.43276158 0.47886987 1.72195699 1.44484917 1.92709402
 1.51497337 1.53960461 1.73693477 1.42181105 3.85657333 2.28381142
 3.20927609 3.08038831 3.04696155 3.18757491 3.15652074 2.81068541
 2.93832546 1.96913324 3.80700917 3.73622752 3.21446336 3.03653869
 1.03956626 0.98048608 1.53385252 1.9426049  1.67301308 2.43532355
 2.67428664 1.57459386 1.13625356 2.80860193 2.8107563  2.44193144
 3.28027659 3.11588162 3.20869781 3.0609094  3.08720023 3.19831356
 3.222283   2.85271902 3.3442399  2.94062353 3.04510321 1.73961573
 1.71871347 1.34220761 1.45296464 1.54836083 1.53526872 1.64017593
 1.31824166 1.76799048 3.4718868  3.45680783 3.20619311 3.23113923
 3.12193593 3.41727714 3.00545982 2.86735924 3.13398334 3.20265501
 3.03708622 3.09045234 3.69719468 2.8059574  1.09419612 1.60252595
 1.57043841 1.53524192 1.89367718 1.34272832 1.57829877 1.07755287
 1.61119213 2.98084771 3.11879914 2.68661935 2.9761725  3.37962758
 3.1347585  2.72061162 2.95948846 3.30596923 3.16361904 3.60530299
 3.08364278 3.12695679 3.1979343  1.63742076 1.53581941 2.09041537
 1.60416094 1.43603088 1.69892075 1.92560329 1.43758304 1.55495619
 3.22938538 2.91779826 3.22959461 3.22914936 3.14342715 3.33548515
 3.51610846 3.06339172 3.06362633 4.15369023 3.36657746 3.04409509
 3.4600032  3.60862028 1.41644307 1.37525895 1.53611809 1.41119551
 1.63077129 1.35088294 1.49908445 1.49231271 1.29938133 3.8390905
 3.24440071 3.24033611 2.75621342 2.92148887 2.96624093 2.76931621
 2.82481926 3.23934036 3.46731526 3.07812229 3.0097261  3.32536289
 3.41531368 1.53424534 1.42836598 1.63771305 1.50115376 1.4982496
 0.56645678 1.61424671 1.65069356 1.41313751]",0.058926715559855014,2,>>graph6<<Hh_iS_u
3,6,statevector,gaussian,multiangle,COBYLA,True,8,False,5000,1e-08,2,214.5511314868927,5000,1.0,"[1, 0, 0, 1, 1, 1]",4.75,"[0, 1.0, 1.0, 0, 0, 0]",4.75,"[3.12252599 4.32853324 4.7512976  3.97942947 3.18252224 3.82538941
 2.93310969 3.58125537 4.86703272 3.51536304 2.34206475 2.81836037
 1.47852376 1.83809018 2.30158502 2.26026493 3.32494859 3.88180072
 2.8945594  3.15055364 3.27748307 4.0192573  3.49799465 3.20017135
 3.42464931 3.06958992 1.45657208 1.12523974 1.66781214 1.57912256
 1.3469624  2.35763748 3.06086376 4.2575066  3.0633432  3.2825216
 2.84395311 3.85576719 2.64028677 3.65844904 3.4777283  3.21454553
 0.95981774 1.84398504 0.79652707 0.99151365 0.68215287 1.89376931
 3.025016   4.50951698 3.16140081 2.92962113 2.87876353 3.0861171
 3.10227844 2.80676086 3.04932914 3.13141072 1.7774071  1.3843377
 1.37887419 1.51070976 1.78557537 1.72368577 3.23308038 3.5426026
 3.18544096 3.25117215 3.04199407 3.25043678 3.18137773 3.42392929
 3.03264862 3.27203978 1.49483848 1.46733626 1.5003454  1.56525282
 1.46320784 1.69302606 3.00580673 3.26227423 3.45766976 3.01922197
 3.18037147 3.03651662 3.21796014 2.91153941 3.26246238 3.27784431
 1.73174693 1.42351227 1.47068549 1.53218856 1.48710424 1.58330615
 3.82435696 3.50004845 3.26892207 3.31806842 3.25032151 3.35946376
 2.99130922 3.13937999 3.10253756 3.28126145 1.59619411 1.78257938
 1.42101324 1.71201579 1.47934321 1.45901991 3.21942034 3.34152363
 3.19630736 2.94265399 2.73447291 4.36013379 3.12647971 3.12580851
 3.13251508 3.76705603 1.47553009 1.57573767 1.50508721 1.25580419
 1.8017832  1.65860735]",0.9915303696118244,4,>>graph6<<Emz_
4,9,statevector,gaussian,multiangle,COBYLA,True,8,False,5000,1e-08,2,592.281311750412,5000,0.9772727272727273,"[0, 0, 0, 1, 1, 1, 1, 1, 0]",10.75,"[1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]",11.0,"[3.47349954 4.66476461 2.50482201 2.95726413 3.60023548 3.39367913
 4.15822343 3.37038268 4.12450832 4.4388103  3.73622599 4.16271992
 2.86708554 2.77282419 3.37318166 2.45572586 4.0577908  2.93239129
 4.26223841 3.00379094 3.36469401 3.52576866 3.09504612 3.30923042
 2.64229788 2.61787848 2.90318037 0.90905454 1.62769188 1.37121477
 1.71326497 1.17469533 1.47109531 1.08489724 3.19586069 2.99562318
 3.02713651 2.57205116 3.3061437  3.33563145 2.81823353 3.5427466
 3.99052055 3.30843897 3.13687157 3.51874399 3.28792066 2.49089776
 2.52518113 3.30602834 3.51855687 3.1059108  3.22347787 2.90949211
 3.39273174 2.86137945 3.0089984  2.86612748 3.34060164 1.5884541
 2.24739933 0.759134   2.6017817  1.42681646 1.31198781 1.50066873
 2.25933229 1.48104017 4.3504219  3.25467523 2.96733195 2.54683232
 3.01155793 3.09104329 3.20656413 3.2125911  3.06934771 3.30442977
 2.95854164 3.11603804 3.21027349 3.16597542 3.14962199 3.11753175
 2.9928884  2.92476344 3.18752112 2.73327797 2.99364046 3.1059331
 3.02636086 3.22191311 3.5488017  1.562424   1.66161369 1.70352756
 1.48442567 1.54688599 1.41667141 1.55416829 1.61041435 1.70687095
 2.90120543 3.34665066 3.19214585 3.14059985 3.05793337 3.12726882
 3.1678594  3.05455712 3.28604944 3.1208441  3.03146687 3.12462467
 3.24661796 2.98325892 3.43248005 3.32620255 3.10612502 3.01977274
 2.84834746 3.26790718 3.54780409 3.24359571 3.12922267 3.04996243
 2.91805097 1.62402772 1.49403343 1.45049138 1.24929109 1.58567031
 1.52940395 1.48690254 1.13311647 1.65302623 3.14590088 3.41658003
 3.08872789 2.99306831 3.26747617 2.95740803 3.03826856 3.11955604
 3.17087172 3.08000846 2.86036442 3.01737405 3.34704242 3.2171749
 2.56281905 3.25150854 3.30747668 3.31061426 3.20095217 3.29025949
 3.18353262 2.87980539 3.55729224 2.74125464 3.23876533 1.60840952
 1.70848257 1.27570968 1.67548918 1.38573151 1.42280459 1.72673146
 1.52939785 1.50794911 3.40747043 3.38337863 3.03731729 3.43053922
 3.1357943  3.11340026 3.23024413 3.17861934 3.25644853 3.19605163
 3.24962135 3.10467765 3.03915587 2.91438215 3.50396001 2.89694325
 3.45481401 3.43077108 2.88962792 3.19282647 3.35031522 3.07244141
 3.07746531 3.10039625 4.16306809 1.55635312 1.79715963 1.39341305
 1.56455171 1.47212248 1.77796758 1.37282691 1.53295949 1.57786848
 3.05277073 3.21744609 2.68588204 3.14789343 3.34775829 2.61919801
 3.13035767 3.33296304 3.24636681 3.05195768 2.78484034 3.6767128
 3.35830247 4.48063876 3.17470545 3.24956329 3.19500761 3.13139588
 2.91266709 3.3219584  2.98708209 3.1458772  3.26505319 3.03999031
 3.13751478 1.59548926 1.56898138 1.97846875 1.7010762  1.44713854
 1.50059784 1.35337245 1.80366117 1.41078627 3.2406621  3.154058
 3.17355578 3.44433957 2.82520336 3.06561606 3.03387455 3.39286027
 2.98112113 3.04806293 3.545594   3.06048688 3.41243015 3.24228135
 3.31855309 3.2897471  3.62636457 3.82188843 3.32989809 3.22010599
 3.17286479 3.32221618 3.61671896 2.49536074 3.27212485 1.52927987
 1.84533772 1.59903692 1.79775486 1.43873331 1.77561933 1.52848699
 1.68992477 1.62693125]",0.19297932747467053,4,>>graph6<<HmzffJz
5,9,statevector,gaussian,multiangle,COBYLA,True,8,False,5000,1e-08,2,337.5900468826294,5000,0.96875,"[1, 0, 0, 0, 1, 0, 0, 1, 1]",7.75,"[1.0, 1.0, 0, 1.0, 0, 1.0, 1.0, 0, 0]",8.0,"[3.60815067 3.37060099 3.41458811 4.05116211 3.53700236 3.8187465
 3.16561367 2.64562945 3.72479442 3.73523635 3.08273228 3.09863418
 3.55394746 4.15566501 2.73919433 2.28122333 2.36247685 1.94292903
 1.4234401  1.53766221 2.67953713 1.95995028 1.95801363 3.04721632
 3.00096423 3.16039572 2.29656236 2.70974009 3.38145041 3.9019656
 3.11226201 3.72536007 2.76677939 3.54284415 3.10812486 3.98395564
 2.04643157 1.30869974 3.43147152 1.46264749 2.64593985 1.80195988
 2.3702275  1.91630313 1.60806617 2.24644198 2.75708146 3.05227904
 3.12601133 4.24025209 4.37269186 3.29936383 2.76646003 3.20173009
 2.78718622 3.13950695 2.97429346 2.97036365 3.13891856 4.3609602
 2.35545502 1.39858772 1.64948591 1.72458942 1.38663173 1.80821165
 1.96475571 2.92561714 1.24833481 3.00831228 4.3437814  4.53328618
 3.20511992 3.39245242 3.04860952 3.0362     3.00144396 3.42600684
 3.24665943 3.31778873 3.04598192 3.29329681 3.16769814 1.48631008
 1.72589348 1.58694574 1.46613719 1.4935977  1.5250417  1.54603031
 1.73500181 1.99756088 2.88948176 2.97492714 3.17384686 3.07577549
 3.17598895 3.27630471 3.30257939 3.13989387 3.13572298 2.7714245
 3.40892137 3.41117416 3.10681492 3.21065887 1.47156686 1.48814619
 1.58640485 1.70222583 1.69888012 1.5047706  1.37823545 1.54688813
 1.61683717 3.33985013 3.3344398  3.06552881 3.09829371 3.10916538
 3.19754737 3.18788628 3.39952158 2.87635304 3.37911568 2.81011707
 2.94850569 3.16848958 3.10756788 1.69893922 1.83796433 1.65036421
 1.59643192 1.82846541 1.39129823 1.56312422 1.28949696 1.65810633
 3.45884858 2.01997953 3.20575754 3.09283932 3.09338485 3.10012181
 3.26732921 3.09732794 3.11122356 2.69456671 3.1430671  2.9951844
 3.12544833 3.32681437 1.53015169 1.8106099  1.60593086 1.54026944
 1.62959891 1.35957233 1.72078568 1.49631599 1.82403316 2.96945831
 3.29099222 3.42034392 3.1940688  2.96828059 3.23239922 2.83956216
 3.164589   3.14756933 3.19426053 3.05010314 2.95241015 3.41492254
 2.93672076 1.61245538 1.7551929  2.75684527 1.68154956 3.52797725
 1.26514613 1.53303807 1.59969798 1.62570089]",0.35061657217775316,4,>>graph6<<Hh_iS_u
6,6,statevector,gaussian,multiangle,COBYLA,True,8,False,5000,1e-08,2,206.1592137813568,5000,1.0,"[1, 0, 0, 1, 1, 1]",4.75,"[0, 1.0, 1.0, 0, 0, 0]",4.75,"[2.81200368 3.29707539 4.29349653 3.28189108 3.13002477 4.50981401
 3.02752875 3.26840588 2.6008138  4.47483108 1.77492225 2.56260297
 1.84070175 1.72794746 1.64185808 1.66625153 3.78541665 3.04798431
 2.48154533 3.15758399 2.8477538  3.3416234  3.39908209 3.36348449
 3.04809566 3.16147587 1.35502831 0.98275774 1.65141148 1.9154041
 1.5611569  1.41574499 2.46858907 3.02469257 3.34590975 3.56955993
 3.34470572 3.12582133 2.95389572 3.09811714 2.8885217  2.88084443
 1.4742255  2.4373985  1.8423208  1.5736288  1.76040086 1.36923074
 3.14850311 3.14960824 3.17225983 3.29554378 3.13967644 3.12358713
 3.49382762 3.11774058 3.49596776 2.90085002 1.50131228 1.55333881
 1.53927358 1.4639572  1.49748922 1.72338755 2.94404451 3.13893959
 2.79476211 3.52091363 3.56070738 3.03704338 3.12217845 2.71928805
 3.35777894 3.14204552 2.80361839 1.48391911 1.42577587 1.66838852
 1.82227166 1.41810082 3.38473084 2.9343751  2.91485514 3.68887689
 3.73813524 2.9585761  3.00054802 3.06451823 2.59462374 3.2130039
 1.35835189 1.39552647 1.5722731  1.55566165 1.41441137 1.28027015
 3.03447662 2.92380228 3.12387262 3.48239781 2.96582627 3.29687072
 3.31720329 3.01346059 3.12395659 2.8923918  1.76765653 1.7561831
 1.48325843 1.35595188 1.66379688 1.41236398 2.89741047 3.35368738
 2.98195392 2.93304781 3.99035433 4.19733369 3.22577335 3.01824564
 3.12854924 3.31528477 3.07435101 1.40095988 1.67153866 1.85634578
 1.55179888 2.01148213]",0.996782291774433,6,>>graph6<<Emz_
7,9,statevector,gaussian,multiangle,COBYLA,True,8,False,5000,1e-08,2,587.5357637405396,5000,1.0,"[0, 0, 0, 1, 1, 1, 1, 1, 1]",11.0,"[1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0]",11.0,"[2.77985823 4.36467491 2.72353059 2.06788901 3.39391521 4.38876158
 2.60919352 2.87474891 4.08207461 3.2357315  4.49279779 3.20037943
 3.17244333 3.32452916 3.08612148 3.20517696 4.35856611 3.98500326
 3.36449343 4.15772977 4.25489727 2.63994688 3.31959233 3.22703007
 2.85751977 1.6653358  3.70914446 1.94398028 1.29506417 2.68030318
 3.21025186 2.92381078 1.56220846 1.42172223 3.0418699  2.85970735
 3.03657411 3.20103948 2.883438   3.35797105 3.64769963 3.19516373
 3.0124854  3.0383206  2.87526897 3.33603297 3.19981306 4.17018846
 2.75466426 2.66097679 2.83959451 3.93837825 3.55186192 3.35878233
 3.20540308 3.19917444 3.57875549 3.05422449 3.30899427 1.53237026
 1.47525242 1.13032826 2.92199668 1.42637707 1.0641905  1.39962611
 1.57998779 1.65610932 3.62874171 4.01102066 2.5069166  3.06707435
 3.00014174 3.16604775 3.2507743  3.30806337 3.060362   3.2664733
 3.27908584 3.09947464 3.09492984 3.02111057 3.19329571 3.12558187
 3.14758901 3.23687613 3.03350505 3.21455412 3.02808497 3.11462307
 3.02495755 3.12668964 3.16469189 1.61616108 1.54976545 1.55989774
 1.61970536 1.68099263 1.45568771 1.44106286 2.04343373 1.61745137
 3.08505909 3.15329172 2.81179347 3.31035178 3.27741492 3.02858711
 3.4413031  3.13779894 2.650979   2.70506733 3.04119308 2.99174404
 3.12513597 3.33189421 3.15495791 3.07256966 2.8210909  3.08521253
 2.73085875 2.94590299 3.31963233 3.09997979 3.04343078 3.29375852
 3.18983192 1.56658064 1.57052704 1.95895054 1.45132856 1.55650588
 1.57715619 1.55118682 1.48459652 1.4891343  3.26629426 3.11265573
 3.44601806 3.2403982  3.20258484 3.22474661 3.15740382 3.36216089
 3.14621174 3.22558013 3.39007725 3.07445271 3.67525335 3.34430648
 2.68028077 3.12216475 3.32393697 3.00570072 3.24997062 3.2134257
 3.17627336 3.19556768 3.22266995 3.03023348 3.60975049 1.95750011
 1.47547131 1.52295758 1.51005145 1.53161976 1.58673247 1.6423699
 1.72271239 1.72275727 3.15644407 2.77512806 2.90714732 4.38346802
 3.60619239 3.30666713 2.91895764 2.85105853 2.93987341 2.85951893
 3.04823878 3.26563781 3.77276548 3.64878284 3.38647557 3.32257349
 3.3227894  3.25447608 3.12387196 3.70867024 3.19392593 3.08056965
 3.47437695 3.34137262 3.97994234 1.55425208 1.60567881 1.91278746
 1.13784641 1.52513679 2.48434764 1.27648318 1.89032539 1.53418764
 3.53457068 3.01537397 3.25906089 3.78824971 3.35344689 2.93603987
 3.06303738 2.82085173 3.62562873 3.04756953 3.09942223 3.38849805
 3.40971222 2.79923432 2.74649557 3.53984771 3.40519001 3.270265
 3.04194126 3.21040452 2.99335764 3.33126213 3.63406883 2.75430591
 2.90468671 1.78695686 1.57741811 1.54479698 1.44189866 1.25525418
 1.41228548 1.56023178 1.43001482 1.63297108 3.10095484 2.62899625
 2.84335374 3.33258568 3.40738515 2.90707498 3.0744095  3.11807055
 3.16281981 3.45232264 3.25177644 3.89840714 3.31370849 3.09558462
 3.31005551 3.05072694 3.29128808 2.9986603  3.07887286 3.13536574
 2.9616034  3.25258312 3.06615549 3.46551763 2.67103416 1.60920288
 1.53763863 1.35467447 1.22497375 1.50724849 1.75316    1.73073981
 1.87941961 1.61710637]",0.9161706001381091,6,>>graph6<<HmzffJz
8,9,statevector,gaussian,multiangle,COBYLA,True,8,False,5000,1e-08,2,350.5978579521179,5000,1.0,"[0, 0, 1, 0, 1, 0, 0, 1, 1]",8.0,"[1.0, 1.0, 0, 1.0, 0, 1.0, 1.0, 0, 0]",8.0,"[3.64572487 3.06605202 2.94512843 4.05525737 4.22171574 3.09267936
 3.2577208  3.78890939 3.77272349 3.50744745 3.78150792 2.95951105
 3.90259427 3.0709135  1.39500761 1.35023298 1.4800083  1.43989037
 1.32318257 1.66367124 1.33373384 2.37964431 2.69749307 3.50650851
 5.31699482 3.10963957 3.46625723 2.90312213 3.52663136 2.66781503
 3.19960666 3.08544627 3.38659823 4.81867571 3.12504182 3.49361934
 3.15723377 1.72811227 1.51713102 1.57746161 1.44162927 1.41383483
 1.78940349 1.29097783 1.89767536 1.69176015 3.6886953  2.87902435
 2.85018801 2.78357401 3.87801026 2.99964449 3.01793268 3.32587154
 2.97739414 3.31035619 2.91886843 3.07816434 3.31253266 2.32369073
 2.66494259 1.44526872 2.71234831 1.22206209 1.42017472 1.01933357
 2.03052223 2.78337952 1.74155959 2.72320089 3.11834308 3.04532251
 3.13358636 3.22230575 3.13244778 3.08045735 3.28149423 3.06437542
 3.31137682 3.50421084 3.10091393 3.0176308  3.15941703 1.70009446
 1.02771216 1.57050149 1.5300302  1.50626749 1.59132405 1.85329447
 1.5541841  1.69539103 2.9269536  2.71256102 3.28198847 3.25181568
 3.16933756 3.18423536 2.80509518 3.13612262 3.14687935 3.03010574
 3.12348625 2.82668368 2.38985437 2.86211695 1.47605659 1.24074451
 1.55211969 1.56061133 1.49096683 1.19627176 1.54462169 1.60051838
 1.48111894 3.07798231 3.49805681 3.45673905 3.74566151 3.20341
 3.10143404 3.1132543  3.1418053  3.65719784 3.23985668 3.39999724
 3.42593943 2.99578855 3.24923591 1.52304991 1.19403842 1.39169065
 1.65361315 1.69187619 1.71485401 1.97572784 1.53624102 1.58711216
 3.17751088 3.10030821 3.78214173 3.27701121 3.24525622 3.38946644
 3.09036366 2.98065796 3.17721591 3.12574022 3.29699634 3.42889569
 3.00997764 3.12871055 1.51892452 1.62946675 1.88211074 1.65438831
 1.46969896 2.14954987 1.88106211 1.37018335 1.46731267 3.49809984
 3.43024557 3.04218433 3.17611156 2.63212352 3.31099845 2.2649838
 3.07978712 3.14985603 3.43353147 3.42842703 2.95888981 3.52628065
 3.30348651 1.65687619 1.38625001 3.10216614 1.66745921 1.57806722
 1.45223482 1.36160818 1.62537324 1.41348037]",0.9187349891943154,6,>>graph6<<Hh_iS_u
9,6,statevector,gaussian,multiangle,COBYLA,True,10,False,5000,1e-08,2,262.19494795799255,5000,1.0,"[0, 1, 1, 0, 0, 0]",4.75,"[0, 1.0, 1.0, 0, 0, 0]",4.75,"[3.8566663  4.52418453 3.09406181 3.36020321 3.11964058 3.34263318
 3.70569499 3.44304753 2.85415964 3.32160593 1.66768241 1.31174861
 1.79470505 1.73236012 1.46643457 2.72852816 3.29606919 2.92995404
 3.41707741 3.90848558 2.34442264 3.13210967 2.69534043 3.19035333
 3.11972104 3.03698225 1.74473776 0.90040945 2.53404489 1.4112669
 1.83291951 1.94992945 2.61023917 3.28977155 3.83190056 2.7769003
 2.73757133 2.94719503 3.32256481 2.7853369  3.68669613 3.57574734
 1.64089495 1.80434863 1.7992203  1.86742553 1.64373972 1.39885787
 3.21251711 3.92446675 3.30330881 4.30767606 2.89728292 2.99629419
 3.33387254 4.01824917 3.99189153 4.39343905 1.73175242 1.47008245
 1.53852867 1.51155188 1.48943192 1.56575033 3.27235612 3.37231577
 3.16393484 3.24234943 3.09571188 3.50340022 3.10411531 3.67765606
 3.23933665 3.02605355 1.54215408 1.3170611  1.597567   1.53412625
 1.58147466 1.61507    3.08244223 3.19703015 3.15561998 3.29557149
 4.38533069 3.17448206 2.99096729 3.05008335 3.57493385 2.68341796
 1.81200882 1.87681857 1.42421743 1.71022321 1.58611368 1.74488794
 2.79080977 2.97444783 2.61044336 3.25470153 2.91768957 3.42140614
 3.21632367 2.95120394 3.07520049 3.12578988 1.66596819 1.743934
 1.45515075 1.56602546 1.65274764 2.0023893  3.06535316 3.13046952
 3.23386076 3.06412893 3.00741158 2.99889257 2.90618527 3.05890949
 3.0638935  2.91344618 1.64041977 1.55180919 1.66132323 1.04056421
 1.42611396 1.67287071 3.03493348 3.45401515 3.21232797 3.49963521
 2.90175734 2.99632001 3.31432399 2.3286305  3.37423829 3.08037421
 0.68764949 1.46197762 1.40565348 1.46951106 1.4896029  1.54831272
 3.31015909 3.07252035 3.48853756 2.8459183  2.8799863  3.31302883
 3.22311758 3.39762249 2.97243934 3.0626116  1.39112435 1.77097768
 1.71976946 1.52232738 1.92660083 2.44272926]",0.9877081418730043,2,>>graph6<<Emz_
