param_initialization,qaoa_variant,optimizer,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
20,uniform,vanilla,COBYLA,3,9,EQyw,432.2877371311188,41,"[array(-0.26562691), array(0.10402239), array(-0.09056358), array(-0.12195944), array(-0.06048703), array(-0.18020003), array(-0.31378076), array(0.0684669), array(-0.07237831), array(-0.32388735), array(-0.21418324), array(-0.32219411), array(-0.31042613), array(-0.24962683), array(-0.35399051), array(-0.12340443), array(-0.33560519), array(-0.35270823), array(-0.35927768), array(-0.36680272), array(-0.27599083), array(-0.34000398), array(-0.3256713), array(-0.36990787), array(-0.34038854), array(-0.35037357), array(-0.34672336), array(-0.39421277), array(-0.3676531), array(-0.31917315), array(-0.29494116), array(-0.32577167), array(-0.34447088), array(-0.32325321), array(-0.33935813), array(-0.38513427), array(-0.36518028), array(-0.31708357), array(-0.30831959), array(-0.35410239), array(-0.35720775)]","[1, 0, 1, 1, 0, 0]",4.122270474898318,"[1.0, 1.0, 0, 0, 0, 1.0]",4.432487862987722
21,uniform,vanilla,COBYLA,3,9,E?Bw,442.13790464401245,42,"[array(-0.11695734), array(-0.13138544), array(-0.11091343), array(0.40836232), array(-0.18191325), array(-0.05645796), array(-0.05706158), array(0.29279308), array(0.08077874), array(-0.30496051), array(0.26860644), array(-0.37360657), array(-0.08644954), array(-0.37903839), array(-0.27927604), array(-0.65244062), array(-0.41810991), array(-0.5568885), array(-0.68912564), array(-0.67551643), array(-0.63349033), array(-0.64245942), array(-0.76253608), array(-0.73810597), array(-0.7851831), array(-0.7765319), array(-0.71827462), array(-0.77110165), array(-0.78083532), array(-0.77445664), array(-0.76323094), array(-0.7764471), array(-0.78332078), array(-0.69268592), array(-0.78566068), array(-0.79386635), array(-0.77023928), array(-0.78059216), array(-0.77187648), array(-0.73346666), array(-0.76732812), array(-0.74726295)]","[0, 0, 0, 0, 0, 1]",2.762376409118102,"[1.0, 1.0, 1.0, 1.0, 1.0, 0]",2.762376409118102
22,uniform,vanilla,COBYLA,3,9,EQzO,449.1425883769989,42,"[array(0.08631555), array(-0.11082433), array(0.03983065), array(0.19521826), array(-0.04743918), array(-0.09631038), array(-0.09857377), array(-0.29387656), array(0.37414315), array(0.23659178), array(-0.21742618), array(-0.18954512), array(-0.3715025), array(-0.07943269), array(-0.40477287), array(-0.25660656), array(0.08704303), array(-0.21189633), array(-0.4140858), array(-0.20927014), array(-0.39119754), array(-0.44554699), array(-0.43023382), array(-0.46832525), array(-0.37503373), array(-0.45377084), array(-0.47527114), array(-0.45444327), array(-0.46212784), array(-0.43419737), array(-0.44682268), array(-0.41589455), array(-0.40959698), array(-0.47666156), array(-0.48878226), array(-0.47298425), array(-0.43411793), array(-0.43392075), array(-0.44807774), array(-0.44498735), array(-0.43646965), array(-0.44337621)]","[0, 1, 1, 0, 0, 1]",2.190231209934864,"[0, 1.0, 1.0, 0, 0, 1.0]",2.1902312099348644
23,uniform,vanilla,COBYLA,3,9,EEzO,452.7532787322998,42,"[array(0.08216783), array(-0.18218394), array(-0.06437617), array(-0.18384331), array(-0.13578021), array(-0.24381994), array(-0.31468947), array(0.02463253), array(-0.08862267), array(-0.24616458), array(0.18385395), array(-0.30689218), array(-0.42294736), array(-0.49100881), array(-0.25109539), array(-0.50435352), array(-0.4080824), array(-0.46621477), array(-0.3449943), array(-0.44653039), array(-0.46006125), array(-0.51881369), array(-0.51192743), array(-0.55612427), array(-0.56278443), array(-0.588575), array(-0.51738186), array(-0.50729879), array(-0.58402118), array(-0.54798992), array(-0.55465877), array(-0.55940166), array(-0.55050931), array(-0.54447089), array(-0.54318024), array(-0.56754473), array(-0.51836501), array(-0.56374283), array(-0.50966226), array(-0.52044338), array(-0.53950146), array(-0.55920638)]","[1, 1, 1, 0, 0, 0]",3.724812397604058,"[1.0, 1.0, 1.0, 1.0, 0, 0]",3.909640658441659
24,uniform,vanilla,COBYLA,3,9,ECYW,398.6607415676117,38,"[array(-0.06715849), array(0.20824099), array(-0.43102865), array(-0.29723604), array(-0.13292058), array(-0.39389998), array(-0.18224305), array(0.04448714), array(-0.29800728), array(-0.16957685), array(-0.34286868), array(-0.62047373), array(-0.52481332), array(-0.59088571), array(-0.51561984), array(-0.6465747), array(-0.55351151), array(-0.75070107), array(-0.79216022), array(-0.64475002), array(-0.76354055), array(-0.8395852), array(-0.77873841), array(-0.83496337), array(-0.7684597), array(-0.7566643), array(-0.82128924), array(-0.7818011), array(-0.75324633), array(-0.77494802), array(-0.81148557), array(-0.82614032), array(-0.75278341), array(-0.79766567), array(-0.75293439), array(-0.83745636), array(-0.7694682), array(-0.78621031)]","[0, 1, 1, 1, 0, 1]",3.3609846424695475,"[0, 1.0, 1.0, 1.0, 0, 1.0]",3.360984642469548
25,uniform,vanilla,COBYLA,3,9,ECvo,417.9832422733307,39,"[array(-0.08103727), array(-0.02600461), array(0.05948704), array(-0.03013402), array(-0.15539662), array(-0.14227977), array(0.07049799), array(-0.04361598), array(0.05270027), array(-0.18588387), array(-0.03678017), array(-0.05831417), array(-0.13745739), array(-0.20405707), array(-0.15621148), array(-0.17349399), array(-0.14458225), array(-0.19184008), array(-0.19870466), array(-0.15733335), array(-0.1976347), array(-0.19394699), array(-0.20420825), array(-0.17871719), array(-0.17595029), array(-0.17266033), array(-0.19339116), array(-0.17710359), array(-0.16835996), array(-0.15981011), array(-0.18285431), array(-0.18840768), array(-0.18558354), array(-0.18977901), array(-0.20350614), array(-0.20594399), array(-0.20006153), array(-0.15649969), array(-0.21241782)]","[0, 1, 0, 1, 0, 1]",2.766119551153296,"[1.0, 1.0, 1.0, 0, 0, 0]",3.4059973213965997
26,uniform,vanilla,COBYLA,3,9,EC~o,536.4304645061493,51,"[array(0.54334669), array(-0.06014263), array(0.11310886), array(-0.09372355), array(-0.09534838), array(0.0479022), array(0.06583719), array(0.0573178), array(-0.10557211), array(-0.05771111), array(-0.11596114), array(-0.17485455), array(-0.18243182), array(-0.11887045), array(-0.07153495), array(-0.09457376), array(-0.20496835), array(-0.18961666), array(-0.11716168), array(-0.27152235), array(-0.2562996), array(-0.27247228), array(-0.18981232), array(-0.29328126), array(-0.29932482), array(-0.19360471), array(-0.37806911), array(-0.35961203), array(-0.39102151), array(-0.34089383), array(-0.35202473), array(-0.35012948), array(-0.33282013), array(-0.39249917), array(-0.32784108), array(-0.38114495), array(-0.35205291), array(-0.31830841), array(-0.36580531), array(-0.37975531), array(-0.35690838), array(-0.38435633), array(-0.31571257), array(-0.4249297), array(-0.36081351), array(-0.35367194), array(-0.3524826), array(-0.38643676), array(-0.38044274), array(-0.33141998), array(-0.37166064)]","[1, 0, 0, 0, 1, 1]",4.16519646486659,"[1.0, 1.0, 1.0, 0, 0, 0]",4.534465996966041
27,uniform,vanilla,COBYLA,3,9,EQj_,389.61120653152466,37,"[array(-0.02145549), array(0.11026823), array(-0.13907095), array(-0.11704926), array(-0.24913371), array(-0.22952639), array(-0.20252849), array(-0.09002202), array(0.18069158), array(-0.22697136), array(-0.18697907), array(-0.0880798), array(-0.29176548), array(-0.28396182), array(-0.27619978), array(-0.28029268), array(-0.28379783), array(-0.24849693), array(-0.29525339), array(-0.2214949), array(-0.27775887), array(-0.27042449), array(-0.23772031), array(-0.25300563), array(-0.20709847), array(-0.25932673), array(-0.20588351), array(-0.27908983), array(-0.28196988), array(-0.24318707), array(-0.27637299), array(-0.27507889), array(-0.28041532), array(-0.27726498), array(-0.26583943), array(-0.31291895), array(-0.29407544)]","[1, 0, 1, 1, 0, 0]",3.276703269857261,"[1.0, 1.0, 1.0, 0, 0, 0]",3.8315272949297934
28,uniform,vanilla,COBYLA,3,9,EQzo,368.70962953567505,35,"[array(0.42560596), array(0.0212746), array(0.0895593), array(0.08917645), array(-0.0225227), array(-0.02327869), array(0.09784203), array(0.05379119), array(0.04583698), array(-0.01132892), array(0.11087126), array(-0.01037512), array(0.02142354), array(0.02338871), array(-0.04580539), array(-0.00443125), array(-0.00069676), array(-0.00925878), array(0.02665201), array(0.04564593), array(0.01376706), array(-0.02127631), array(0.01095263), array(-0.03077247), array(0.00045828), array(0.05764989), array(-0.00984228), array(-0.00352502), array(0.03845342), array(0.01466927), array(0.02456513), array(-0.04994555), array(0.01407822), array(0.04076443), array(-0.00381393)]","[1, 1, 0, 0, 1, 0]",2.1717562207440166,"[1.0, 1.0, 0, 0, 0, 1.0]",3.3615318010765973
29,uniform,vanilla,COBYLA,3,9,E?ro,711.8463430404663,67,"[array(0.06815023), array(0.08737985), array(-0.01648582), array(-0.04657368), array(-0.01847689), array(0.00233331), array(-0.00058716), array(-0.10177704), array(0.23285988), array(0.00015574), array(-0.02220451), array(-0.04427926), array(-0.07058758), array(-0.06653567), array(-0.05680795), array(-0.07041403), array(-0.17906986), array(-0.09659436), array(-0.10640872), array(-0.18330731), array(-0.20512917), array(0.01689936), array(-0.39284376), array(-0.31969188), array(-0.38996721), array(-0.32611234), array(-0.36950889), array(-0.31321552), array(-0.40327129), array(-0.36172594), array(-0.45273659), array(-0.41466533), array(-0.49872089), array(-0.46295983), array(-0.43805884), array(-0.539886), array(-0.45095513), array(-0.52617724), array(-0.56440824), array(-0.54838025), array(-0.57314054), array(-0.54289953), array(-0.56983008), array(-0.5624968), array(-0.57677408), array(-0.55410071), array(-0.6027706), array(-0.62298484), array(-0.66795772), array(-0.5573431), array(-0.64868954), array(-0.65995043), array(-0.60311025), array(-0.55904219), array(-0.61102516), array(-0.56896559), array(-0.59462591), array(-0.65896064), array(-0.61027739), array(-0.61722464), array(-0.62538803), array(-0.61837163), array(-0.60840921), array(-0.60472094), array(-0.60138391), array(-0.61038807), array(-0.64562307)]","[0, 0, 0, 0, 1, 1]",3.3753362251022687,"[1.0, 1.0, 1.0, 1.0, 0, 0]",3.3753362251022687
30,uniform,vanilla,COBYLA,3,9,EEzg,409.4533004760742,39,"[array(0.09937221), array(0.00186374), array(-0.35304681), array(-0.07521819), array(-0.06580318), array(-0.34875833), array(-0.35395381), array(0.12049043), array(0.11379634), array(-0.29033972), array(-0.26763791), array(-0.33698647), array(-0.21370722), array(-0.31824114), array(-0.36259224), array(-0.12642842), array(-0.45933002), array(-0.3544078), array(-0.40653717), array(-0.40980447), array(-0.44693668), array(-0.43522913), array(-0.39983188), array(-0.39591287), array(-0.41697362), array(-0.45955157), array(-0.37859043), array(-0.41368708), array(-0.40468968), array(-0.39186703), array(-0.43882789), array(-0.42695088), array(-0.44486983), array(-0.44263623), array(-0.39346579), array(-0.43303991), array(-0.44632098), array(-0.40873947), array(-0.41479702)]","[1, 1, 1, 0, 0, 0]",4.047312363092217,"[1.0, 1.0, 1.0, 0, 0, 0]",4.047312363092217
31,uniform,vanilla,COBYLA,3,9,EEvo,492.6692543029785,47,"[array(0.26016976), array(0.13651845), array(-0.61398288), array(-0.04961726), array(-0.2581639), array(-0.38942976), array(-0.45388469), array(0.20680251), array(0.04251726), array(-0.3173426), array(-0.48523809), array(-0.75871078), array(-0.70446858), array(-0.63376444), array(-0.66810093), array(-0.54205099), array(-0.76229411), array(-0.61665697), array(-0.76745448), array(-0.76756745), array(-0.76802631), array(-0.77222086), array(-0.7677805), array(-0.72633796), array(-0.81673787), array(-0.72782046), array(-0.7451924), array(-0.77215799), array(-0.73798795), array(-0.73533639), array(-0.74649437), array(-0.7826144), array(-0.76505305), array(-0.80632959), array(-0.804455), array(-0.80244314), array(-0.74149385), array(-0.74479432), array(-0.7561152), array(-0.80389835), array(-0.84409271), array(-0.7467214), array(-0.76668203), array(-0.8063326), array(-0.75506251), array(-0.73103695), array(-0.74254681)]","[1, 1, 1, 1, 0, 0]",4.052653453584333,"[1.0, 1.0, 1.0, 1.0, 0, 0]",4.052653453584332
32,uniform,vanilla,COBYLA,3,9,EQ~w,348.5246238708496,33,"[array(0.21346671), array(-0.20583874), array(0.22355632), array(0.29869573), array(-0.04338544), array(0.07965066), array(-0.09326651), array(0.12264836), array(0.63353822), array(-0.08924887), array(-0.14357532), array(-0.09920281), array(-0.15048928), array(-0.14573931), array(-0.16853758), array(-0.13364033), array(-0.13914227), array(-0.15734445), array(-0.15284322), array(-0.15777567), array(-0.13089974), array(-0.12956818), array(-0.16363188), array(-0.19796705), array(-0.14773781), array(-0.21748318), array(-0.11850625), array(-0.16824695), array(-0.12508861), array(-0.11484852), array(-0.1030634), array(-0.15152155), array(-0.18524827)]","[1, 1, 0, 0, 1, 0]",4.190234593372721,"[0, 1.0, 1.0, 0, 0, 1.0]",4.5426744272751645
33,uniform,vanilla,COBYLA,3,9,EErw,430.2408068180084,41,"[array(0.01765429), array(0.07199773), array(-0.10050077), array(-0.18811786), array(-0.12119032), array(-0.22363075), array(-0.2251676), array(0.01363309), array(0.12598716), array(-0.19476717), array(-0.3286163), array(0.00183915), array(-0.24283886), array(-0.2993782), array(-0.30317871), array(-0.33906567), array(-0.29801778), array(-0.26892388), array(-0.36875325), array(-0.27084407), array(-0.27086106), array(-0.29838349), array(-0.33241564), array(-0.3066123), array(-0.35684067), array(-0.32228484), array(-0.32170099), array(-0.31669063), array(-0.38697513), array(-0.37715943), array(-0.39632074), array(-0.33417739), array(-0.32378392), array(-0.37597074), array(-0.37471819), array(-0.35269563), array(-0.29179195), array(-0.32011439), array(-0.37120721), array(-0.38921493), array(-0.36666669)]","[0, 0, 1, 1, 1, 0]",3.702242913438231,"[1.0, 1.0, 1.0, 0, 0, 0]",4.357496331029228
34,uniform,vanilla,COBYLA,3,9,EElw,524.9023938179016,49,"[array(-0.03997167), array(-0.18816363), array(-0.15446397), array(0.09109913), array(0.04349525), array(-0.12820939), array(-0.15774306), array(-0.02270353), array(0.06473591), array(0.03948995), array(-0.18975142), array(-0.30498721), array(-0.16002691), array(-0.30477607), array(-0.3238365), array(-0.29355381), array(-0.46909489), array(-0.29241403), array(-0.39007716), array(-0.34719568), array(-0.40676477), array(-0.26151159), array(-0.37415618), array(-0.40523333), array(-0.38775382), array(-0.44005884), array(-0.45511104), array(-0.36643176), array(-0.41914648), array(-0.38055172), array(-0.44099824), array(-0.42768864), array(-0.47746186), array(-0.43066227), array(-0.45257748), array(-0.41224168), array(-0.39088682), array(-0.38778064), array(-0.48318174), array(-0.42245708), array(-0.40035274), array(-0.4438731), array(-0.4040696), array(-0.36867914), array(-0.41503879), array(-0.40591998), array(-0.40318415), array(-0.44137805), array(-0.41617295)]","[0, 0, 0, 1, 0, 1]",4.320739614194345,"[1.0, 1.0, 0, 0, 0, 1.0]",4.362207498705146
35,uniform,vanilla,COBYLA,3,9,ETzg,353.5382537841797,33,"[array(0.29416029), array(-0.11395414), array(-0.20458118), array(-0.44625891), array(-0.06740866), array(-0.32930857), array(-0.34612432), array(0.57262286), array(0.11836722), array(-0.12124569), array(-0.25152255), array(-0.39570265), array(-0.33044233), array(-0.45596011), array(-0.26687025), array(-0.34143547), array(-0.35870774), array(-0.36572243), array(-0.40423546), array(-0.3319667), array(-0.41052402), array(-0.4369996), array(-0.44933868), array(-0.43843072), array(-0.42883917), array(-0.41870297), array(-0.41440339), array(-0.48163872), array(-0.47239807), array(-0.47075183), array(-0.40144385), array(-0.4205569), array(-0.43675614)]","[0, 0, 0, 1, 1, 1]",4.448333739909217,"[1.0, 1.0, 1.0, 0, 0, 0]",4.448333739909218
36,uniform,vanilla,COBYLA,3,9,ECqg,445.5164542198181,42,"[array(0.42814484), array(-0.01620003), array(0.13659828), array(-0.34822465), array(-0.14863321), array(-0.26546096), array(-0.1432649), array(0.42796506), array(0.09834003), array(-0.30864809), array(-0.34294687), array(-0.35939049), array(-0.27605209), array(-0.30352201), array(-0.28710155), array(-0.36489234), array(-0.41645737), array(-0.34790696), array(-0.41724107), array(-0.48487108), array(-0.47415301), array(-0.45114448), array(-0.46033749), array(-0.47072809), array(-0.42344594), array(-0.49748306), array(-0.44259852), array(-0.42165768), array(-0.43504456), array(-0.45112833), array(-0.47786527), array(-0.45173093), array(-0.42763298), array(-0.43039507), array(-0.43916919), array(-0.46204705), array(-0.42363101), array(-0.38795201), array(-0.43765893), array(-0.46333682), array(-0.43247139), array(-0.38584342)]","[1, 0, 1, 0, 1, 0]",2.9187222756514304,"[1.0, 1.0, 1.0, 0, 0, 0]",3.162310385565929
37,uniform,vanilla,COBYLA,3,9,EUZw,445.88676047325134,42,"[array(0.05844674), array(0.20222966), array(0.0353445), array(-0.05260082), array(-0.06579304), array(-0.0282834), array(-0.03431043), array(0.15030912), array(-0.05449367), array(-0.10378746), array(0.02418848), array(-0.09265506), array(-0.06505076), array(-0.12401586), array(-0.08739935), array(-0.1033168), array(-0.16274633), array(-0.11701518), array(-0.05020347), array(-0.13101613), array(-0.09180091), array(-0.1628397), array(-0.09285839), array(-0.11987695), array(-0.15044653), array(-0.11410992), array(-0.17412996), array(-0.07319801), array(-0.1721625), array(-0.15012692), array(-0.12639699), array(-0.10681479), array(-0.15051792), array(-0.15238729), array(-0.14155324), array(-0.13936422), array(-0.10423965), array(-0.13482653), array(-0.12779846), array(-0.10125854), array(-0.12715576), array(-0.12481072)]","[0, 0, 1, 1, 1, 1]",3.829252031274529,"[1.0, 1.0, 1.0, 0, 0, 0]",4.5054843547165815
38,uniform,vanilla,COBYLA,3,9,EUxo,406.60708141326904,38,"[array(0.17394589), array(-0.14121129), array(-0.13822025), array(0.00657086), array(-0.0676219), array(-0.16254918), array(-0.19458185), array(-0.05077769), array(0.03780946), array(-0.26714289), array(-0.54710517), array(0.01734605), array(-0.51654799), array(-0.16315476), array(-0.52533183), array(-0.10014277), array(-0.40609253), array(-0.44869803), array(-0.59999645), array(-0.48878269), array(-0.60230302), array(-0.59870285), array(-0.57790322), array(-0.54936399), array(-0.58881413), array(-0.48455104), array(-0.55764256), array(-0.56226624), array(-0.55709233), array(-0.57355247), array(-0.57133344), array(-0.59904371), array(-0.62166405), array(-0.57985568), array(-0.58856253), array(-0.53830071), array(-0.5920542), array(-0.57049264)]","[1, 1, 1, 0, 0, 0]",4.6977017857603345,"[1.0, 1.0, 1.0, 0, 0, 0]",4.697701785760335
39,uniform,vanilla,COBYLA,3,9,ECxw,476.27571415901184,45,"[array(-0.0350734), array(0.21847921), array(-0.09813936), array(0.13105077), array(-0.01382897), array(-0.09945467), array(-0.07900677), array(-0.16763145), array(0.01429725), array(0.01931271), array(-0.05050815), array(-0.13679603), array(-0.13836988), array(-0.10085966), array(-0.07667034), array(-0.35620838), array(-0.38202381), array(-0.31214023), array(-0.39969472), array(-0.41556044), array(-0.43953584), array(-0.34585914), array(-0.4968873), array(-0.37779268), array(-0.37618185), array(-0.46639509), array(-0.46898459), array(-0.45708257), array(-0.4557556), array(-0.48657143), array(-0.51430798), array(-0.50318542), array(-0.50283645), array(-0.49121973), array(-0.48981018), array(-0.42820634), array(-0.4968056), array(-0.49784421), array(-0.44687262), array(-0.46570176), array(-0.52338012), array(-0.48031597), array(-0.49283942), array(-0.47622045), array(-0.5319223)]","[1, 1, 0, 0, 0, 1]",3.302933022733335,"[0, 0, 1.0, 1.0, 1.0, 0]",3.3029330227333347
40,uniform,vanilla,COBYLA,3,9,FCZTo,313.19645857810974,29,"[array(-0.05061862), array(-0.10062947), array(-0.0879647), array(-0.01841769), array(-0.03654066), array(0.01254436), array(-0.01037342), array(0.07865385), array(-0.03658341), array(-0.01382467), array(-0.07663614), array(-0.02710605), array(-0.07350103), array(-0.0722696), array(-0.05637906), array(-0.02999305), array(-0.05081984), array(-0.08232082), array(-0.0371377), array(-0.01277544), array(-0.06042168), array(-0.07512049), array(-0.01075758), array(-0.0268591), array(-0.0492437), array(-0.05772701), array(-0.03447243), array(-0.05715932), array(-0.07065608)]","[1, 1, 1, 0, 0, 1, 0]",3.4413289362176473,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0]",5.174843542202046
41,uniform,vanilla,COBYLA,3,9,FCZew,571.9744472503662,53,"[array(0.40286604), array(0.00203697), array(-0.09178556), array(-0.09646523), array(0.016999), array(0.03379187), array(-0.02255007), array(0.12725044), array(-0.1517169), array(-0.37088236), array(0.16065442), array(-0.47869592), array(-0.28633931), array(-0.33847416), array(-0.15761877), array(-0.47651412), array(-0.33996644), array(-0.40889137), array(-0.13162378), array(-0.35534127), array(-0.4844333), array(-0.400629), array(-0.58131762), array(-0.58679142), array(-0.54476428), array(-0.60929207), array(-0.60206553), array(-0.59266955), array(-0.58806681), array(-0.55746763), array(-0.63386735), array(-0.6363332), array(-0.53674393), array(-0.66152156), array(-0.59884169), array(-0.67095762), array(-0.61782654), array(-0.62846332), array(-0.70199183), array(-0.60032656), array(-0.68023294), array(-0.68264092), array(-0.62934557), array(-0.6637455), array(-0.66005944), array(-0.673472), array(-0.64323143), array(-0.63415759), array(-0.66826805), array(-0.66625258), array(-0.65465781), array(-0.6328626), array(-0.68447009)]","[1, 0, 0, 0, 1, 1, 0]",3.947119728940813,"[0, 1.0, 1.0, 1.0, 0, 0, 1.0]",3.9471197289408133
42,uniform,vanilla,COBYLA,3,9,FCznW,401.07719016075134,37,"[array(0.01474405), array(-0.43785917), array(-0.03836693), array(0.00891892), array(-0.20409701), array(-0.45917969), array(-0.34626068), array(0.11980932), array(0.39401767), array(-0.40692406), array(-0.30254407), array(-0.49150871), array(-0.41361704), array(-0.52741059), array(-0.29238037), array(-0.50135504), array(-0.38540462), array(-0.49394159), array(-0.5079704), array(-0.48671601), array(-0.49128803), array(-0.53769815), array(-0.49159758), array(-0.54359643), array(-0.51386294), array(-0.53758406), array(-0.47705982), array(-0.50146645), array(-0.59258601), array(-0.47488842), array(-0.54175387), array(-0.44335288), array(-0.51907473), array(-0.51108189), array(-0.56193216), array(-0.45192798), array(-0.54458741)]","[0, 1, 1, 1, 1, 0, 0]",6.281398202732074,"[1.0, 1.0, 1.0, 0, 1.0, 0, 0]",6.299241994765314
43,uniform,vanilla,COBYLA,3,9,F?rvw,400.36932039260864,37,"[array(0.03181057), array(0.04216682), array(-0.00062442), array(0.10625345), array(0.08859273), array(0.01632524), array(-0.01890456), array(-0.05545592), array(-0.00032907), array(-0.01069035), array(0.10027183), array(-0.23065894), array(-0.27911318), array(-0.25167059), array(-0.17197631), array(-0.2588975), array(-0.19558991), array(-0.03690893), array(-0.18481498), array(-0.29125405), array(-0.26223004), array(-0.20593642), array(-0.22153515), array(-0.2504374), array(-0.24352089), array(-0.23592545), array(-0.23447687), array(-0.17571515), array(-0.23638053), array(-0.25220826), array(-0.25981356), array(-0.18718145), array(-0.24600781), array(-0.28056302), array(-0.20968667), array(-0.25676293), array(-0.24194195)]","[0, 1, 1, 1, 1, 0, 0]",4.133342233253542,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",5.65914318919514
44,uniform,vanilla,COBYLA,3,9,FCpb_,482.51513743400574,45,"[array(-0.10657113), array(0.38672074), array(-0.10276395), array(-0.08849399), array(-0.19681541), array(-0.19413671), array(-0.13292742), array(0.03444971), array(-0.00917046), array(-0.20065143), array(-0.17687963), array(-0.02327246), array(-0.11167967), array(-0.18516643), array(-0.12618767), array(-0.31056481), array(-0.18537336), array(-0.30073599), array(-0.26140962), array(-0.15603148), array(-0.33031735), array(-0.28754744), array(-0.21057989), array(-0.27566108), array(-0.31650094), array(-0.30603288), array(-0.32073291), array(-0.25509312), array(-0.27347554), array(-0.21738923), array(-0.30522754), array(-0.27179865), array(-0.29494751), array(-0.2736127), array(-0.32602154), array(-0.31660382), array(-0.3025493), array(-0.33572451), array(-0.2432814), array(-0.30946304), array(-0.24923157), array(-0.30232099), array(-0.28289456), array(-0.26900997), array(-0.28473106)]","[1, 0, 0, 0, 1, 1, 0]",2.811654027930666,"[0, 1.0, 1.0, 1.0, 0, 0, 0]",4.7100521615168285
45,uniform,vanilla,COBYLA,3,9,FEr^o,389.25437784194946,36,"[array(0.07216893), array(0.03939515), array(0.03811868), array(-0.05855581), array(-0.00674682), array(-0.02823566), array(-0.0885612), array(-0.04689992), array(0.00112639), array(0.00688287), array(-0.04417675), array(-0.12006621), array(0.00536127), array(-0.14570564), array(-0.08059451), array(-0.06406807), array(-0.0264376), array(-0.05110362), array(-0.04185945), array(-0.10639313), array(-0.07154551), array(-0.06724039), array(-0.07363053), array(-0.1005593), array(-0.08088954), array(0.07663046), array(-0.11377429), array(-0.08963182), array(0.01254545), array(-0.12603744), array(0.03802733), array(-0.01737726), array(0.00352884), array(-0.0570327), array(-0.02167467), array(-0.12291448)]","[1, 1, 0, 0, 0, 0, 0]",4.822780071414233,"[1.0, 1.0, 1.0, 0, 0, 0, 0]",5.482542311332391
46,uniform,vanilla,COBYLA,3,9,F?B~o,412.19941759109497,39,"[array(0.08105649), array(-0.01329536), array(0.09186285), array(-0.01246814), array(0.01086406), array(0.03274862), array(-0.00974117), array(-0.04167461), array(0.03193306), array(-0.04714635), array(-0.07790365), array(-0.1937864), array(-0.18371493), array(-0.30180965), array(-0.27074318), array(-0.20873062), array(-0.16523318), array(-0.13499831), array(-0.12007239), array(-0.24491231), array(-0.24889961), array(-0.26799113), array(-0.3124829), array(-0.2275127), array(-0.25199514), array(-0.32880968), array(-0.27842621), array(-0.19211541), array(-0.28497093), array(-0.1931008), array(-0.25391415), array(-0.30311054), array(-0.26707363), array(-0.2536855), array(-0.22985042), array(-0.18805989), array(-0.27954611), array(-0.2534657), array(-0.26688575)]","[1, 1, 1, 1, 1, 0, 0]",6.31188997463241,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",6.31188997463241
