,param_initialization,qaoa_variant,optimizer,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,obj_func_evolution,quantum_solution,quantum_obj_value,classic_solution,classic_value
58,uniform,vanilla,True,3,7,FCf~w,514.7961776256561,51,"[array(-0.04298781), array(0.01992234), array(0.02363733), array(0.02324411), array(0.00043796), array(-0.00191564), array(0.04237008), array(-0.03043807), array(-0.04706346), array(-0.02933408), array(0.02792125), array(-0.02903577), array(-0.00171754), array(0.03477744), array(0.05842704), array(-0.04954247), array(-0.07699821), array(-0.03417956), array(-0.04342661), array(-0.04737455), array(-0.0851178), array(-0.04100916), array(-0.08060996), array(0.01677705), array(-0.03776981), array(-0.08523252), array(-0.08621951), array(-0.00636644), array(-0.07625953), array(-0.07511288), array(-0.03513573), array(0.00851934), array(0.00045436), array(0.02634461), array(-0.07887968), array(-0.05114354), array(-0.08112626), array(-0.01405455), array(-0.08653408), array(-0.05969079), array(0.01265885), array(-0.08569745), array(-0.06840227), array(-0.08099164), array(-0.08882962), array(-0.02343073), array(-0.03284591), array(0.03596225), array(-0.04125126), array(-0.01997646), array(-0.03332165)]","[0, 0, 1, 1, 1, 1, 0]",3.4831622940882863,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",5.576647441350781
59,uniform,vanilla,True,3,7,F?bro,423.91828632354736,43,"[array(-0.20702926), array(0.02960192), array(-0.04743475), array(-0.27394548), array(-0.25964133), array(-0.02343597), array(-0.2330594), array(0.04427178), array(-0.29598252), array(-0.34188022), array(-0.24591112), array(-0.35731478), array(-0.19064936), array(-0.36138112), array(-0.15830889), array(-0.30055932), array(-0.25702158), array(-0.26994776), array(-0.37734652), array(-0.41322154), array(-0.4266929), array(-0.39335779), array(-0.38400732), array(-0.40954896), array(-0.43152002), array(-0.39989543), array(-0.41355096), array(-0.3918278), array(-0.43945303), array(-0.40897791), array(-0.43182326), array(-0.40717554), array(-0.37668529), array(-0.41211586), array(-0.42411965), array(-0.40668819), array(-0.41100059), array(-0.39802069), array(-0.41220102), array(-0.41167346), array(-0.36797201), array(-0.4459549), array(-0.42451738)]","[0, 0, 0, 0, 1, 1, 0]",2.3763345583148823,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0]",2.7452423862481785
60,uniform,vanilla,True,3,8,GCZMY{,348.6821274757385,35,"[array(-0.00890918), array(-0.1952831), array(0.17576831), array(0.07096963), array(-0.01892349), array(0.01097572), array(-0.17628934), array(-0.10887899), array(-0.31854606), array(-0.24948681), array(-0.15471833), array(-0.14267836), array(-0.12073125), array(-0.1935849), array(-0.21531347), array(-0.0544919), array(-0.15865387), array(-0.24043244), array(-0.23398245), array(-0.21278181), array(-0.18368533), array(-0.22518002), array(-0.25758549), array(-0.22713462), array(-0.23844779), array(-0.16670635), array(-0.20648947), array(-0.23171592), array(-0.21856061), array(-0.16865814), array(-0.27172127), array(-0.24520914), array(-0.25861944), array(-0.27732014), array(-0.2075153)]","[1, 0, 1, 1, 1, 1, 0, 0]",5.216632442211712,"[1.0, 0, 0, 0, 1.0, 0, 0, 1.0]",6.1656518279704855
61,uniform,vanilla,True,3,8,GCqnfc,427.0099129676819,44,"[array(0.48332496), array(0.05023263), array(0.28888094), array(-0.03827729), array(0.16393024), array(0.24135564), array(0.01572056), array(-0.3661713), array(0.026424), array(0.10700354), array(-0.3417725), array(-0.41978345), array(-0.57488511), array(-0.28854069), array(-0.55854835), array(-0.28176223), array(-0.67301005), array(-0.65893899), array(-0.63547717), array(-0.70049264), array(-0.71466481), array(-0.6832604), array(-0.71488106), array(-0.73497878), array(-0.69496737), array(-0.63116733), array(-0.63789378), array(-0.72074974), array(-0.73119655), array(-0.71382346), array(-0.67430718), array(-0.71069751), array(-0.70785024), array(-0.72095721), array(-0.7035524), array(-0.70716387), array(-0.7067138), array(-0.72442679), array(-0.77880579), array(-0.6794415), array(-0.74270076), array(-0.73846787), array(-0.6959098), array(-0.68211245)]","[1, 1, 1, 1, 0, 1, 0, 0]",5.45351934250716,"[0, 1.0, 1.0, 1.0, 0, 1.0, 0, 0]",5.497646681997324
62,uniform,vanilla,True,3,8,GCrb`o,419.1211380958557,43,"[array(-0.08401461), array(-0.10218356), array(-0.0896202), array(0.00905853), array(-0.0034601), array(0.09734925), array(0.0447572), array(0.23362868), array(-0.00336171), array(-0.10806471), array(-0.17871141), array(-0.11148618), array(-0.1690472), array(-0.20040335), array(-0.02894959), array(-0.18374625), array(-0.17001055), array(-0.20502534), array(-0.09544455), array(-0.15682416), array(-0.13341792), array(-0.22254807), array(-0.24569915), array(-0.25186519), array(-0.23556347), array(-0.19418941), array(-0.19792949), array(-0.26708283), array(-0.25862459), array(-0.22071892), array(-0.1633961), array(-0.18621975), array(-0.22393757), array(-0.18760869), array(-0.21262501), array(-0.19782292), array(-0.19487191), array(-0.23601423), array(-0.20605601), array(-0.25045898), array(-0.24345382), array(-0.21304207), array(-0.19319111)]","[1, 0, 1, 1, 0, 0, 1, 0]",5.042559085168672,"[1.0, 1.0, 1.0, 0, 0, 0, 0, 1.0]",5.746790969279266
63,uniform,vanilla,True,3,8,G?`c^c,386.94724559783936,40,"[array(-0.05452384), array(0.1130727), array(0.02049426), array(-0.05041429), array(-0.02693451), array(-0.02239628), array(-0.15084496), array(-0.02243967), array(-0.31981445), array(-0.34646941), array(-0.21975892), array(-0.29865867), array(-0.2584194), array(-0.28064713), array(-0.26906955), array(-0.24520715), array(-0.277854), array(-0.32636153), array(-0.35527472), array(-0.33554858), array(-0.27403569), array(-0.35195477), array(-0.30982166), array(-0.33373534), array(-0.38126703), array(-0.36548837), array(-0.28697114), array(-0.27997352), array(-0.35630986), array(-0.28914628), array(-0.28201064), array(-0.30687666), array(-0.30683615), array(-0.39448691), array(-0.26754433), array(-0.32751888), array(-0.29300146), array(-0.36145167), array(-0.29697999), array(-0.26023453)]","[1, 1, 1, 1, 0, 0, 1, 0]",5.456219255426035,"[0, 0, 0, 0, 1.0, 1.0, 0, 1.0]",5.456219255426036
64,uniform,vanilla,True,3,8,GCY^fo,469.3135793209076,48,"[array(-0.00536474), array(-0.13362931), array(-0.24873692), array(-0.04155421), array(-0.12265487), array(-0.27192175), array(-0.12698452), array(-0.06291611), array(-0.13459326), array(-0.21919396), array(-0.01822768), array(-0.28821256), array(-0.20478311), array(-0.28399687), array(-0.28557284), array(-0.28781336), array(-0.24099124), array(-0.27533551), array(-0.29110802), array(-0.27518993), array(-0.2772337), array(-0.31568826), array(-0.35325793), array(-0.29315146), array(-0.29962746), array(-0.32438923), array(-0.30527709), array(-0.27688345), array(-0.26584636), array(-0.23600743), array(-0.30044361), array(-0.20399852), array(-0.27036321), array(-0.22908638), array(-0.26505476), array(-0.33257134), array(-0.2794501), array(-0.35737128), array(-0.27850339), array(-0.23501768), array(-0.27669956), array(-0.26898234), array(-0.32742054), array(-0.27139575), array(-0.23429492), array(-0.20071206), array(-0.32749925), array(-0.36443523)]","[0, 0, 0, 0, 1, 1, 1, 1]",6.479057280322159,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",6.479057280322161
65,uniform,vanilla,True,3,8,G?BDvw,366.373028755188,38,"[array(-0.09086262), array(0.01315997), array(0.06081518), array(-0.29012001), array(-0.05171912), array(-0.24718855), array(-0.17274633), array(-0.17667282), array(0.03474953), array(-0.46108789), array(-0.19762428), array(-0.41816172), array(-0.28840809), array(-0.49145099), array(-0.41750069), array(-0.51836609), array(-0.53669035), array(-0.46601613), array(-0.51265026), array(-0.37925782), array(-0.51126203), array(-0.48247502), array(-0.47573619), array(-0.45277702), array(-0.47589801), array(-0.42375366), array(-0.40774054), array(-0.47479325), array(-0.44829434), array(-0.42245088), array(-0.46463098), array(-0.39042598), array(-0.44942587), array(-0.46600405), array(-0.52956979), array(-0.45070316), array(-0.48360709), array(-0.45972103)]","[0, 0, 0, 0, 0, 1, 1, 1]",6.131206333504157,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]",6.1312063335041564
66,uniform,vanilla,True,3,8,GCrrt[,379.63279581069946,39,"[array(-0.02301803), array(0.47673271), array(-0.46753222), array(-0.12868979), array(-0.03015922), array(-0.47195447), array(-0.39387722), array(-0.05773417), array(-0.56018822), array(-0.5649291), array(-0.29223339), array(-0.53500853), array(-0.38222073), array(-0.52699143), array(-0.50641999), array(-0.66010504), array(-0.67491564), array(-0.62881938), array(-0.63628579), array(-0.57275049), array(-0.62840858), array(-0.62508327), array(-0.57463315), array(-0.6250791), array(-0.63105066), array(-0.54732625), array(-0.62824543), array(-0.63066491), array(-0.5786292), array(-0.59737752), array(-0.55929226), array(-0.59750783), array(-0.66799729), array(-0.64497781), array(-0.57907487), array(-0.58715326), array(-0.57784138), array(-0.63699218), array(-0.63180279)]","[1, 0, 0, 0, 0, 1, 1, 0]",6.832223019458334,"[0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0]",6.832223019458334
67,uniform,vanilla,True,3,8,G?`cno,347.30200362205505,36,"[array(0.50595719), array(-0.26914688), array(-0.08809204), array(-0.09347269), array(-0.08079648), array(-0.20881396), array(-0.27435696), array(-0.02542617), array(0.08487723), array(-0.177266), array(-0.21497239), array(-0.25365216), array(-0.3036855), array(-0.33434623), array(-0.30175709), array(-0.36618727), array(-0.33693405), array(-0.41832604), array(-0.2990129), array(-0.34557357), array(-0.32833299), array(-0.31662155), array(-0.3499019), array(-0.33788308), array(-0.34881985), array(-0.33289836), array(-0.3194547), array(-0.40043607), array(-0.34527097), array(-0.29068506), array(-0.36906543), array(-0.32772189), array(-0.33769501), array(-0.40864981), array(-0.39752971), array(-0.34817062)]","[0, 1, 1, 1, 1, 0, 0, 0]",4.507230900842529,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",5.211623763820935
68,uniform,vanilla,True,3,8,G?BDn[,384.4558575153351,40,"[array(0.19855023), array(-0.02876276), array(-0.11881017), array(-0.06056739), array(-0.13658745), array(0.00824938), array(-0.07383506), array(0.00939279), array(-0.1482653), array(-0.12370911), array(-0.1010993), array(-0.11997092), array(-0.12110054), array(-0.14665308), array(-0.14435043), array(-0.12985555), array(-0.11244891), array(-0.09294457), array(-0.17230479), array(-0.12139454), array(-0.1382755), array(-0.16174778), array(-0.13994947), array(-0.09682228), array(-0.11054583), array(-0.12926725), array(-0.07342177), array(-0.14683004), array(-0.14846141), array(-0.09419608), array(-0.1269289), array(-0.09703691), array(-0.18574095), array(-0.13257767), array(-0.1313056), array(-0.15658167), array(-0.1092807), array(-0.1471002), array(-0.13213827), array(-0.11047409)]","[1, 0, 0, 0, 1, 1, 0, 0]",3.797994149719496,"[0, 0, 0, 1.0, 0, 1.0, 0, 1.0]",5.636585732809579
69,uniform,vanilla,True,3,8,GCRVF[,377.6778628826141,39,"[array(-0.05865233), array(-0.0056793), array(0.07712222), array(-0.07691117), array(-0.09560977), array(-0.03352862), array(-0.05966407), array(0.0213168), array(-0.09738086), array(-0.01169613), array(-0.07789672), array(-0.05488124), array(-0.16258915), array(-0.14348397), array(-0.0057664), array(-0.0470589), array(-0.06477361), array(-0.0576179), array(0.00965508), array(-0.03421657), array(-0.04199124), array(-0.09599688), array(-0.06058052), array(-0.09119228), array(-0.12857181), array(-0.10914331), array(-0.05534197), array(-0.12501194), array(-0.0717802), array(-0.08773399), array(-0.09592495), array(-0.0709114), array(-0.11866342), array(-0.08093821), array(-0.13300791), array(-0.10516389), array(-0.13022507), array(-0.16125141), array(-0.06350809)]","[0, 0, 0, 0, 1, 1, 1, 1]",6.069347106075864,"[1.0, 1.0, 1.0, 0, 0, 0, 0, 0]",6.49004782359108
70,uniform,vanilla,True,3,8,GCXmf{,466.1004204750061,48,"[array(-0.01546067), array(0.09371291), array(-0.12181358), array(-0.03772329), array(-0.2817389), array(-0.36422059), array(-0.27780636), array(0.02155855), array(-0.33125543), array(-0.28845502), array(-0.24853648), array(-0.3757135), array(-0.38875252), array(-0.39401324), array(-0.39075697), array(-0.28159367), array(-0.47524831), array(-0.43785772), array(-0.48390615), array(-0.50930286), array(-0.58819553), array(-0.49137022), array(-0.47861923), array(-0.54015333), array(-0.52922023), array(-0.50665806), array(-0.48963383), array(-0.50179731), array(-0.46282261), array(-0.4689383), array(-0.52847132), array(-0.51117973), array(-0.5231542), array(-0.49850064), array(-0.53611216), array(-0.5212415), array(-0.52582286), array(-0.42222989), array(-0.54754356), array(-0.46923185), array(-0.46271038), array(-0.48688835), array(-0.60293178), array(-0.46248492), array(-0.51300101), array(-0.5116405), array(-0.45227533), array(-0.55793782)]","[0, 0, 0, 0, 1, 1, 1, 1]",6.856126558148147,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",6.856126558148148
71,uniform,vanilla,True,3,8,G?qm]s,426.7788822650909,44,"[array(-0.04768415), array(-0.00660188), array(-0.03802355), array(-0.05648527), array(0.05130239), array(-0.05131072), array(0.07240598), array(0.11345896), array(-0.00786347), array(0.22917939), array(-0.30838048), array(-0.14054877), array(-0.23337685), array(-0.25425291), array(-0.41750934), array(-0.38905284), array(-0.40062505), array(-0.19270442), array(-0.35266724), array(-0.34913297), array(-0.41213774), array(-0.39884372), array(-0.35253841), array(-0.38816232), array(-0.36615874), array(-0.43466177), array(-0.38630808), array(-0.40690044), array(-0.42348148), array(-0.38384976), array(-0.46392452), array(-0.44141344), array(-0.41131417), array(-0.43371114), array(-0.43079978), array(-0.45320255), array(-0.43109539), array(-0.41144477), array(-0.37312578), array(-0.36087397), array(-0.44067698), array(-0.40382584), array(-0.44784201), array(-0.39890544)]","[1, 1, 0, 1, 0, 0, 0, 0]",5.609903282505742,"[1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0]",6.047342113736631
72,uniform,vanilla,True,3,8,GEit^[,298.7583076953888,31,"[array(-0.00291061), array(0.09938611), array(-0.0164762), array(0.0340631), array(0.01734343), array(-0.01901126), array(0.037835), array(0.01619151), array(-0.01431184), array(-0.05453491), array(0.06369241), array(0.04773386), array(0.0393749), array(0.05194936), array(-0.00500742), array(0.08292381), array(-0.05012784), array(0.07659432), array(0.06349239), array(0.05931989), array(0.02310987), array(0.06980669), array(0.00995832), array(-0.03883218), array(0.09352829), array(0.05041205), array(0.05172362), array(0.01709845), array(0.04974379), array(-0.01726558), array(0.06214249)]","[1, 1, 1, 1, 0, 0, 0, 1]",5.229383420798083,"[1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0]",7.82556732702197
73,uniform,vanilla,True,3,8,GCXk~{,358.7527768611908,37,"[array(0.22489269), array(0.21073018), array(0.08250927), array(-0.0026307), array(-0.00688868), array(-0.05312971), array(-0.01915162), array(0.03240939), array(0.04048532), array(0.02028882), array(0.00257173), array(-0.01259456), array(-0.05250441), array(-0.05717334), array(-0.02901239), array(-0.04772023), array(-0.06106296), array(0.0264785), array(0.04505885), array(-0.00284857), array(-0.06633234), array(-0.0660448), array(0.03003062), array(-0.00414069), array(-0.00054068), array(-0.04468923), array(-0.02606498), array(0.00783197), array(0.00586296), array(-0.05890627), array(0.06946261), array(-0.00640456), array(-0.02261543), array(0.00398013), array(-0.04181146), array(0.03737277), array(0.01818415)]","[1, 1, 0, 1, 1, 0, 0, 1]",4.940016976423868,"[1.0, 0, 0, 0, 0, 1.0, 0, 1.0]",6.510915383817328
74,uniform,vanilla,True,3,8,G?B@~w,479.1752116680145,50,"[array(-0.04998976), array(0.00966225), array(-0.20861568), array(-0.19861707), array(-0.20739147), array(-0.19366555), array(0.00069241), array(-0.25366138), array(-0.00758753), array(-0.2662714), array(-0.17380039), array(-0.20291043), array(-0.28825427), array(-0.13089414), array(-0.37367562), array(-0.3851345), array(-0.38830847), array(-0.25385572), array(-0.43362513), array(-0.39359528), array(-0.34576281), array(-0.41563754), array(-0.35215007), array(-0.4018947), array(-0.43532904), array(-0.45104768), array(-0.43379183), array(-0.47680782), array(-0.40264069), array(-0.31755784), array(-0.48063495), array(-0.41603063), array(-0.41190725), array(-0.424317), array(-0.41747827), array(-0.38814737), array(-0.42618982), array(-0.39222043), array(-0.4608463), array(-0.42243151), array(-0.46509446), array(-0.44870198), array(-0.42277394), array(-0.3955269), array(-0.40735073), array(-0.39864326), array(-0.45575016), array(-0.44278599), array(-0.42696586), array(-0.4203995)]","[0, 0, 0, 0, 1, 1, 0, 1]",3.759313444636087,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]",3.93487022973433
75,uniform,vanilla,True,3,8,GCznZ{,384.65300989151,40,"[array(-0.04656938), array(0.04143625), array(-0.06685029), array(-0.0355641), array(-0.02015986), array(-0.09434684), array(0.05190126), array(0.03307495), array(-0.15558213), array(-0.13081292), array(-0.02200326), array(-0.08843071), array(-0.12941213), array(-0.12764845), array(-0.16217485), array(-0.16687042), array(-0.09686626), array(-0.07865434), array(-0.17405954), array(-0.0976273), array(-0.18155291), array(-0.05942185), array(-0.05541641), array(-0.08876434), array(-0.16752477), array(-0.03437413), array(-0.08275575), array(-0.08781157), array(-0.04211763), array(-0.09299629), array(-0.08656833), array(-0.05232517), array(-0.08305555), array(-0.06068917), array(-0.08245332), array(-0.09366425), array(-0.1006134), array(-0.08678648), array(-0.14625655), array(-0.03995227)]","[0, 1, 0, 1, 0, 1, 0, 0]",5.7045219202651225,"[0, 1.0, 0, 1.0, 0, 1.0, 1.0, 0]",7.456502049762939
76,uniform,vanilla,True,3,8,G?BfN{,376.24673104286194,39,"[array(0.01259516), array(0.16302541), array(0.22411301), array(-0.09872987), array(-0.06722578), array(-0.07980764), array(-0.07726857), array(-0.03931955), array(-0.12475627), array(-0.11873259), array(-0.03390773), array(-0.17101206), array(-0.05702153), array(-0.10419025), array(-0.17627262), array(-0.17679334), array(-0.12504561), array(-0.20906682), array(-0.19643638), array(-0.14018252), array(-0.14089362), array(-0.19495432), array(-0.16237387), array(-0.19485553), array(-0.18155377), array(-0.14904913), array(-0.19282316), array(-0.16257391), array(-0.19746311), array(-0.20743004), array(-0.16915397), array(-0.17570283), array(-0.19420534), array(-0.19565212), array(-0.16560749), array(-0.159473), array(-0.14983142), array(-0.18945098), array(-0.16818862)]","[1, 0, 1, 1, 1, 0, 1, 0]",3.234348122092194,"[1.0, 0, 1.0, 1.0, 1.0, 0, 1.0, 0]",3.234348122092194
77,uniform,vanilla,True,3,8,G?ovf{,327.78449416160583,34,"[array(-0.04726558), array(-0.10609518), array(0.17653204), array(-0.01272001), array(0.07295829), array(-0.13717494), array(0.11775368), array(-0.02174169), array(-0.02214026), array(-0.10319703), array(-0.15467673), array(-0.08780165), array(0.02198691), array(-0.09343066), array(-0.02953276), array(0.01841588), array(-0.00812002), array(-0.00837811), array(-0.06779951), array(-0.08033881), array(-0.04273924), array(-0.08034735), array(-0.03729202), array(-0.03723089), array(-0.0679558), array(-0.01492499), array(-0.08899549), array(-0.10120584), array(-0.07641311), array(-0.00537826), array(-0.01323195), array(-0.11148091), array(-0.09399619), array(-0.04894254)]","[0, 0, 0, 1, 1, 1, 0, 0]",4.50935326208889,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0, 1.0]",6.242557566308028
78,uniform,vanilla,True,3,8,GCRVfw,443.1440017223358,46,"[array(-0.0135526), array(0.31288276), array(0.02852148), array(0.01123635), array(0.00130088), array(-0.26357696), array(-0.18330362), array(-0.39039194), array(-0.31270011), array(-0.0996813), array(-0.30256215), array(-0.22245116), array(-0.30521163), array(-0.40344714), array(-0.4974312), array(-0.43049931), array(-0.48634742), array(-0.34750209), array(-0.5018217), array(-0.50782142), array(-0.53810907), array(-0.50952555), array(-0.45418297), array(-0.49688682), array(-0.46082557), array(-0.53612747), array(-0.51586223), array(-0.54010281), array(-0.55669066), array(-0.50065153), array(-0.4837877), array(-0.51785189), array(-0.48512324), array(-0.4099822), array(-0.492479), array(-0.50793809), array(-0.48160666), array(-0.45716979), array(-0.39176386), array(-0.4423492), array(-0.45418744), array(-0.51131729), array(-0.42985528), array(-0.48550968), array(-0.40989938), array(-0.51281302)]","[1, 1, 1, 1, 1, 0, 0, 0]",6.838899355681474,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0]",6.838899355681476
79,uniform,vanilla,True,3,8,GCZvnk,338.7970550060272,35,"[array(0.00762234), array(0.05202775), array(0.0007971), array(0.06922856), array(-0.02808523), array(0.0716026), array(0.05109552), array(-0.24950938), array(-0.1418757), array(-0.07331632), array(-0.10349986), array(-0.08371834), array(-0.24143797), array(-0.10062653), array(-0.18466028), array(-0.10474542), array(-0.19529436), array(-0.13203885), array(-0.20944506), array(-0.19376821), array(-0.21234132), array(-0.15407793), array(-0.13664308), array(-0.17683444), array(-0.16741707), array(-0.1497196), array(-0.16875333), array(-0.17000052), array(-0.15562312), array(-0.13544984), array(-0.18528531), array(-0.14251498), array(-0.13966833), array(-0.14543131), array(-0.13068534)]","[1, 1, 1, 1, 0, 1, 0, 0]",6.559321587398341,"[0, 0, 0, 0, 1.0, 0, 1.0, 1.0]",6.559321587398342
80,uniform,vanilla,True,3,9,H?r@fR],410.198160648346,41,"[array(0.27364607), array(0.29702799), array(-0.20323004), array(-0.03170773), array(-0.11104917), array(0.29414723), array(-0.11001721), array(-0.13926312), array(-0.3344973), array(-0.13041798), array(-0.37000913), array(-0.24870955), array(-0.30712345), array(-0.41434185), array(-0.37652605), array(-0.27027122), array(-0.13851289), array(-0.44628677), array(-0.48116133), array(-0.4530425), array(-0.4224814), array(-0.46610628), array(-0.40858679), array(-0.56139642), array(-0.35958391), array(-0.43789265), array(-0.49733754), array(-0.4824043), array(-0.40962634), array(-0.37603684), array(-0.36874457), array(-0.44999752), array(-0.47908079), array(-0.3877435), array(-0.40146186), array(-0.49332715), array(-0.42665808), array(-0.3960705), array(-0.44392149), array(-0.45585961), array(-0.42831901)]","[0, 0, 1, 1, 1, 1, 0, 1, 0]",5.75345711645391,"[0, 0, 1.0, 1.0, 0, 1.0, 0, 1.0, 1.0]",7.291572586098401
81,uniform,vanilla,True,3,9,HCQeLr~,321.26829504966736,32,"[array(0.18485678), array(0.02677237), array(-0.010128), array(-0.03773769), array(0.04377231), array(-0.03269403), array(0.08738589), array(-0.01350071), array(0.03671495), array(-0.00575038), array(-0.08209783), array(-0.04073922), array(-0.03612904), array(0.03640977), array(-0.01549575), array(-0.05648928), array(-0.03236459), array(0.00709036), array(-0.02026668), array(0.02180347), array(0.04453744), array(-0.00267935), array(-0.05740851), array(-0.01790788), array(0.03613457), array(-0.00532044), array(-0.00485285), array(-0.03450895), array(0.00297215), array(0.00450274), array(0.03125458), array(0.02330205)]","[1, 1, 1, 1, 1, 0, 1, 1, 0]",4.805994607617666,"[1.0, 0, 1.0, 1.0, 1.0, 0, 1.0, 0, 0]",7.98230402820067
82,uniform,vanilla,True,3,9,H?qlvNx,364.5585103034973,36,"[array(-0.06473367), array(-0.07247941), array(-0.03166883), array(0.08603396), array(0.00337366), array(-0.00343053), array(0.11033794), array(-0.03816463), array(0.00610369), array(-0.0543799), array(-0.00020951), array(-0.01712951), array(-0.012351), array(0.05242432), array(0.0066085), array(0.04212151), array(0.00080979), array(0.0124418), array(-0.07437716), array(-0.07622205), array(0.00534986), array(-0.0900016), array(-0.00863265), array(-0.07015961), array(-0.0379759), array(-0.01660076), array(-0.022773), array(-0.13578944), array(-0.00146688), array(-0.01810018), array(-0.03192721), array(-0.09158052), array(0.01256184), array(0.07916891), array(-0.01149542), array(-0.01284269)]","[0, 1, 1, 0, 1, 0, 0, 1, 0]",8.234554654433872,"[0, 0, 1.0, 1.0, 1.0, 0, 0, 1.0, 0]",10.185457194060405
83,uniform,vanilla,True,3,9,HCQbQuv,322.9640688896179,32,"[array(0.06897057), array(0.06638698), array(0.02157096), array(-0.09511912), array(0.07854323), array(-0.05290592), array(0.07634245), array(-0.00764808), array(0.04696558), array(0.01151746), array(0.02081084), array(0.05449228), array(-0.02853961), array(-0.046521), array(-0.05403059), array(-0.06728555), array(0.00636535), array(-0.00215809), array(-0.03963106), array(-0.0328024), array(-0.03340154), array(-0.05201687), array(-0.08355906), array(-0.00781016), array(-0.04437988), array(0.02393538), array(-0.03535382), array(-0.03846594), array(-1.89507726e-05), array(-0.04181956), array(-0.02786831), array(-0.08844141)]","[0, 1, 1, 0, 1, 0, 0, 1, 0]",4.156457500939878,"[1.0, 1.0, 1.0, 0, 0, 1.0, 0, 1.0, 0]",7.5035177858151965
84,uniform,vanilla,True,3,9,HCrfZzf,373.29933404922485,37,"[array(-0.09639286), array(0.13524997), array(-0.03636573), array(0.04652299), array(0.02702434), array(0.04466045), array(-0.01599313), array(-0.14632976), array(-0.06297581), array(-0.25363162), array(0.00525329), array(-0.2383139), array(-0.13959074), array(-0.14548749), array(-0.15443242), array(-0.22332583), array(-0.23521034), array(-0.19837633), array(-0.1586817), array(-0.28580412), array(-0.22404253), array(-0.13190602), array(-0.19760912), array(-0.1902616), array(-0.19780734), array(-0.19897729), array(-0.1228624), array(-0.25488062), array(-0.25060451), array(-0.1437982), array(-0.22153265), array(-0.23840136), array(-0.18915895), array(-0.22592153), array(-0.20288188), array(-0.21694143), array(-0.27226125)]","[0, 1, 1, 1, 1, 1, 0, 0, 1]",8.215132111345993,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
85,uniform,vanilla,True,3,9,H?qbDo~,303.9042823314667,30,"[array(-0.21596234), array(-0.04872202), array(-0.16167772), array(-0.01585386), array(-0.04955105), array(-0.31933232), array(-0.0500433), array(-0.1397413), array(-0.21317388), array(-0.22137008), array(-0.14624822), array(-0.10232472), array(-0.17139043), array(-0.21230078), array(-0.14542442), array(-0.18139957), array(-0.28679793), array(-0.21769138), array(-0.21800235), array(-0.20619235), array(-0.17256443), array(-0.16306607), array(-0.15180407), array(-0.21371062), array(-0.16001335), array(-0.27875482), array(-0.24666819), array(-0.21645425), array(-0.23507594), array(-0.24188699)]","[1, 1, 1, 1, 0, 0, 1, 0, 0]",6.469963888827639,"[0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0]",7.74764404835377
86,uniform,vanilla,True,3,9,H?`cnd},366.07568192482,36,"[array(0.02389921), array(-0.28788799), array(-0.01629522), array(-0.13605358), array(0.06780746), array(-0.00921185), array(-0.23764945), array(-0.1501518), array(-0.40876843), array(-0.24044229), array(-0.28311077), array(-0.3481833), array(-0.24001872), array(-0.22706267), array(-0.31647827), array(-0.33899358), array(-0.34501858), array(-0.40406974), array(-0.39307132), array(-0.33470383), array(-0.27776328), array(-0.33881976), array(-0.43887132), array(-0.37137307), array(-0.39877504), array(-0.35733913), array(-0.40521816), array(-0.33611049), array(-0.30174449), array(-0.36954426), array(-0.40123775), array(-0.3878347), array(-0.29839924), array(-0.38478316), array(-0.37454125), array(-0.42862504)]","[0, 0, 0, 0, 1, 1, 0, 1, 1]",7.98919288479634,"[1.0, 0, 0, 0, 0, 1.0, 0, 1.0, 1.0]",8.347116070076549
