id,params,state,node,started_at,finished_at,artefact_path,error_msg,results
51,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-15.local,2025-05-22 05:01:09,2025-05-22 05:16:36,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 904.8353536128998, ""quantum_func_evals"": 156, ""ratio"": 1.9321748104335792, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.680535159963345, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [2.562514874884696, 1.7869676586085605, 2.3106098377462128, 1.340019265842584, 3.073481259114061, 2.6873526336471567, 3.2108563954887015, 2.9312356069856462], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0.0029296875, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 0, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.4224180621178033, ""graph_label"": ""paper1_3""}",,
52,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-22.local,2025-05-22 05:02:01,2025-05-22 05:17:19,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 896.0399580001831, ""quantum_func_evals"": 155, ""ratio"": 1.9321748104335792, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.680535159963345, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [2.294169881638741, 2.1692414232439923, 3.1078781026006785, 1.3772001194269348, 2.7889450340672592, 2.758072814243478, 4.032721568017753, 1.7836704197715458], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 0, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.4224180621178033, ""graph_label"": ""paper1_3""}",,
53,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-21.local,2025-05-22 05:03:05,2025-05-22 05:16:42,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 796.093670129776, ""quantum_func_evals"": 139, ""ratio"": 1.9321748104335792, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.680535159963345, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [2.1010112272924797, 1.6551003218403917, 2.9614295669096884, 1.2490830534836088, 2.9791190235494946, 1.3834895426050453, 3.2745457955414325, 1.953975879080275], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0.001953125, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 0, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.4224180621178033, ""graph_label"": ""paper1_3""}",,
54,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-15.local,2025-05-22 05:03:26,2025-05-22 05:17:01,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 792.5016098022461, ""quantum_func_evals"": 136, ""ratio"": 1.6368006941170803, ""quantum_solution"": [1, 0, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 3.9650155655161727, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [3.1923709997635608, 2.7672659301579396, 4.302269208644605, 1.4581930014665399, 2.701745030380641, 0.7912103342845291, 3.113644276731225, 2.9050405811305358], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0.0009765625, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 0, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.4224180621178033, ""graph_label"": ""paper1_3""}",,
55,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",done,compute-5-19.local,2025-05-24 04:12:42,2025-05-24 04:32:31,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1165.0075838565826, ""quantum_func_evals"": 149, ""ratio"": 2.753680474818466, ""quantum_solution"": [1, 1, 0, 0, 1, 0, 1, 0, 1], ""quantum_obj_value"": 8.458483352288667, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0], ""classic_value"": 3.0717011031740293, ""final_params"": {""__ndarray__"": [2.972558543119671, 1.5709548899911931, 3.1231473370440668, 1.5566949669328314, 3.932564383303159, 1.5634012041675271, 4.122290788798467, 2.5727366591170924], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.071701103174029, ""graph_label"": ""paper1_1""}",,
56,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",done,compute-5-22.local,2025-05-24 04:23:09,2025-05-24 04:41:09,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1058.2983362674713, ""quantum_func_evals"": 143, ""ratio"": 1.2511432368580786, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 0, 1, 1], ""quantum_obj_value"": 3.843138060885686, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0], ""classic_value"": 3.0717011031740293, ""final_params"": {""__ndarray__"": [3.952742094713687, 3.179700096761873, 3.2413235396859648, 1.525648945312793, 3.1320731222814104, 1.525420122442415, 3.5862249618880933, 1.9421231844998899], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.071701103174029, ""graph_label"": ""paper1_1""}",,
57,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",done,compute-5-16.local,2025-05-24 04:27:44,2025-05-24 04:45:54,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1067.053727388382, ""quantum_func_evals"": 136, ""ratio"": 3.92550241481997, ""quantum_solution"": [1, 1, 0, 0, 1, 1, 0, 1, 0], ""quantum_obj_value"": 12.057970098114819, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0], ""classic_value"": 3.0717011031740293, ""final_params"": {""__ndarray__"": [4.738337179620553, 2.5573013068279433, 3.652569011836579, 1.3983977079346097, 3.437578659307933, 1.4211666429039551, 3.24860878266169, 1.4899599648351303], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.071701103174029, ""graph_label"": ""paper1_1""}",,
58,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",done,compute-5-22.local,2025-05-24 04:31:07,2025-05-24 04:47:39,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 969.2300519943237, ""quantum_func_evals"": 132, ""ratio"": 4.6803944406327895, ""quantum_solution"": [0, 0, 1, 0, 1, 1, 1, 1, 0], ""quantum_obj_value"": 14.376772766581334, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0], ""classic_value"": 3.0717011031740293, ""final_params"": {""__ndarray__"": [3.308156731018362, 1.4161911126963862, 2.713788655047563, 1.603199124462123, 4.401859247741392, 1.8029036007332073, 2.918083235874973, 2.6080000446264417], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.071701103174029, ""graph_label"": ""paper1_1""}",,
59,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",done,compute-5-19.local,2025-05-24 04:32:31,2025-05-24 04:52:09,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1154.5143983364105, ""quantum_func_evals"": 149, ""ratio"": 1.4881278722257445, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.5710840267798405, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0], ""classic_value"": 3.0717011031740293, ""final_params"": {""__ndarray__"": [2.3639698979998602, 1.324331798648858, 2.769037957621894, 1.493738720501589, 3.1253630196699542, 1.3651308233135153, 3.0242569327438154, 2.381957331644566], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.071701103174029, ""graph_label"": ""paper1_1""}",,
60,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",done,compute-5-22.local,2025-05-24 04:41:09,2025-05-24 04:58:57,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1046.014801979065, ""quantum_func_evals"": 144, ""ratio"": 1.2511432368580786, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 0, 1, 1], ""quantum_obj_value"": 3.843138060885686, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0], ""classic_value"": 3.0717011031740293, ""final_params"": {""__ndarray__"": [2.6444672258294477, 1.349174234837844, 2.604972667886014, 1.530642064953847, 3.147326480867713, 1.1739873431768741, 3.0306777715799496, 1.349230830792656], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.071701103174029, ""graph_label"": ""paper1_1""}",,
61,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",done,compute-5-21.local,2025-05-24 04:41:19,2025-05-24 04:59:24,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1060.5001273155212, ""quantum_func_evals"": 136, ""ratio"": 1.4881278722257445, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.5710840267798405, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0], ""classic_value"": 3.0717011031740293, ""final_params"": {""__ndarray__"": [3.9497304349949363, 2.8605509409389174, 3.0727885967953843, 1.489082079710932, 3.200902268911429, 1.1143438615142176, 4.554054677997467, 1.77345516684057], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.071701103174029, ""graph_label"": ""paper1_1""}",,
62,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",done,compute-5-16.local,2025-05-24 04:45:54,2025-05-24 05:04:21,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1084.4283800125122, ""quantum_func_evals"": 140, ""ratio"": 1.4881278722257445, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.5710840267798405, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0], ""classic_value"": 3.0717011031740293, ""final_params"": {""__ndarray__"": [2.5947874230451027, 1.4613488427562442, 3.319661526900954, 1.5737496447901775, 3.076514073125279, 1.549443121393589, 3.755168481303961, 2.741355626864856], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.071701103174029, ""graph_label"": ""paper1_1""}",,
63,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-21.local,2025-05-22 11:33:24,2025-05-22 16:04:18,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 16121.421656131744, ""quantum_func_evals"": 139, ""ratio"": 3.9075004198959795, ""quantum_solution"": [0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0], ""quantum_obj_value"": 17.86537035597702, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [2.9563780447270194, 1.5882157652583717, 4.034898478964444, 1.5589453929450086, 3.0813996962177526, 1.6888670504220313, 2.825585207029579, 1.6093742555463166], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0.0009765625, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 4.572071256860571, ""graph_label"": ""paper1_2""}",,
64,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-19.local,2025-05-22 11:39:26,2025-05-22 13:56:07,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 8120.961257219315, ""quantum_func_evals"": 148, ""ratio"": 5.016469739329158, ""quantum_solution"": [1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1], ""quantum_obj_value"": 22.935657106097686, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [3.4547174206835645, 2.6180577797429367, 3.3150259554360586, 1.6567264038388447, 3.189778436448013, 1.7920237705598852, 4.206825283107154, 1.761296329843978], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0.001953125, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 4.572071256860571, ""graph_label"": ""paper1_2""}",,
65,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-22.local,2025-05-22 11:47:59,2025-05-22 13:36:51,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 6452.423626422882, ""quantum_func_evals"": 121, ""ratio"": 1.225911645569406, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0], ""quantum_obj_value"": 5.604955398158525, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [3.0749574152489045, 1.7803758248914847, 3.070616086265401, 1.4738666320024483, 4.336972281770327, 1.5574434698942599, 3.2736654740571045, 1.7204805161174963], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0.0009765625, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 4.572071256860571, ""graph_label"": ""paper1_2""}",,
66,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-15.local,2025-05-22 11:50:49,2025-05-22 16:15:51,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 15767.058906793594, ""quantum_func_evals"": 136, ""ratio"": 1.8716844197826652, ""quantum_solution"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1], ""quantum_obj_value"": 8.55747453760208, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [2.5061836642891264, 1.1324214531169967, 2.7767252436465877, 1.3843470385495134, 3.079571244999287, 2.6593420905158376, 3.058253870948375, 2.318231875621801], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0.0029296875, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 4.572071256860571, ""graph_label"": ""paper1_2""}",,
67,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-19.local,2025-05-22 12:06:01,2025-05-22 13:58:09,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 4, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 6649.818735599518, ""quantum_func_evals"": 126, ""ratio"": 2.6395084137272735, ""quantum_solution"": [0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1], ""quantum_obj_value"": 12.068020550644109, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [3.163124654369448, 1.624804003811216, 3.366169581503003, 1.681791927091176, 3.8486433778784095, 1.4559758367964553, 4.063594951545693, 1.381390380324009], ""dtype"": ""float64"", ""shape"": [8]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 0, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 4.572071256860571, ""graph_label"": ""paper1_2""}",,
