id,params,state,node,started_at,finished_at,artefact_path,error_msg,results
711,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-16.local,2025-05-14 16:48:16,2025-05-14 17:17:36,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1738.236053943634, ""quantum_func_evals"": 231, ""ratio"": 1.7348718625185064, ""quantum_solution"": [1, 1, 1, 1, 1, 0, 1, 1, 1], ""quantum_obj_value"": 4.202584935224785, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [4.7209527043869635, 1.533289645177535, 2.4962860749885203, 1.7048284524289679, 2.8170100192786376, 1.9467335264221006, 3.1066764548955637, 1.5197830800795717, 3.441903042105137, 1.1773577482888142, 2.495483377961577, 1.6611945274743143, 3.2942869553753575, 1.5670887293767735], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 0, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.1379376565649753, ""graph_label"": ""paper1_3""}",,
712,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-15.local,2025-05-14 16:48:53,2025-05-14 17:17:16,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1680.2313227653503, ""quantum_func_evals"": 224, ""ratio"": 1.5688591063944497, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 0, 0], ""quantum_obj_value"": 3.8004326362479115, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [4.1695542635488785, 1.3895904798319232, 2.6678748430290686, 1.5020692116329257, 2.677100447949853, 1.4040221438060287, 2.6895527266389125, 1.2552366547938971, 3.1415409820043667, 1.3446599280265334, 2.887041655145123, 1.4299778255457154, 3.0707947493933463, 1.8806074383007874], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.0078125, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 0, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.1379376565649753, ""graph_label"": ""paper1_3""}",,
713,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-16.local,2025-05-14 16:48:57,2025-05-14 17:18:49,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1769.2298662662506, ""quantum_func_evals"": 240, ""ratio"": 1.699364955325937, ""quantum_solution"": [1, 1, 1, 0, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.1165723619115635, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [4.387235425640658, 1.1724709449911768, 3.0965137617051672, 1.5924199107948613, 3.1196618845352235, 1.666064545551008, 3.2245928441253566, 2.861795393757972, 3.4164911124793593, 1.569952342496564, 4.0967402563293085, 1.480558604064626, 2.793213071333256, 2.1478580734235164], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.00390625, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 1, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.9863808601695845, ""graph_label"": ""paper1_3""}",,
714,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-21.local,2025-05-14 16:52:46,2025-05-14 17:20:10,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1622.1054174900055, ""quantum_func_evals"": 221, ""ratio"": 2.1518143866785753, ""quantum_solution"": [0, 1, 1, 0, 1, 1, 1, 1, 0], ""quantum_obj_value"": 5.2125940366151235, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [3.674376848801713, 1.311515251810752, 3.5718887351944235, 1.1712146252483946, 3.3917925240165854, 1.796490460036617, 2.9117343312319792, 2.624288668769601, 3.1314148454484254, 1.3721309838913567, 3.210069523071499, 1.361877093779057, 3.0941743036551066, 2.528599163364975], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.0009765625, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 1, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.9863808601695845, ""graph_label"": ""paper1_3""}",,
715,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-22.local,2025-05-14 16:53:21,2025-05-14 17:20:02,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1578.3151214122772, ""quantum_func_evals"": 212, ""ratio"": 2.1243306867772014, ""quantum_solution"": [1, 1, 0, 1, 0, 1, 1, 1, 0], ""quantum_obj_value"": 5.1460170255602105, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [3.9246030352905863, 1.662960333803784, 3.3449389458393326, 1.3897956518164525, 3.0214358362976563, 1.6282369087649895, 3.324710453691561, 1.5234903142755287, 2.809842965601218, 2.547204368283565, 3.1560805854283958, 1.5541880284852538, 3.389601639538601, 2.702142717827583], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.001953125, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 0, 1, 0, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.923102542725832, ""graph_label"": ""paper1_3""}",,
716,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-22.local,2025-05-14 17:08:57,2025-05-14 17:38:31,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1751.176566362381, ""quantum_func_evals"": 243, ""ratio"": 1.9321748104335792, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.680535159963345, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [3.9959501046419796, 1.3865886105164482, 3.565276973479112, 1.8240897431566876, 3.879254187313531, 2.0667456770869492, 3.228290517154974, 3.0432938330801305, 3.210260187716278, 1.4776840534439344, 3.3751036213733014, 2.8113860933013566, 2.99562659966907, 1.722006166264889], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.0009765625, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 0, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.1379376565649753, ""graph_label"": ""paper1_3""}",,
717,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-19.local,2025-05-14 17:12:50,2025-05-14 17:42:21,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1748.661511182785, ""quantum_func_evals"": 239, ""ratio"": 1.6702669370682193, ""quantum_solution"": [1, 1, 1, 1, 0, 1, 1, 1, 1], ""quantum_obj_value"": 4.046084796912234, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [4.022654895480317, 1.5909932980020378, 3.2384500707026453, 1.4622787102045527, 2.6510927066641465, 1.7142366783220382, 3.2156074044418883, 1.3487869657078968, 3.26303922639533, 2.854856724835034, 3.394774162850739, 1.200963348643725, 2.9924014122849734, 1.63096831662119], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.001953125, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 0, 1, 0, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.923102542725832, ""graph_label"": ""paper1_3""}",,
718,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-15.local,2025-05-14 17:12:54,2025-05-14 17:40:59,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1661.7603590488434, ""quantum_func_evals"": 228, ""ratio"": 1.4852904180866617, ""quantum_solution"": [1, 1, 1, 1, 0, 1, 1, 1, 0], ""quantum_obj_value"": 3.597994336263633, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [4.063621572056759, 1.512003385300095, 2.8862419873481535, 1.4992324987926497, 2.993900648427985, 1.6342445819810838, 2.9152556946149946, 2.7027814227393674, 3.1534872389778044, 1.6006248757792287, 2.88393725879252, 1.660707054328389, 3.273305166721724, 1.7341841530158466], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.005859375, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 1, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.9863808601695845, ""graph_label"": ""paper1_3""}",,
719,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-19.local,2025-05-14 17:13:13,2025-05-14 17:40:04,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1590.2360060214996, ""quantum_func_evals"": 222, ""ratio"": 1.5672545732564238, ""quantum_solution"": [1, 1, 0, 1, 1, 1, 1, 0, 1], ""quantum_obj_value"": 3.796545786193091, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [4.021501632563943, 1.6827089772964907, 3.3156584413586123, 1.471410758659926, 3.054107891853207, 1.4149818474510087, 3.175208310857978, 1.6662410584303553, 3.0922510010656397, 2.7230874329729273, 3.383806352112632, 1.295137441348021, 3.18501337407699, 1.5757679444519932], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.001953125, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 0, 1, 0, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.923102542725832, ""graph_label"": ""paper1_3""}",,
720,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-21.local,2025-05-14 17:16:35,2025-05-14 17:47:22,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1824.1817800998688, ""quantum_func_evals"": 243, ""ratio"": 1.3498447863665695, ""quantum_solution"": [1, 1, 1, 1, 1, 0, 0, 0, 1], ""quantum_obj_value"": 3.2698883915499253, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [3.8687195971561015, 1.2284957391894986, 3.4070792425209366, 1.8484877616749924, 2.8307366746661384, 1.5483659114376687, 3.1390488675451236, 0.8002723307906783, 3.2149477614152517, 2.94475696834721, 3.4645530483042872, 1.3988693579846576, 3.0273803468914657, 1.1892200334788274], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.01171875, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 0, 1, 0, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.923102542725832, ""graph_label"": ""paper1_3""}",,
721,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-15.local,2025-05-14 17:17:16,2025-05-14 17:42:49,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1510.5660111904144, ""quantum_func_evals"": 205, ""ratio"": 2.5191322595507333, ""quantum_solution"": [1, 0, 0, 1, 1, 0, 0, 0, 1], ""quantum_obj_value"": 6.1023914863993305, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [4.146996125421005, 1.5655972465678125, 3.2341583890371424, 1.5843054653351978, 3.0604783817704577, 1.5729597273835765, 3.2451930931360407, 1.5891072139988982, 3.070311544425336, 1.4822625993276608, 3.997633322365491, 1.644252526184319, 3.289864874024859, 1.5338367939231123], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.0087890625, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 1, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.9863808601695845, ""graph_label"": ""paper1_3""}",,
722,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-16.local,2025-05-14 17:17:36,2025-05-14 17:47:03,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1744.8480503559113, ""quantum_func_evals"": 234, ""ratio"": 1.5688591063944497, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 0, 0], ""quantum_obj_value"": 3.8004326362479115, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [4.233521122040332, 1.4716080198049344, 3.2218490431970013, 1.4726057122391303, 2.919255964736374, 1.7053432174807048, 3.4889022076325324, 1.5527991485623638, 3.1417622911512257, 2.616560070904445, 3.1483755041349086, 2.536614863981615, 2.9995595828983217, 2.675275201910781], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.0029296875, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 0, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.1379376565649753, ""graph_label"": ""paper1_3""}",,
723,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-16.local,2025-05-14 17:18:49,2025-05-14 17:45:01,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1548.975285768509, ""quantum_func_evals"": 211, ""ratio"": 2.7253840195416945, ""quantum_solution"": [1, 1, 1, 0, 0, 1, 1, 0, 0], ""quantum_obj_value"": 6.6020194751450205, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [3.950553032429372, 1.6778035389652752, 3.951801691176367, 1.5636162331082353, 3.8186352971093833, 1.4439471077101247, 3.448873341175701, 2.9574525893200683, 3.0375602028614117, 1.7912383545066144, 2.9978786910621618, 1.743942935239488, 3.2035956713302514, 2.500450677920792], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.001953125, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 1, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.9863808601695845, ""graph_label"": ""paper1_3""}",,
724,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-22.local,2025-05-14 17:20:02,2025-05-14 17:49:39,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1754.9490811824799, ""quantum_func_evals"": 239, ""ratio"": 1.9321748104335792, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.680535159963345, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [2.5937219750624445, 1.8772349162340454, 4.075583957977672, 1.6539262411431845, 3.147112735290172, 1.5322062819571753, 3.2923853268316448, 2.6556445102590795, 2.9835975541915385, 2.86494598026386, 3.3290813885507493, 2.5423365830535576, 3.597686313699878, 2.5558775611707034], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.0048828125, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 1, 1, 0, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.9863808601695845, ""graph_label"": ""paper1_3""}",,
725,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-21.local,2025-05-14 17:20:10,2025-05-14 17:48:32,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1678.9561507701874, ""quantum_func_evals"": 228, ""ratio"": 1.4301128030227146, ""quantum_solution"": [1, 0, 1, 1, 1, 1, 0, 1, 1], ""quantum_obj_value"": 3.464331084908144, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [4.564586654326692, 1.2288942290603087, 2.615507827917831, 1.7254502813713484, 2.8397248238024395, 1.7367406074202376, 2.95357992621208, 1.5331914578738772, 3.1910892892577807, 1.4685087104003556, 3.151262142024459, 1.6473835227543796, 3.294474862091013, 1.4688980997665126], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.0126953125, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 0, 1, 1, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.900368286856363, ""graph_label"": ""paper1_3""}",,
726,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",done,compute-5-22.local,2025-05-14 17:38:31,2025-05-14 18:06:08,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 1635.475843667984, ""quantum_func_evals"": 225, ""ratio"": 1.0, ""quantum_solution"": [1, 0, 1, 0, 1, 0, 0, 1, 1], ""quantum_obj_value"": 2.4224180621178033, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [3.5423419758084176, 1.4165061464306645, 3.4773321706148255, 1.8767929923661737, 3.0302988531038553, 1.8304455154435662, 2.906058284126183, 1.3554764807280806, 2.8148046430171867, 2.9280742236446056, 3.3731139409996036, 1.437961972320712, 3.2173524532895623, 1.412588586640918], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.0087890625, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 0, 1, 0, 1, 1, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 2.900368286856363, ""graph_label"": ""paper1_3""}",,
