0,uniform,COBYLA,recursive,False,False,1,9,D~{,1.1134142875671387,174,[],[0. 1. 0. 0. 0. 1. 1. 1. 0.],5.664295883517195,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
1,uniform,COBYLA,recursive,False,False,1,5,HCrfZzf,0.35402774810791016,56,[],[0. 0. 1. 1. 1.],3.2969242815046744,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
2,uniform,COBYLA,recursive,False,False,3,9,D~{,3.0080649852752686,355,[],[0. 0. 0. 0. 0. 1. 0. 1. 1.],6.608569860438298,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
3,uniform,COBYLA,recursive,False,False,3,5,HCrfZzf,0.7013020515441895,114,[],[0. 0. 1. 1. 1.],3.2969242815046744,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
4,uniform,COBYLA,recursive,False,True,1,9,D~{,240.73377871513367,181,[],[1. 0. 1. 0. 0. 1. 0. 1. 0.],7.560417075610472,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
5,uniform,COBYLA,recursive,False,True,1,5,HCrfZzf,84.36495637893677,59,[],[1. 0. 0. 1. 0.],3.008359987556786,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
6,uniform,COBYLA,recursive,False,True,3,9,D~{,515.2674670219421,419,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
7,uniform,COBYLA,recursive,False,True,3,5,HCrfZzf,172.2260582447052,127,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
8,gaussian,COBYLA,recursive,False,False,1,9,D~{,1.3188700675964355,181,[],[0. 0. 1. 0. 0. 1. 1. 1. 0.],6.733132400496896,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
9,gaussian,COBYLA,recursive,False,False,1,5,HCrfZzf,0.3105499744415283,56,[],[1. 0. 1. 1. 0.],2.9644354374103496,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
10,gaussian,COBYLA,recursive,False,False,3,9,D~{,2.9788591861724854,350,[],[1. 1. 0. 1. 1. 1. 1. 0. 0.],5.652729333029082,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
11,gaussian,COBYLA,recursive,False,False,3,5,HCrfZzf,0.8578112125396729,128,[],[0. 0. 1. 1. 1.],3.2969242815046744,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
12,gaussian,COBYLA,recursive,False,True,1,9,D~{,257.1608843803406,187,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
13,gaussian,COBYLA,recursive,False,True,1,5,HCrfZzf,79.2606086730957,62,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
14,gaussian,COBYLA,recursive,False,True,3,9,D~{,400.67536973953247,406,[],[0. 1. 0. 1. 1. 1. 0. 0. 1.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
15,gaussian,COBYLA,recursive,False,True,3,5,HCrfZzf,156.54172492027283,139,[],[0. 0. 1. 1. 1.],3.2969242815046744,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
