x,y,z
0.0,0.0,0.062
0.06346651825433926,0.0,0.06129999999999999
0.12693303650867852,0.0,0.0618
0.1903995547630178,0.0,0.0641
0.25386607301735703,0.0,0.0589
0.3173325912716963,0.0,0.0587
0.3807991095260356,0.0,0.061200000000000004
0.4442656277803748,0.0,0.0597
0.5077321460347141,0.0,0.0645
0.5711986642890533,0.0,0.0619
0.6346651825433925,0.0,0.0655
0.6981317007977318,0.0,0.0643
0.7615982190520711,0.0,0.061399999999999996
0.8250647373064104,0.0,0.0615
0.8885312555607496,0.0,0.0594
0.9519977738150889,0.0,0.062
1.0154642920694281,0.0,0.0658
1.0789308103237674,0.0,0.0606
1.1423973285781066,0.0,0.061399999999999996
1.2058638468324459,0.0,0.0595
1.269330365086785,0.0,0.0633
1.3327968833411243,0.0,0.058499999999999996
1.3962634015954636,0.0,0.0604
1.4597299198498028,0.0,0.0628
1.5231964381041423,0.0,0.0577
1.5866629563584815,0.0,0.0606
1.6501294746128208,0.0,0.0592
1.71359599286716,0.0,0.060399999999999995
1.7770625111214993,0.0,0.0577
1.8405290293758385,0.0,0.0586
1.9039955476301778,0.0,0.06459999999999999
1.967462065884517,0.0,0.062200000000000005
2.0309285841388562,0.0,0.0615
2.0943951023931957,0.0,0.0663
2.1578616206475347,0.0,0.061399999999999996
2.221328138901874,0.0,0.0605
2.284794657156213,0.0,0.060700000000000004
2.3482611754105527,0.0,0.0593
2.4117276936648917,0.0,0.067
2.475194211919231,0.0,0.062400000000000004
2.53866073017357,0.0,0.0639
2.6021272484279097,0.0,0.064
2.6655937666822487,0.0,0.0622
2.729060284936588,0.0,0.0614
2.792526803190927,0.0,0.0616
2.8559933214452666,0.0,0.0678
2.9194598396996057,0.0,0.0643
2.982926357953945,0.0,0.0614
3.0463928762082846,0.0,0.0615
3.1098593944626236,0.0,0.0649
3.173325912716963,0.0,0.062
3.236792430971302,0.0,0.0648
3.3002589492256416,0.0,0.0599
3.3637254674799806,0.0,0.0621
3.42719198573432,0.0,0.060899999999999996
3.490658503988659,0.0,0.06319999999999999
3.5541250222429985,0.0,0.0595
3.6175915404973376,0.0,0.0593
3.681058058751677,0.0,0.06659999999999999
3.744524577006016,0.0,0.0601
3.8079910952603555,0.0,0.063
3.8714576135146945,0.0,0.0542
3.934924131769034,0.0,0.0681
3.998390650023373,0.0,0.0641
4.0618571682777125,0.0,0.0689
4.1253236865320515,0.0,0.06
4.188790204786391,0.0,0.060300000000000006
4.25225672304073,0.0,0.058300000000000005
4.3157232412950695,0.0,0.0654
4.3791897595494085,0.0,0.0648
4.442656277803748,0.0,0.0649
4.506122796058087,0.0,0.06520000000000001
4.569589314312426,0.0,0.0639
4.6330558325667655,0.0,0.0689
4.696522350821105,0.0,0.061900000000000004
4.759988869075444,0.0,0.057300000000000004
4.823455387329783,0.0,0.0634
4.886921905584122,0.0,0.059300000000000005
4.950388423838462,0.0,0.0638
5.013854942092801,0.0,0.0613
5.07732146034714,0.0,0.0628
5.14078797860148,0.0,0.0616
5.204254496855819,0.0,0.0675
5.267721015110158,0.0,0.0625
5.331187533364497,0.0,0.067
5.394654051618837,0.0,0.0637
5.458120569873176,0.0,0.058899999999999994
5.521587088127515,0.0,0.0608
5.585053606381854,0.0,0.062200000000000005
5.648520124636194,0.0,0.0621
5.711986642890533,0.0,0.0695
5.775453161144872,0.0,0.0634
5.838919679399211,0.0,0.0626
5.902386197653551,0.0,0.0575
5.96585271590789,0.0,0.0593
6.029319234162229,0.0,0.0582
6.092785752416569,0.0,0.0634
6.156252270670908,0.0,0.0655
6.219718788925247,0.0,0.0606
6.283185307179586,0.0,0.060200000000000004
0.0,0.03173325912716963,0.06659999999999999
0.06346651825433926,0.03173325912716963,0.0638
0.12693303650867852,0.03173325912716963,0.0613
0.1903995547630178,0.03173325912716963,0.0534
0.25386607301735703,0.03173325912716963,0.0535
0.3173325912716963,0.03173325912716963,0.050100000000000006
0.3807991095260356,0.03173325912716963,0.0537
0.4442656277803748,0.03173325912716963,0.0521
0.5077321460347141,0.03173325912716963,0.0506
0.5711986642890533,0.03173325912716963,0.0519
0.6346651825433925,0.03173325912716963,0.0529
0.6981317007977318,0.03173325912716963,0.051199999999999996
0.7615982190520711,0.03173325912716963,0.0521
0.8250647373064104,0.03173325912716963,0.0552
0.8885312555607496,0.03173325912716963,0.0487
0.9519977738150889,0.03173325912716963,0.051699999999999996
1.0154642920694281,0.03173325912716963,0.0547
1.0789308103237674,0.03173325912716963,0.061200000000000004
1.1423973285781066,0.03173325912716963,0.0592
1.2058638468324459,0.03173325912716963,0.057999999999999996
1.269330365086785,0.03173325912716963,0.061399999999999996
1.3327968833411243,0.03173325912716963,0.0629
1.3962634015954636,0.03173325912716963,0.0639
1.4597299198498028,0.03173325912716963,0.0649
1.5231964381041423,0.03173325912716963,0.0643
1.5866629563584815,0.03173325912716963,0.061200000000000004
1.6501294746128208,0.03173325912716963,0.0633
1.71359599286716,0.03173325912716963,0.063
1.7770625111214993,0.03173325912716963,0.0605
1.8405290293758385,0.03173325912716963,0.0629
1.9039955476301778,0.03173325912716963,0.062
1.967462065884517,0.03173325912716963,0.0691
2.0309285841388562,0.03173325912716963,0.0628
2.0943951023931957,0.03173325912716963,0.0664
2.1578616206475347,0.03173325912716963,0.06709999999999999
2.221328138901874,0.03173325912716963,0.06369999999999999
2.284794657156213,0.03173325912716963,0.0726
2.3482611754105527,0.03173325912716963,0.0736
2.4117276936648917,0.03173325912716963,0.0706
2.475194211919231,0.03173325912716963,0.0702
2.53866073017357,0.03173325912716963,0.0775
2.6021272484279097,0.03173325912716963,0.07769999999999999
2.6655937666822487,0.03173325912716963,0.0764
2.729060284936588,0.03173325912716963,0.0695
2.792526803190927,0.03173325912716963,0.07339999999999999
2.8559933214452666,0.03173325912716963,0.0727
2.9194598396996057,0.03173325912716963,0.0695
2.982926357953945,0.03173325912716963,0.0684
3.0463928762082846,0.03173325912716963,0.06659999999999999
3.1098593944626236,0.03173325912716963,0.06079999999999999
3.173325912716963,0.03173325912716963,0.060399999999999995
3.236792430971302,0.03173325912716963,0.0553
3.3002589492256416,0.03173325912716963,0.0597
3.3637254674799806,0.03173325912716963,0.058800000000000005
3.42719198573432,0.03173325912716963,0.054599999999999996
3.490658503988659,0.03173325912716963,0.0528
3.5541250222429985,0.03173325912716963,0.0504
3.6175915404973376,0.03173325912716963,0.0521
3.681058058751677,0.03173325912716963,0.051199999999999996
3.744524577006016,0.03173325912716963,0.0499
3.8079910952603555,0.03173325912716963,0.049600000000000005
3.8714576135146945,0.03173325912716963,0.0529
3.934924131769034,0.03173325912716963,0.048100000000000004
3.998390650023373,0.03173325912716963,0.0513
4.0618571682777125,0.03173325912716963,0.0514
4.1253236865320515,0.03173325912716963,0.0535
4.188790204786391,0.03173325912716963,0.0524
4.25225672304073,0.03173325912716963,0.0563
4.3157232412950695,0.03173325912716963,0.060300000000000006
4.3791897595494085,0.03173325912716963,0.0579
4.442656277803748,0.03173325912716963,0.06269999999999999
