id,params,state,node,started_at,finished_at,artefact_path,error_msg,results,backend_mode,qaoa_variant,param_initialization,depth,warm_start,problem_type,hamming_dist,graph_path
167,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
168,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
169,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
170,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
171,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
172,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
173,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
174,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
175,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
176,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
177,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
178,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
179,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
180,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
181,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
182,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
183,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
184,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
185,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
186,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
187,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
188,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
189,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
190,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
191,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
192,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
193,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,1,graphs_paper1/paper1_2.pkl
194,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
195,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
196,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
197,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
198,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
199,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
200,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
201,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
202,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
203,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
204,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
205,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
206,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
207,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
208,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
209,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
210,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
211,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
212,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
213,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
214,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
215,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
216,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
217,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
218,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
219,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
220,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_0.pkl
221,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
222,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
223,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
224,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
225,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
226,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
227,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
228,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
229,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
230,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
231,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
232,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
233,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
234,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
235,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
236,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 4, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 3, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,4,True,minvertexcover,3,graphs_paper1/paper1_3.pkl
