param_str,final_params
"[3.96826538,1.85973501,4.21357814,1.68392883,3.44942681,2.37290059,3.38032115,1.9098864,3.87218765,1.69764925,3.42892923,1.17103557,3.66173744,1.523812  ]","[3.96826538, 1.85973501, 4.21357814, 1.68392883, 3.44942681, 2.37290059, 3.38032115, 1.9098864, 3.87218765, 1.69764925, 3.42892923, 1.17103557, 3.66173744, 1.523812]"
"[3.43057005,2.31812155]","[3.43057005, 2.31812155]"
"[2.90265581,1.69293184,4.04827912,1.70381537,3.15410939,1.68137222,3.2717646,2.22690152,3.26965205,1.31633436,3.19758262,1.6032987,4.63018158,1.91168353]","[2.90265581, 1.69293184, 4.04827912, 1.70381537, 3.15410939, 1.68137222, 3.2717646, 2.22690152, 3.26965205, 1.31633436, 3.19758262, 1.6032987, 4.63018158, 1.91168353]"
"[3.58520967,2.7073032 ]","[3.58520967, 2.7073032]"
"[3.6067292,1.75274892,3.09414756,1.32687833,2.61756239,2.43761179,4.51517322,1.50562131]","[3.6067292, 1.75274892, 3.09414756, 1.32687833, 2.61756239, 2.43761179, 4.51517322, 1.50562131]"
"[3.98599594,2.28444018,2.82825861,3.47497299,2.55650992,2.93027257,2.97645436,1.73456109,3.14003602,1.67411742,3.22180582,2.90934892,3.07490067,3.01300612,3.37475556,1.17311708,3.04975312,1.24462176,4.82094348,1.22554487]","[3.98599594, 2.28444018, 2.82825861, 3.47497299, 2.55650992, 2.93027257, 2.97645436, 1.73456109, 3.14003602, 1.67411742, 3.22180582, 2.90934892, 3.07490067, 3.01300612, 3.37475556, 1.17311708, 3.04975312, 1.24462176, 4.82094348, 1.22554487]"
"[3.5701438,2.70219751]","[3.5701438, 2.70219751]"
"[3.4305113,2.3004648]","[3.4305113, 2.3004648]"
"[5.00376846,1.50162131,3.03293785,1.52988327,1.7651704,1.05747593,2.54752119,0.16639441,3.0738908,2.55139945,3.31647571,1.62533998,2.91544439,0.10280575]","[5.00376846, 1.50162131, 3.03293785, 1.52988327, 1.7651704, 1.05747593, 2.54752119, 0.16639441, 3.0738908, 2.55139945, 3.31647571, 1.62533998, 2.91544439, 0.10280575]"
"[3.99446408,1.94002167,2.72391516,1.47875899,3.43778817,1.71663704,3.84292273,1.4643769,3.48639728,1.72137544,3.06548138,1.99323614,2.76827589,1.7370485 ]","[3.99446408, 1.94002167, 2.72391516, 1.47875899, 3.43778817, 1.71663704, 3.84292273, 1.4643769, 3.48639728, 1.72137544, 3.06548138, 1.99323614, 2.76827589, 1.7370485]"
"[3.08421794,1.34795768,3.02829543,2.72857155,3.82770229,2.53406961,3.67342721,2.3719647 ]","[3.08421794, 1.34795768, 3.02829543, 2.72857155, 3.82770229, 2.53406961, 3.67342721, 2.3719647]"
"[3.49257184,2.4293318 ]","[3.49257184, 2.4293318]"
"[3.43057007,2.31812157]","[3.43057007, 2.31812157]"
"[4.2137429,1.62210194,2.78418683,1.70870401,2.71216813,1.60844686,3.23418325,1.59773269,3.17261059,1.59540359,3.19915071,1.60272684,3.02229571,1.79925033,3.08028068,1.48038353,3.76241465,1.93851478,4.05535592,2.53781367]","[4.2137429, 1.62210194, 2.78418683, 1.70870401, 2.71216813, 1.60844686, 3.23418325, 1.59773269, 3.17261059, 1.59540359, 3.19915071, 1.60272684, 3.02229571, 1.79925033, 3.08028068, 1.48038353, 3.76241465, 1.93851478, 4.05535592, 2.53781367]"
"[3.45824758,3.30893924,2.54860164,1.07979939,3.33811245,1.41370682,3.51129398,2.756147,3.63171339,1.6648473,3.05529324,1.91726136,3.90861418,0.28142044]","[3.45824758, 3.30893924, 2.54860164, 1.07979939, 3.33811245, 1.41370682, 3.51129398, 2.756147, 3.63171339, 1.6648473, 3.05529324, 1.91726136, 3.90861418, 0.28142044]"
"[4.16776509,1.33926069,2.69083001,1.63708925,3.0460781,1.16239491,2.73442451,2.0367722,2.01461355,1.79209941,3.48281898,1.8511414,3.02274293,3.03477701,4.26726341,1.71646062,3.10353824,1.68968265,3.3262435,3.30302387]","[4.16776509, 1.33926069, 2.69083001, 1.63708925, 3.0460781, 1.16239491, 2.73442451, 2.0367722, 2.01461355, 1.79209941, 3.48281898, 1.8511414, 3.02274293, 3.03477701, 4.26726341, 1.71646062, 3.10353824, 1.68968265, 3.3262435, 3.30302387]"
"[3.5701438,2.70219752]","[3.5701438, 2.70219752]"
"[3.43051129,2.30046479]","[3.43051129, 2.30046479]"
"[3.64514757,2.71618564,3.28077785,1.50027793,4.06355401,1.98641781,2.92990316,2.82672443,2.63049739,2.22815795,3.37258688,2.93034593,2.92593327,2.56504779]","[3.64514757, 2.71618564, 3.28077785, 1.50027793, 4.06355401, 1.98641781, 2.92990316, 2.82672443, 2.63049739, 2.22815795, 3.37258688, 2.93034593, 2.92593327, 2.56504779]"
"[4.0508827,1.56910265,2.80340124,2.15563766,3.26580805,1.21684307,3.77233799,1.3312456,3.86118512,2.00958786,3.42407807,1.92385548,3.0854921,2.18837213,3.19245638,1.1154152,3.37687592,1.40623015,4.32831936,1.76619565]","[4.0508827, 1.56910265, 2.80340124, 2.15563766, 3.26580805, 1.21684307, 3.77233799, 1.3312456, 3.86118512, 2.00958786, 3.42407807, 1.92385548, 3.0854921, 2.18837213, 3.19245638, 1.1154152, 3.37687592, 1.40623015, 4.32831936, 1.76619565]"
"[2.50928579,3.04735922,2.81335304,1.4813052,2.74444833,1.76399623,3.23831657,3.09758061,2.35572096,1.21695619,3.10316982,1.88883581,3.1486641,1.18662538]","[2.50928579, 3.04735922, 2.81335304, 1.4813052, 2.74444833, 1.76399623, 3.23831657, 3.09758061, 2.35572096, 1.21695619, 3.10316982, 1.88883581, 3.1486641, 1.18662538]"
"[4.13056258,1.50735583,2.94371698,2.12160386,4.05226059,1.98183398,3.3034186,2.09699855,2.8270883,2.00974534,2.76364521,1.70445363,3.89950964,1.31601059,3.6669924,1.31656645,4.8235249,2.43897583,4.54523199,1.60269295]","[4.13056258, 1.50735583, 2.94371698, 2.12160386, 4.05226059, 1.98183398, 3.3034186, 2.09699855, 2.8270883, 2.00974534, 2.76364521, 1.70445363, 3.89950964, 1.31601059, 3.6669924, 1.31656645, 4.8235249, 2.43897583, 4.54523199, 1.60269295]"
"[4.32966255,2.31981019,4.09602939,1.73416185,3.41756324,1.36466724,3.36909453,1.75359416,2.92214306,1.27202233,3.19018671,1.34069383,2.55367175,1.59423761,2.7156299,1.46326366,3.00463497,1.35018391,2.99236129,1.45706401]","[4.32966255, 2.31981019, 4.09602939, 1.73416185, 3.41756324, 1.36466724, 3.36909453, 1.75359416, 2.92214306, 1.27202233, 3.19018671, 1.34069383, 2.55367175, 1.59423761, 2.7156299, 1.46326366, 3.00463497, 1.35018391, 2.99236129, 1.45706401]"
"[3.78347479,1.37295682,3.69569113,0.56271486,2.62703038,1.18948052,3.05123184,2.89002533,2.87480175,1.45229682,3.1458586,1.72994318,3.13010404,1.76145395]","[3.78347479, 1.37295682, 3.69569113, 0.56271486, 2.62703038, 1.18948052, 3.05123184, 2.89002533, 2.87480175, 1.45229682, 3.1458586, 1.72994318, 3.13010404, 1.76145395]"
"[3.34234484,1.28750442,2.71611261,2.7966957,2.80132029,1.82758889,3.35462646,1.44866196,3.43389846,0.94309617,2.7558048,1.83700045,4.3739024,1.56306891,3.06212072,1.11832247,3.43295787,1.35158106,3.34854624,1.56415147]","[3.34234484, 1.28750442, 2.71611261, 2.7966957, 2.80132029, 1.82758889, 3.35462646, 1.44866196, 3.43389846, 0.94309617, 2.7558048, 1.83700045, 4.3739024, 1.56306891, 3.06212072, 1.11832247, 3.43295787, 1.35158106, 3.34854624, 1.56415147]"
"[4.16483846,1.35113949,2.87026895,1.81076721,3.46120415,2.26141504,3.94219532,1.51203231,3.22255154,1.51483579,3.49589249,1.50838832,3.2813413,0.84197704,2.83827044,1.86754358,3.09140911,1.78408616,4.08694119,1.7854193 ]","[4.16483846, 1.35113949, 2.87026895, 1.81076721, 3.46120415, 2.26141504, 3.94219532, 1.51203231, 3.22255154, 1.51483579, 3.49589249, 1.50838832, 3.2813413, 0.84197704, 2.83827044, 1.86754358, 3.09140911, 1.78408616, 4.08694119, 1.7854193]"
"[4.17140889,0.63542277,3.31437868,3.12569739,3.83118522,0.56912415,3.10872343,2.8082352,3.2630968,1.09918413,3.79630157,3.16707776,3.12491045,1.46819627]","[4.17140889, 0.63542277, 3.31437868, 3.12569739, 3.83118522, 0.56912415, 3.10872343, 2.8082352, 3.2630968, 1.09918413, 3.79630157, 3.16707776, 3.12491045, 1.46819627]"
"[3.49005475,2.44106013]","[3.49005475, 2.44106013]"
"[3.68381587,1.47635798,3.23271919,1.59088972,2.69992304,1.22095836,4.39284015,1.58855938]","[3.68381587, 1.47635798, 3.23271919, 1.59088972, 2.69992304, 1.22095836, 4.39284015, 1.58855938]"
"[3.58520965,2.70730321]","[3.58520965, 2.70730321]"
"[3.50168582,2.39574388]","[3.50168582, 2.39574388]"
"[3.68297341,1.66490309,3.17100287,1.45299957,3.55987394,1.49600948,3.69890175,1.6676316,3.03285289,1.20988201,3.01269168,1.65929737,2.93706359,1.22361866,3.09978628,1.74884407,2.93728039,1.58703561,3.17945147,1.23441763]","[3.68297341, 1.66490309, 3.17100287, 1.45299957, 3.55987394, 1.49600948, 3.69890175, 1.6676316, 3.03285289, 1.20988201, 3.01269168, 1.65929737, 2.93706359, 1.22361866, 3.09978628, 1.74884407, 2.93728039, 1.58703561, 3.17945147, 1.23441763]"
"[4.27003572,1.40053107,3.46739836,1.20673107,4.51824118,0.748371,2.79506854,1.49566758,2.4873876,1.86534453,2.53021369,3.02080407,2.93872793,1.45375782]","[4.27003572, 1.40053107, 3.46739836, 1.20673107, 4.51824118, 0.748371, 2.79506854, 1.49566758, 2.4873876, 1.86534453, 2.53021369, 3.02080407, 2.93872793, 1.45375782]"
"[3.5701438,2.7021975]","[3.5701438, 2.7021975]"
"[3.49005477,2.44106014]","[3.49005477, 2.44106014]"
"[4.28745346,1.35285409,3.14001814,2.43681156,3.14169233,1.94429895,3.14238856,1.45005068,3.16079725,1.90384986,3.22668882,1.4359063,4.52682456,1.83292821,4.49695696,1.67304293,4.15148207,2.19601384,3.48058018,2.76107208]","[4.28745346, 1.35285409, 3.14001814, 2.43681156, 3.14169233, 1.94429895, 3.14238856, 1.45005068, 3.16079725, 1.90384986, 3.22668882, 1.4359063, 4.52682456, 1.83292821, 4.49695696, 1.67304293, 4.15148207, 2.19601384, 3.48058018, 2.76107208]"
"[3.00151606,1.34821764,3.15058625,1.4917629,3.63727777,3.02646491,4.1352321,1.35505059]","[3.00151606, 1.34821764, 3.15058625, 1.4917629, 3.63727777, 3.02646491, 4.1352321, 1.35505059]"
"[4.23420789,1.71288525,4.19717599,2.82557287,4.89008243,1.51227037,2.695687,1.50982328,4.1219305,1.69873516,3.37932131,1.8206931,3.05644908,1.28579012]","[4.23420789, 1.71288525, 4.19717599, 2.82557287, 4.89008243, 1.51227037, 2.695687, 1.50982328, 4.1219305, 1.69873516, 3.37932131, 1.8206931, 3.05644908, 1.28579012]"
"[3.57014381,2.70219751]","[3.57014381, 2.70219751]"
"[3.43057008,2.31812155]","[3.43057008, 2.31812155]"
"[4.03899194,1.09129681,3.13652546,2.15843414,3.13684626,1.6989037,3.94645642,1.51070014,3.2035089,1.45438935,3.2300448,2.53244831,4.50049385,1.81049138,4.49468371,1.5042993,3.33136483,1.36167548,3.80160891,2.77499615]","[4.03899194, 1.09129681, 3.13652546, 2.15843414, 3.13684626, 1.6989037, 3.94645642, 1.51070014, 3.2035089, 1.45438935, 3.2300448, 2.53244831, 4.50049385, 1.81049138, 4.49468371, 1.5042993, 3.33136483, 1.36167548, 3.80160891, 2.77499615]"
"[3.23669734,2.63983671,3.64086222,1.51590124,3.39995858,1.79450436,3.4483262,2.56848177,3.34137459,2.59241752,2.89631492,1.33216995,2.87585709,2.73473365]","[3.23669734, 2.63983671, 3.64086222, 1.51590124, 3.39995858, 1.79450436, 3.4483262, 2.56848177, 3.34137459, 2.59241752, 2.89631492, 1.33216995, 2.87585709, 2.73473365]"
"[3.04869724,1.41975223,3.38653663,1.4916045,4.42394775,0.47803842,3.27531387,2.61350955,3.44185693,1.58645442,3.21135187,2.85893402,3.31674991,2.23762752]","[3.04869724, 1.41975223, 3.38653663, 1.4916045, 4.42394775, 0.47803842, 3.27531387, 2.61350955, 3.44185693, 1.58645442, 3.21135187, 2.85893402, 3.31674991, 2.23762752]"
"[3.84353632,2.7903054,2.90680794,1.52346481,3.08406484,1.32080291,3.02115646,1.56106628,3.11706326,1.6258888,2.86163052,2.79102131,3.50574429,1.9162857,4.22601012,1.65037624,3.03323656,2.46281779,4.70453126,1.3897086 ]","[3.84353632, 2.7903054, 2.90680794, 1.52346481, 3.08406484, 1.32080291, 3.02115646, 1.56106628, 3.11706326, 1.6258888, 2.86163052, 2.79102131, 3.50574429, 1.9162857, 4.22601012, 1.65037624, 3.03323656, 2.46281779, 4.70453126, 1.3897086]"
"[3.49005475,2.44106016]","[3.49005475, 2.44106016]"
"[4.16174973,1.43772465,3.02111163,1.71957424,3.63526724,1.10827771,2.55108678,1.33141971,2.69203977,1.35765519,3.00692864,1.37078042,2.84865492,2.47705415]","[4.16174973, 1.43772465, 3.02111163, 1.71957424, 3.63526724, 1.10827771, 2.55108678, 1.33141971, 2.69203977, 1.35765519, 3.00692864, 1.37078042, 2.84865492, 2.47705415]"
"[4.06067389,3.07828922,2.98541226,2.31989154,4.82175072,1.84719328,3.20893459,1.59177413,3.49639053,1.55435008,3.39981351,1.50767043,3.23465408,1.9044697 ]","[4.06067389, 3.07828922, 2.98541226, 2.31989154, 4.82175072, 1.84719328, 3.20893459, 1.59177413, 3.49639053, 1.55435008, 3.39981351, 1.50767043, 3.23465408, 1.9044697]"
"[3.41119783,1.69294053,2.61449117,2.59485889,4.99526818,2.31452016,2.96733936,1.61307237,2.77146034,2.07962415,2.8811517,2.13893649,3.18641411,2.52204559]","[3.41119783, 1.69294053, 2.61449117, 2.59485889, 4.99526818, 2.31452016, 2.96733936, 1.61307237, 2.77146034, 2.07962415, 2.8811517, 2.13893649, 3.18641411, 2.52204559]"
"[3.96442043,2.70104332,3.09307452,1.14450276,2.68362783,1.42048169,3.08500134,1.44867186,2.74991079,1.33276361,2.97066046,2.65859881,3.89046426,2.51925316,2.94364414,1.83467563,4.93785954,1.86358756,3.13929826,2.76940668]","[3.96442043, 2.70104332, 3.09307452, 1.14450276, 2.68362783, 1.42048169, 3.08500134, 1.44867186, 2.74991079, 1.33276361, 2.97066046, 2.65859881, 3.89046426, 2.51925316, 2.94364414, 1.83467563, 4.93785954, 1.86358756, 3.13929826, 2.76940668]"
"[3.97881747,1.45011502,3.0998158,1.41978415,2.90876391,1.58890648,3.15311217,2.06368272,3.7802686,1.55429138,3.32956545,1.54693774,3.92408375,1.61111015,3.89228063,2.19456639,3.31451081,2.01539625,2.97334778,1.56133106]","[3.97881747, 1.45011502, 3.0998158, 1.41978415, 2.90876391, 1.58890648, 3.15311217, 2.06368272, 3.7802686, 1.55429138, 3.32956545, 1.54693774, 3.92408375, 1.61111015, 3.89228063, 2.19456639, 3.31451081, 2.01539625, 2.97334778, 1.56133106]"
"[3.31911826,1.27280326]","[3.31911826, 1.27280326]"
"[3.17383915,1.51104855]","[3.17383915, 1.51104855]"
"[3.34322134,1.3836934 ]","[3.34322134, 1.3836934]"
"[3.02736018,1.57717483]","[3.02736018, 1.57717483]"
"[3.21961936,1.84854895]","[3.21961936, 1.84854895]"
"[3.29512238,1.25085322]","[3.29512238, 1.25085322]"
"[2.65332023,2.70663651]","[2.65332023, 2.70663651]"
"[3.6428361,2.75779832]","[3.6428361, 2.75779832]"
"[3.02163606,1.82948926]","[3.02163606, 1.82948926]"
"[3.62274593,0.33057935]","[3.62274593, 0.33057935]"
"[3.25747161,1.86367799]","[3.25747161, 1.86367799]"
"[3.19740312,1.87235901]","[3.19740312, 1.87235901]"
[ 5.76223634 -0.33743901],"[5.76223634, -0.33743901]"
"[3.6207502,2.70624495]","[3.6207502, 2.70624495]"
"[3.19845035,1.99348771]","[3.19845035, 1.99348771]"
"[2.62269363,2.71443359]","[2.62269363, 2.71443359]"
"[3.14604728,1.87559542]","[3.14604728, 1.87559542]"
"[3.19869562,1.68428097]","[3.19869562, 1.68428097]"
"[3.20003235,1.54059077]","[3.20003235, 1.54059077]"
"[3.61882323,2.74949355]","[3.61882323, 2.74949355]"
"[3.10855522,1.44879724]","[3.10855522, 1.44879724]"
"[3.18367044,1.47352049]","[3.18367044, 1.47352049]"
"[3.50808274,2.43050875]","[3.50808274, 2.43050875]"
"[3.06106784,1.13437639]","[3.06106784, 1.13437639]"
"[3.19822771,1.31284604]","[3.19822771, 1.31284604]"
"[3.29824897,1.45305467]","[3.29824897, 1.45305467]"
"[3.14648393,1.52705459]","[3.14648393, 1.52705459]"
"[2.94140233,1.11378357]","[2.94140233, 1.11378357]"
"[3.64686144,2.70634859]","[3.64686144, 2.70634859]"
"[3.10966906,1.29365281]","[3.10966906, 1.29365281]"
"[3.33187836,1.32803089]","[3.33187836, 1.32803089]"
"[3.06963113,1.38869153]","[3.06963113, 1.38869153]"
"[3.20220197,1.53048142]","[3.20220197, 1.53048142]"
"[3.34169299,1.477895  ]","[3.34169299, 1.477895]"
"[3.59020165,2.73253987]","[3.59020165, 2.73253987]"
"[3.68152712,2.75392104]","[3.68152712, 2.75392104]"
"[3.12732181,1.53044443]","[3.12732181, 1.53044443]"
"[3.26727465,1.50493075]","[3.26727465, 1.50493075]"
"[3.03658767,1.68169242]","[3.03658767, 1.68169242]"
"[3.09640529,1.27714201]","[3.09640529, 1.27714201]"
"[3.17109801,1.57564426]","[3.17109801, 1.57564426]"
"[3.64913164,2.74429568]","[3.64913164, 2.74429568]"
"[3.55088341,2.42865534]","[3.55088341, 2.42865534]"
"[2.7139126,2.42376135]","[2.7139126, 2.42376135]"
"[3.63547489,2.75715088]","[3.63547489, 2.75715088]"
"[3.26053463,1.75032799]","[3.26053463, 1.75032799]"
"[3.1912907,1.56525012]","[3.1912907, 1.56525012]"
"[3.1167956,1.4006225]","[3.1167956, 1.4006225]"
"[3.10801742,1.54256264]","[3.10801742, 1.54256264]"
"[3.29367156,2.59902273]","[3.29367156, 2.59902273]"
"[2.69950579,2.7035331 ]","[2.69950579, 2.7035331]"
"[3.67378269,2.73221101]","[3.67378269, 2.73221101]"
"[3.13779084,1.6427577 ]","[3.13779084, 1.6427577]"
"[3.25312279,1.75570568]","[3.25312279, 1.75570568]"
"[4.1333825,1.73497954]","[4.1333825, 1.73497954]"
"[3.19889485,1.5046486 ]","[3.19889485, 1.5046486]"
"[3.13959592,1.42317812]","[3.13959592, 1.42317812]"
"[3.64177578,2.7943162 ]","[3.64177578, 2.7943162]"
"[3.24811049,1.44253378]","[3.24811049, 1.44253378]"
"[3.19759044,1.53097292]","[3.19759044, 1.53097292]"
"[3.06759637,1.80452513]","[3.06759637, 1.80452513]"
"[3.15779688,1.46756676]","[3.15779688, 1.46756676]"
"[3.6662163,2.77588537]","[3.6662163, 2.77588537]"
"[3.1225907,1.56787505]","[3.1225907, 1.56787505]"
"[3.65756759,2.72581783]","[3.65756759, 2.72581783]"
"[3.02729628,1.87720823]","[3.02729628, 1.87720823]"
"[3.23386365,1.67733445]","[3.23386365, 1.67733445]"
"[3.11143326,1.47443719]","[3.11143326, 1.47443719]"
"[3.51718754,2.70539995]","[3.51718754, 2.70539995]"
"[3.16129992,1.32833867]","[3.16129992, 1.32833867]"
"[3.28592646,1.42949107]","[3.28592646, 1.42949107]"
"[3.66902031,2.74945205]","[3.66902031, 2.74945205]"
"[3.08206962,1.58423422]","[3.08206962, 1.58423422]"
"[3.3143177,1.26486474]","[3.3143177, 1.26486474]"
"[3.71329259,2.74247855]","[3.71329259, 2.74247855]"
"[3.1554168,1.6365797]","[3.1554168, 1.6365797]"
"[2.98523625,1.12970014]","[2.98523625, 1.12970014]"
"[3.13383101,1.40660185]","[3.13383101, 1.40660185]"
"[3.2269108,1.4453898]","[3.2269108, 1.4453898]"
"[3.18553292,1.96265751]","[3.18553292, 1.96265751]"
"[3.26662749,1.20479342]","[3.26662749, 1.20479342]"
"[3.68880385,2.72125467]","[3.68880385, 2.72125467]"
"[2.8913004,1.05524582]","[2.8913004, 1.05524582]"
"[3.15460879,1.47540314]","[3.15460879, 1.47540314]"
"[3.24148752,1.53188076]","[3.24148752, 1.53188076]"
"[3.1418131,1.36655126]","[3.1418131, 1.36655126]"
"[3.41954386,1.63418013]","[3.41954386, 1.63418013]"
"[3.15588647,1.35954222]","[3.15588647, 1.35954222]"
"[3.12952666,1.61633069]","[3.12952666, 1.61633069]"
"[3.41114913,2.77158318]","[3.41114913, 2.77158318]"
"[3.22858652,1.90677817]","[3.22858652, 1.90677817]"
"[3.63417068,2.74185921]","[3.63417068, 2.74185921]"
"[3.12972329,1.51716536]","[3.12972329, 1.51716536]"
"[3.24200331,1.74817194]","[3.24200331, 1.74817194]"
"[3.56427708,1.22971121]","[3.56427708, 1.22971121]"
"[2.62857061,2.67532236]","[2.62857061, 2.67532236]"
"[3.14913783,1.97469725]","[3.14913783, 1.97469725]"
"[3.2472152,1.56740269]","[3.2472152, 1.56740269]"
"[3.65407375,2.67165382]","[3.65407375, 2.67165382]"
"[3.20061933,1.55190948]","[3.20061933, 1.55190948]"
"[3.37087359,1.34987638]","[3.37087359, 1.34987638]"
"[3.12923615,1.44586839]","[3.12923615, 1.44586839]"
"[3.04436134,1.12608171]","[3.04436134, 1.12608171]"
"[3.32631662,1.50056058]","[3.32631662, 1.50056058]"
"[2.68817751,2.69117033]","[2.68817751, 2.69117033]"
"[3.30769949,1.37410283]","[3.30769949, 1.37410283]"
"[3.61363474,2.74739727]","[3.61363474, 2.74739727]"
"[3.61078365,2.72335364]","[3.61078365, 2.72335364]"
"[2.99526978,1.15766669]","[2.99526978, 1.15766669]"
"[4.07424117,1.65546225]","[4.07424117, 1.65546225]"
"[3.33501663,1.42633036]","[3.33501663, 1.42633036]"
"[3.14213231,1.63583579]","[3.14213231, 1.63583579]"
"[3.15895446,1.40983822]","[3.15895446, 1.40983822]"
"[3.2032479,1.52962803]","[3.2032479, 1.52962803]"
"[3.58271977,2.74734731]","[3.58271977, 2.74734731]"
"[3.51612558,2.40378226]","[3.51612558, 2.40378226]"
"[3.56873498,2.69418487]","[3.56873498, 2.69418487]"
"[3.53791144,2.43399393]","[3.53791144, 2.43399393]"
"[3.45768331,2.33052642]","[3.45768331, 2.33052642]"
"[3.52038243,2.39534285]","[3.52038243, 2.39534285]"
"[3.68133243,2.74093429]","[3.68133243, 2.74093429]"
"[3.58335533,2.65964506]","[3.58335533, 2.65964506]"
"[3.57844502,2.72622473]","[3.57844502, 2.72622473]"
"[3.6246534,2.66970343]","[3.6246534, 2.66970343]"
"[3.5240028,2.71360336]","[3.5240028, 2.71360336]"
"[3.31912599,1.59826193]","[3.31912599, 1.59826193]"
"[3.58482163,2.74630022]","[3.58482163, 2.74630022]"
"[3.4451205,2.2773349]","[3.4451205, 2.2773349]"
"[3.56575867,2.70347384]","[3.56575867, 2.70347384]"
"[3.56513212,2.69015188]","[3.56513212, 2.69015188]"
"[3.62370223,2.69990068]","[3.62370223, 2.69990068]"
"[3.22702836,1.29134683]","[3.22702836, 1.29134683]"
"[3.53642539,2.70598257]","[3.53642539, 2.70598257]"
"[3.35908089,1.60559609]","[3.35908089, 1.60559609]"
"[3.6414865,2.68121637]","[3.6414865, 2.68121637]"
"[3.60307093,2.71282894]","[3.60307093, 2.71282894]"
"[3.49265423,2.4257287 ]","[3.49265423, 2.4257287]"
"[3.46424225,2.32810933]","[3.46424225, 2.32810933]"
"[3.57988554,2.73532681]","[3.57988554, 2.73532681]"
"[3.72351493,1.76423443,3.09380802,1.56157903,2.75441688,1.60947659,4.17769658,1.84868468]","[3.72351493, 1.76423443, 3.09380802, 1.56157903, 2.75441688, 1.60947659, 4.17769658, 1.84868468]"
"[3.29449484,1.54094452,3.13837975,1.55552031,3.96573502,2.64588467,4.29057206,2.47673828]","[3.29449484, 1.54094452, 3.13837975, 1.55552031, 3.96573502, 2.64588467, 4.29057206, 2.47673828]"
"[3.18390197,1.50862055,2.99964439,1.4966734,4.38177106,1.55945522,4.28934523,1.59587787]","[3.18390197, 1.50862055, 2.99964439, 1.4966734, 4.38177106, 1.55945522, 4.28934523, 1.59587787]"
"[3.68005772,1.3350935,2.90178055,1.58472072,2.67234635,2.01712671,3.28514973,2.62408835]","[3.68005772, 1.3350935, 2.90178055, 1.58472072, 2.67234635, 2.01712671, 3.28514973, 2.62408835]"
"[3.67528005,3.18178784,3.19907293,2.76431291,3.90235147,1.90959471,3.31393224,1.55809327]","[3.67528005, 3.18178784, 3.19907293, 2.76431291, 3.90235147, 1.90959471, 3.31393224, 1.55809327]"
"[3.10292201,1.48078483,3.21269269,1.60258629,4.41707808,1.64119757,3.86470149,1.50928792]","[3.10292201, 1.48078483, 3.21269269, 1.60258629, 4.41707808, 1.64119757, 3.86470149, 1.50928792]"
"[3.63369011,1.42605626,3.11265578,1.6396866,2.74540341,1.52952097,3.78252484,2.03958827]","[3.63369011, 1.42605626, 3.11265578, 1.6396866, 2.74540341, 1.52952097, 3.78252484, 2.03958827]"
"[2.67665641,3.11357209,4.3028582,1.27208921,3.10876305,1.18066559,2.50971659,3.17044838]","[2.67665641, 3.11357209, 4.3028582, 1.27208921, 3.10876305, 1.18066559, 2.50971659, 3.17044838]"
"[4.24963978,1.49181318,4.52879397,1.73299095,2.68580997,1.58141107,4.0075905,1.40717781]","[4.24963978, 1.49181318, 4.52879397, 1.73299095, 2.68580997, 1.58141107, 4.0075905, 1.40717781]"
"[4.3467042,3.1220462,3.14682597,1.5840423,3.22672987,1.80040616,2.93646965,1.38111004]","[4.3467042, 3.1220462, 3.14682597, 1.5840423, 3.22672987, 1.80040616, 2.93646965, 1.38111004]"
"[3.15146429,1.56180981,3.56142029,1.50115181,4.17967099,1.68035795,3.07535116,2.5996805 ]","[3.15146429, 1.56180981, 3.56142029, 1.50115181, 4.17967099, 1.68035795, 3.07535116, 2.5996805]"
"[3.20835889,2.933919,3.26022758,3.04455732,3.97584493,2.6306777,3.46313622,1.19278564]","[3.20835889, 2.933919, 3.26022758, 3.04455732, 3.97584493, 2.6306777, 3.46313622, 1.19278564]"
"[2.57486173,1.82025614,3.82312778,1.56927935,3.24041703,1.47680871,2.99142402,2.76200956]","[2.57486173, 1.82025614, 3.82312778, 1.56927935, 3.24041703, 1.47680871, 2.99142402, 2.76200956]"
"[3.21327689,1.15021208,3.15333403,1.55500391,4.22619972,1.62515078,4.28669061,1.34051988]","[3.21327689, 1.15021208, 3.15333403, 1.55500391, 4.22619972, 1.62515078, 4.28669061, 1.34051988]"
"[2.78819581,1.57435493,2.9530799,1.55264867,2.6923934,0.99489562,3.14213354,1.71168412]","[2.78819581, 1.57435493, 2.9530799, 1.55264867, 2.6923934, 0.99489562, 3.14213354, 1.71168412]"
"[3.16979162,1.83296301,3.24317256,1.64182751,4.28727365,1.71443773,4.72877642,1.22302326]","[3.16979162, 1.83296301, 3.24317256, 1.64182751, 4.28727365, 1.71443773, 4.72877642, 1.22302326]"
"[2.40856027,3.24501196,4.51759974,1.25961262,2.9544641,1.27795987,2.24942901,3.14868358]","[2.40856027, 3.24501196, 4.51759974, 1.25961262, 2.9544641, 1.27795987, 2.24942901, 3.14868358]"
"[4.1927562,1.61818664,4.74758385,1.31617133,2.65994927,1.01421712,4.39644436,1.49777904]","[4.1927562, 1.61818664, 4.74758385, 1.31617133, 2.65994927, 1.01421712, 4.39644436, 1.49777904]"
