,qaoa_variant,warm_start,errors,depth,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,obj_func_evolution,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal
20,vanilla,True,False,1,False,5,>>graph6<<Dm{,14.48607611656189,51,"[array(0.0776), array(-0.9055), array(-0.00185), array(-0.75195), array(-1.25075), array(-0.89095), array(-1.0946), array(-1.13765), array(-1.2439), array(-1.2596), array(-1.2391), array(-1.26045), array(-1.2623), array(-1.2683), array(-1.27775), array(-1.2724), array(-1.2613), array(-1.25945), array(-1.25845), array(-1.2709), array(-1.26965), array(-1.26145), array(-1.27795), array(-1.2626), array(-1.2708), array(-1.26965), array(-1.28855), array(-1.25315), array(-1.27945), array(-1.28195), array(-1.2709), array(-1.2795), array(-1.26885), array(-1.259), array(-1.26635), array(-1.26225), array(-1.2728), array(-1.2764), array(-1.267), array(-1.2696), array(-1.2747), array(-1.27305), array(-1.2595), array(-1.2706), array(-1.2767), array(-1.2539), array(-1.26045), array(-1.2695), array(-1.27005), array(-1.2743), array(-1.2774)]","[0, 1, 1, 1, 0]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[3.53106589 0.40948177],0.7757000000000001
21,vanilla,False,False,1,False,5,>>graph6<<Dm{,23.82292413711548,48,"[array(0.11865), array(-0.1257), array(-0.777), array(0.13435), array(0.4327), array(-0.3063), array(-0.5292), array(-0.75975), array(-0.77935), array(-0.7289), array(-0.8329), array(-0.7752), array(-0.8206), array(-0.7912), array(-0.7968), array(-0.81195), array(-0.799), array(-0.8246), array(-0.81895), array(-0.8111), array(-0.80975), array(-0.8096), array(-0.818), array(-0.8078), array(-0.8133), array(-0.81015), array(-0.8107), array(-0.80745), array(-0.80285), array(-0.807), array(-0.81305), array(-0.81135), array(-0.8027), array(-0.7932), array(-0.8144), array(-0.80305), array(-0.80215), array(-0.8082), array(-0.79845), array(-0.82365), array(-0.80695), array(-0.811), array(-0.81435), array(-0.79865), array(-0.79165), array(-0.8294), array(-0.8234), array(-0.8131)]","[0, 1, 1, 1, 0]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[1.24197926 1.00380958],0.2885
22,vanilla,True,False,1,False,5,>>graph6<<DkO,12.717580795288086,48,"[array(-0.4545), array(0.22045), array(-0.5601), array(-0.27155), array(-0.24775), array(-0.6487), array(-0.63785), array(-0.60095), array(-0.61685), array(-0.6427), array(-0.64495), array(-0.63735), array(-0.6398), array(-0.64895), array(-0.6583), array(-0.63975), array(-0.63195), array(-0.638), array(-0.6446), array(-0.64065), array(-0.64), array(-0.6377), array(-0.63565), array(-0.6465), array(-0.6255), array(-0.64025), array(-0.63395), array(-0.6361), array(-0.6195), array(-0.6512), array(-0.63825), array(-0.6364), array(-0.6477), array(-0.64115), array(-0.63155), array(-0.6466), array(-0.62705), array(-0.62515), array(-0.6465), array(-0.63555), array(-0.63345), array(-0.6361), array(-0.653), array(-0.64415), array(-0.63735), array(-0.64245), array(-0.64445), array(-0.64395)]","[1, 0, 0, 1, 0]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[0.86451809 3.25477116],0.2953
23,vanilla,True,False,1,False,5,>>graph6<<Dm{,13.708955526351929,53,"[array(-0.35575), array(-0.0124), array(-0.03015), array(-0.1665), array(-0.44465), array(-0.7124), array(-0.922), array(-0.74605), array(-0.60635), array(-0.7869), array(-0.90455), array(-0.9276), array(-0.9183), array(-0.90485), array(-0.9197), array(-0.91605), array(-0.9055), array(-0.9161), array(-0.9191), array(-0.9201), array(-0.8921), array(-0.9211), array(-0.92315), array(-0.91555), array(-0.90455), array(-0.903), array(-0.91385), array(-0.91205), array(-0.91585), array(-0.92035), array(-0.91535), array(-0.92865), array(-0.92175), array(-0.92015), array(-0.9101), array(-0.923), array(-0.9055), array(-0.91785), array(-0.921), array(-0.918), array(-0.9161), array(-0.92065), array(-0.9286), array(-0.91935), array(-0.9137), array(-0.9205), array(-0.92475), array(-0.93065), array(-0.9274), array(-0.91705), array(-0.9135), array(-0.90345), array(-0.9094)]","[1, 0, 0, 0, 1]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[0.68397923 0.95346991],0.3942
24,vanilla,False,False,1,False,5,>>graph6<<DkO,12.144129514694214,55,"[array(0.04425), array(0.19275), array(0.06145), array(-0.17385), array(0.14875), array(-0.02905), array(-0.01825), array(-0.16855), array(-0.24185), array(-0.32615), array(-0.40065), array(-0.4653), array(-0.4806), array(-0.57875), array(-0.5644), array(-0.5833), array(-0.6001), array(-0.61845), array(-0.6403), array(-0.6158), array(-0.6186), array(-0.6257), array(-0.61005), array(-0.63055), array(-0.63895), array(-0.6008), array(-0.6084), array(-0.6146), array(-0.62105), array(-0.61255), array(-0.6247), array(-0.62095), array(-0.6177), array(-0.61825), array(-0.6363), array(-0.62605), array(-0.60705), array(-0.63265), array(-0.61865), array(-0.6125), array(-0.6301), array(-0.6116), array(-0.60945), array(-0.6146), array(-0.6117), array(-0.62495), array(-0.6222), array(-0.622), array(-0.617), array(-0.62515), array(-0.61535), array(-0.62305), array(-0.6362), array(-0.615), array(-0.60765)]","[0, 1, 1, 0, 1]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[2.73555132 1.07209256],0.2439
25,vanilla,False,False,1,False,5,>>graph6<<Dm{,10.613191604614258,47,"[array(-0.1905), array(1.2588), array(-0.07865), array(-0.14485), array(1.28965), array(-0.7968), array(-0.43325), array(-0.79765), array(-0.4332), array(-0.5998), array(-0.78895), array(-0.7787), array(-0.8014), array(-0.8), array(-0.77275), array(-0.79815), array(-0.80535), array(-0.79385), array(-0.78695), array(-0.7966), array(-0.7743), array(-0.7924), array(-0.7934), array(-0.78785), array(-0.7799), array(-0.7875), array(-0.79735), array(-0.763), array(-0.7932), array(-0.7889), array(-0.7883), array(-0.79735), array(-0.7983), array(-0.78625), array(-0.79385), array(-0.7846), array(-0.78455), array(-0.76915), array(-0.7951), array(-0.7767), array(-0.7848), array(-0.8014), array(-0.7901), array(-0.79025), array(-0.78345), array(-0.77825), array(-0.7831)]","[0, 1, 1, 1, 0]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[1.19518068 0.84736658],0.27090000000000003
26,vanilla,True,False,1,False,5,>>graph6<<DkO,10.968835830688477,56,"[array(-0.22255), array(0.3775), array(-0.0744), array(-0.3197), array(-0.64785), array(-0.9989), array(-0.37575), array(-0.58205), array(-0.5251), array(-0.9672), array(-1.02875), array(-0.9726), array(-0.97445), array(-1.0058), array(-1.0186), array(-1.0104), array(-1.0068), array(-1.02905), array(-1.0097), array(-1.0315), array(-1.02625), array(-1.02365), array(-1.02415), array(-1.01975), array(-1.02205), array(-1.0196), array(-1.0264), array(-1.03345), array(-1.01985), array(-1.0306), array(-1.02425), array(-1.03625), array(-1.02845), array(-1.02975), array(-1.0216), array(-1.0354), array(-1.0149), array(-1.035), array(-1.03155), array(-1.0255), array(-1.02475), array(-1.03145), array(-1.03125), array(-1.02325), array(-1.03755), array(-1.03675), array(-1.02775), array(-1.02805), array(-1.0311), array(-1.0314), array(-1.03165), array(-1.03105), array(-1.0321), array(-1.0155), array(-1.02455), array(-1.0323)]","[0, 1, 1, 0, 1]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[ 2.70701994 -0.46166574],0.7569
27,vanilla,True,False,1,False,5,>>graph6<<Dm{,11.18187427520752,54,"[array(0.08255), array(0.20115), array(0.00685), array(-0.301), array(-0.20545), array(-0.15655), array(-0.4341), array(-0.4877), array(-0.63995), array(-0.80075), array(-0.8779), array(-0.86215), array(-0.8484), array(-0.8315), array(-0.8794), array(-0.90455), array(-0.9079), array(-0.9371), array(-0.9083), array(-0.9249), array(-0.9176), array(-0.9308), array(-0.9291), array(-0.92205), array(-0.92665), array(-0.90795), array(-0.9227), array(-0.90945), array(-0.9156), array(-0.91405), array(-0.9118), array(-0.91215), array(-0.9198), array(-0.92375), array(-0.89075), array(-0.92495), array(-0.92065), array(-0.90945), array(-0.913), array(-0.91245), array(-0.9124), array(-0.91655), array(-0.9294), array(-0.91585), array(-0.90585), array(-0.9283), array(-0.91945), array(-0.91485), array(-0.929), array(-0.91685), array(-0.9161), array(-0.9218), array(-0.93005), array(-0.90665)]","[1, 0, 0, 0, 1]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[0.65873829 1.20142771],0.4355
28,vanilla,False,False,1,False,5,>>graph6<<DkO,8.750551700592041,50,"[array(0.60315), array(-0.46), array(-0.19305), array(0.07985), array(0.5027), array(-0.5625), array(-0.5142), array(-0.2975), array(-0.4621), array(-0.5561), array(-0.59345), array(-0.58535), array(-0.6004), array(-0.57235), array(-0.5968), array(-0.5899), array(-0.58455), array(-0.59385), array(-0.57885), array(-0.5931), array(-0.6068), array(-0.59155), array(-0.5892), array(-0.5754), array(-0.5983), array(-0.57865), array(-0.59385), array(-0.5834), array(-0.5887), array(-0.59055), array(-0.5944), array(-0.59515), array(-0.5889), array(-0.57655), array(-0.5722), array(-0.5998), array(-0.57315), array(-0.5859), array(-0.5973), array(-0.58835), array(-0.5839), array(-0.5942), array(-0.60175), array(-0.6091), array(-0.5892), array(-0.60445), array(-0.57465), array(-0.58395), array(-0.5959), array(-0.587)]","[0, 1, 1, 0, 1]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[5.90972541 2.82620693],0.2232
29,vanilla,False,False,1,False,5,>>graph6<<Dm{,10.859132528305054,48,"[array(1.07055), array(-0.7572), array(-0.221), array(0.83615), array(0.8272), array(-0.4941), array(-0.64725), array(-0.53095), array(-0.7422), array(-0.7682), array(-0.7859), array(-0.77365), array(-0.74985), array(-0.77905), array(-0.7812), array(-0.76715), array(-0.78135), array(-0.77125), array(-0.7688), array(-0.78265), array(-0.7949), array(-0.7725), array(-0.79095), array(-0.7716), array(-0.7843), array(-0.7891), array(-0.7937), array(-0.78595), array(-0.78165), array(-0.77835), array(-0.77725), array(-0.7667), array(-0.7735), array(-0.7699), array(-0.78595), array(-0.7801), array(-0.781), array(-0.791), array(-0.7897), array(-0.7691), array(-0.7722), array(-0.7856), array(-0.7619), array(-0.7698), array(-0.7936), array(-0.75445), array(-0.79095), array(-0.77285)]","[1, 0, 0, 0, 1]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[5.92725606 1.15103184],0.29400000000000004
30,vanilla,True,False,1,False,5,>>graph6<<DkO,11.073301315307617,49,"[array(0.00315), array(0.45395), array(-0.0869), array(-0.1336), array(-0.1802), array(-0.33245), array(0.2675), array(-0.26415), array(-0.3918), array(-0.39225), array(-0.3767), array(-0.3447), array(-0.38835), array(-0.3862), array(-0.3705), array(-0.3642), array(-0.37065), array(-0.37965), array(-0.37235), array(-0.3784), array(-0.3712), array(-0.3823), array(-0.36565), array(-0.3793), array(-0.39485), array(-0.38255), array(-0.36775), array(-0.385), array(-0.37775), array(-0.3864), array(-0.36655), array(-0.38085), array(-0.38315), array(-0.3725), array(-0.38365), array(-0.37335), array(-0.38245), array(-0.38205), array(-0.3841), array(-0.3816), array(-0.3838), array(-0.3819), array(-0.3815), array(-0.3703), array(-0.37975), array(-0.36755), array(-0.38165), array(-0.37705), array(-0.38805)]","[1, 0, 0, 0, 0]",2.25,"[1.0, 0, 0, 1.0, 0]",2.5,[2.67727166 5.16893632],0.0875
31,vanilla,True,False,1,False,5,>>graph6<<Dm{,12.220797061920166,56,"[array(-0.21545), array(-0.1924), array(-0.2094), array(-0.0533), array(-0.14895), array(-0.2167), array(-0.1678), array(-0.2838), array(-0.35665), array(-0.42935), array(-0.45895), array(-0.7135), array(-0.8169), array(-0.8925), array(-0.7012), array(-0.91775), array(-0.9411), array(-0.92555), array(-0.9259), array(-0.91895), array(-0.9195), array(-0.92235), array(-0.92495), array(-0.93895), array(-0.92675), array(-0.9102), array(-0.91255), array(-0.92865), array(-0.94125), array(-0.9205), array(-0.9171), array(-0.92035), array(-0.9123), array(-0.92), array(-0.9228), array(-0.92), array(-0.92445), array(-0.913), array(-0.93635), array(-0.9197), array(-0.91325), array(-0.92615), array(-0.9227), array(-0.93785), array(-0.92705), array(-0.9343), array(-0.9252), array(-0.92195), array(-0.9329), array(-0.9217), array(-0.9194), array(-0.9223), array(-0.9159), array(-0.9309), array(-0.92215), array(-0.9299)]","[1, 0, 0, 0, 1]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[0.68645075 1.10327403],0.42600000000000005
32,vanilla,False,False,1,False,5,>>graph6<<DkO,9.915060043334961,55,"[array(-0.0236), array(0.16445), array(-0.07135), array(-0.3701), array(0.60795), array(0.4012), array(-0.13895), array(-0.6233), array(-0.3136), array(-0.5964), array(-0.3022), array(-0.51915), array(-0.622), array(-0.6205), array(-0.6351), array(-0.6098), array(-0.62875), array(-0.62825), array(-0.61405), array(-0.62335), array(-0.63385), array(-0.62525), array(-0.62855), array(-0.61495), array(-0.6214), array(-0.62205), array(-0.61645), array(-0.636), array(-0.61155), array(-0.6226), array(-0.6183), array(-0.6187), array(-0.62235), array(-0.62425), array(-0.6163), array(-0.6356), array(-0.6206), array(-0.61255), array(-0.62765), array(-0.61835), array(-0.61915), array(-0.62515), array(-0.6298), array(-0.61765), array(-0.63545), array(-0.62535), array(-0.60785), array(-0.61785), array(-0.63225), array(-0.62585), array(-0.6137), array(-0.62105), array(-0.6423), array(-0.6105), array(-0.62765)]","[1, 0, 0, 1, 0]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[-0.42500144  1.46133444],0.289
33,vanilla,False,False,1,False,5,>>graph6<<Dm{,7.945500612258911,48,"[array(0.71485), array(-0.7663), array(-0.26855), array(1.0447), array(0.32695), array(-0.11435), array(-0.7017), array(-0.78965), array(-0.754), array(-0.7233), array(-0.81175), array(-0.8025), array(-0.79325), array(-0.79035), array(-0.80775), array(-0.78645), array(-0.7927), array(-0.7849), array(-0.8168), array(-0.79765), array(-0.806), array(-0.7889), array(-0.7915), array(-0.79925), array(-0.7876), array(-0.7871), array(-0.79875), array(-0.81015), array(-0.79655), array(-0.79695), array(-0.78875), array(-0.79875), array(-0.79925), array(-0.79365), array(-0.8215), array(-0.80465), array(-0.78225), array(-0.79825), array(-0.7868), array(-0.8096), array(-0.80495), array(-0.8042), array(-0.7958), array(-0.79385), array(-0.7992), array(-0.79765), array(-0.78855), array(-0.80085)]","[0, 1, 1, 1, 0]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[1.26678744 1.04596665],0.2697
34,vanilla,True,False,1,False,5,>>graph6<<DkO,9.397035360336304,48,"[array(-1.00345), array(-0.5785), array(-0.298), array(-1.00735), array(-0.7794), array(-0.601), array(-0.85375), array(-0.9774), array(-0.98595), array(-1.0107), array(-1.03215), array(-1.02345), array(-1.0145), array(-1.02605), array(-1.0142), array(-1.02475), array(-1.0111), array(-1.02795), array(-1.0138), array(-1.01725), array(-1.03635), array(-1.01605), array(-1.02315), array(-1.01345), array(-1.0322), array(-1.02095), array(-1.01965), array(-1.0174), array(-1.0328), array(-1.01625), array(-1.0284), array(-1.02495), array(-1.01145), array(-1.0287), array(-1.0229), array(-1.0351), array(-1.0307), array(-1.0211), array(-1.01985), array(-1.02205), array(-1.02225), array(-1.0109), array(-1.01835), array(-1.02685), array(-1.0169), array(-1.00435), array(-1.02575), array(-1.0285)]","[0, 1, 1, 0, 1]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[ 2.65485498 -0.45305575],0.7483
35,vanilla,True,False,1,False,5,>>graph6<<Dm{,10.555013656616211,54,"[array(-0.13745), array(-1.00375), array(0.0648), array(-0.5629), array(-1.18895), array(-0.9699), array(-1.06465), array(-1.15035), array(-1.13485), array(-1.2368), array(-1.2393), array(-1.20645), array(-1.2347), array(-1.22095), array(-1.2169), array(-1.2397), array(-1.23285), array(-1.23245), array(-1.2256), array(-1.23715), array(-1.25305), array(-1.2335), array(-1.2355), array(-1.2273), array(-1.2422), array(-1.22965), array(-1.22065), array(-1.23995), array(-1.2379), array(-1.233), array(-1.23965), array(-1.23745), array(-1.23), array(-1.22455), array(-1.226), array(-1.2319), array(-1.22735), array(-1.2383), array(-1.23695), array(-1.2367), array(-1.23255), array(-1.2412), array(-1.2248), array(-1.2253), array(-1.25285), array(-1.2308), array(-1.2313), array(-1.22815), array(-1.2215), array(-1.23655), array(-1.22495), array(-1.23395), array(-1.22175), array(-1.23135)]","[0, 1, 1, 1, 0]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[3.08642165 0.03840237],0.7897
36,vanilla,False,False,1,False,5,>>graph6<<DkO,8.431219577789307,51,"[array(-0.1702), array(0.5631), array(-0.1998), array(-0.29465), array(0.5578), array(-0.366), array(-0.57445), array(-0.45165), array(-0.4993), array(-0.46705), array(-0.5572), array(-0.57435), array(-0.5535), array(-0.5762), array(-0.57525), array(-0.55985), array(-0.5673), array(-0.5576), array(-0.55045), array(-0.5674), array(-0.56315), array(-0.56965), array(-0.5676), array(-0.57095), array(-0.5492), array(-0.55445), array(-0.5558), array(-0.56175), array(-0.5761), array(-0.5879), array(-0.56925), array(-0.5698), array(-0.5493), array(-0.56025), array(-0.5605), array(-0.5559), array(-0.54905), array(-0.5642), array(-0.57815), array(-0.5723), array(-0.57345), array(-0.5611), array(-0.58135), array(-0.5781), array(-0.54675), array(-0.57315), array(-0.5678), array(-0.56415), array(-0.56485), array(-0.5642), array(-0.5739)]","[1, 0, 0, 1, 0]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[4.39025229 1.83108843],0.23620000000000002
37,vanilla,False,False,1,False,5,>>graph6<<Dm{,8.077014446258545,52,"[array(-0.08965), array(0.0105), array(-0.2437), array(-0.33605), array(-0.0683), array(0.1688), array(-0.39105), array(-0.37005), array(-0.31405), array(-0.35475), array(-0.40575), array(-0.3851), array(-0.3761), array(-0.41845), array(-0.3891), array(-0.386), array(-0.4136), array(-0.4107), array(-0.40745), array(-0.4242), array(-0.3992), array(-0.3886), array(-0.419), array(-0.3844), array(-0.3948), array(-0.4048), array(-0.40305), array(-0.39465), array(-0.3972), array(-0.38975), array(-0.38305), array(-0.3976), array(-0.40775), array(-0.41405), array(-0.40025), array(-0.40115), array(-0.3935), array(-0.4081), array(-0.40555), array(-0.41255), array(-0.39865), array(-0.40955), array(-0.4006), array(-0.37435), array(-0.3944), array(-0.41335), array(-0.4101), array(-0.38895), array(-0.4084), array(-0.4168), array(-0.3905), array(-0.4073)]","[0, 1, 1, 1, 0]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[2.03082796 4.59798957],0.2152
38,vanilla,True,False,1,False,5,>>graph6<<DkO,10.234579801559448,57,"[array(0.24135), array(0.03955), array(0.07865), array(-0.4051), array(-0.0881), array(-0.0784), array(-0.62425), array(-0.64005), array(-0.6487), array(-0.62015), array(-0.61585), array(-0.63305), array(-0.65395), array(-0.65995), array(-0.66895), array(-0.6601), array(-0.6683), array(-0.675), array(-0.66555), array(-0.66185), array(-0.6867), array(-0.6751), array(-0.67795), array(-0.67025), array(-0.67195), array(-0.66735), array(-0.67475), array(-0.6797), array(-0.6739), array(-0.66425), array(-0.6743), array(-0.6809), array(-0.6744), array(-0.6703), array(-0.666), array(-0.6715), array(-0.68405), array(-0.66495), array(-0.67425), array(-0.67735), array(-0.66065), array(-0.66365), array(-0.68305), array(-0.6652), array(-0.68115), array(-0.67775), array(-0.65885), array(-0.6535), array(-0.6554), array(-0.66245), array(-0.65765), array(-0.68285), array(-0.66535), array(-0.67915), array(-0.669), array(-0.65665), array(-0.67755)]","[1, 0, 0, 1, 0]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[6.9940347 1.2958335],0.3242
39,vanilla,False,False,1,False,5,>>graph6<<DkO,7.5064239501953125,49,"[array(-0.38735), array(0.5725), array(-0.3783), array(-0.0546), array(0.54135), array(-0.5674), array(-0.1901), array(-0.5607), array(-0.2099), array(-0.43775), array(-0.5557), array(-0.54545), array(-0.55175), array(-0.55795), array(-0.5558), array(-0.55435), array(-0.55945), array(-0.55655), array(-0.5593), array(-0.5543), array(-0.54645), array(-0.54575), array(-0.55105), array(-0.558), array(-0.55985), array(-0.5676), array(-0.56205), array(-0.55705), array(-0.5692), array(-0.56525), array(-0.5637), array(-0.545), array(-0.5593), array(-0.5604), array(-0.57395), array(-0.5617), array(-0.56085), array(-0.5618), array(-0.55875), array(-0.55005), array(-0.5552), array(-0.5466), array(-0.56165), array(-0.5742), array(-0.5578), array(-0.5649), array(-0.5526), array(-0.5438), array(-0.55835)]","[0, 1, 1, 0, 1]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[5.93553262 2.27021274],0.2362
40,vanilla,True,False,1,False,5,>>graph6<<Dm{,11.079848527908325,52,"[array(-0.3392), array(-0.29565), array(-0.41145), array(-0.0909), array(-0.54195), array(-0.4918), array(-0.5213), array(-0.4763), array(-0.5653), array(-0.5083), array(-0.5621), array(-0.54535), array(-0.5835), array(-0.5871), array(-0.5702), array(-0.5491), array(-0.57615), array(-0.56105), array(-0.55765), array(-0.5732), array(-0.54395), array(-0.59565), array(-0.5767), array(-0.5694), array(-0.5626), array(-0.5892), array(-0.5909), array(-0.5682), array(-0.57615), array(-0.5642), array(-0.58895), array(-0.57825), array(-0.56285), array(-0.5776), array(-0.55595), array(-0.58485), array(-0.5863), array(-0.5577), array(-0.57845), array(-0.576), array(-0.58185), array(-0.59255), array(-0.56125), array(-0.59895), array(-0.5971), array(-0.56045), array(-0.5845), array(-0.5732), array(-0.56775), array(-0.60415), array(-0.60135), array(-0.57105)]","[1, 0, 0, 0, 1]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[5.48523427 4.00093956],0.44780000000000003
41,vanilla,False,False,1,False,5,>>graph6<<Dm{,18.069323778152466,46,"[array(-0.0926), array(-0.2578), array(-0.45605), array(0.00285), array(0.02285), array(-0.34695), array(-0.48085), array(-0.3972), array(-0.43805), array(-0.4658), array(-0.44), array(-0.41755), array(-0.4557), array(-0.45735), array(-0.46385), array(-0.4673), array(-0.4379), array(-0.4359), array(-0.43855), array(-0.43105), array(-0.4466), array(-0.4263), array(-0.44505), array(-0.4392), array(-0.4487), array(-0.44285), array(-0.45215), array(-0.4491), array(-0.4903), array(-0.4334), array(-0.43335), array(-0.4653), array(-0.4449), array(-0.4259), array(-0.45645), array(-0.4519), array(-0.43885), array(-0.46135), array(-0.433), array(-0.46835), array(-0.4322), array(-0.46145), array(-0.4202), array(-0.4522), array(-0.44505), array(-0.4344)]","[0, 1, 1, 1, 0]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[3.62708271 3.85130435],0.3987
42,vanilla,True,False,1,False,5,>>graph6<<DkO,27.57343864440918,49,"[array(0.1393), array(-0.63515), array(-0.5787), array(0.06725), array(-0.46225), array(-0.55905), array(-0.63845), array(-0.6169), array(-0.6365), array(-0.6755), array(-0.6618), array(-0.66765), array(-0.65615), array(-0.69135), array(-0.6541), array(-0.66375), array(-0.65935), array(-0.6769), array(-0.6717), array(-0.65355), array(-0.67335), array(-0.67935), array(-0.65265), array(-0.67265), array(-0.66335), array(-0.6719), array(-0.6609), array(-0.661), array(-0.69125), array(-0.6581), array(-0.6779), array(-0.66795), array(-0.67065), array(-0.67485), array(-0.6786), array(-0.66345), array(-0.65485), array(-0.67015), array(-0.65165), array(-0.65805), array(-0.6652), array(-0.65605), array(-0.66945), array(-0.65515), array(-0.66755), array(-0.67215), array(-0.67555), array(-0.6686), array(-0.6749)]","[1, 0, 0, 1, 0]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[7.04684543 1.33177428],0.3326
43,vanilla,True,False,1,False,5,>>graph6<<Dm{,15.096603870391846,53,"[array(-0.1351), array(0.0861), array(-0.0381), array(-0.3076), array(0.29155), array(-0.17425), array(-0.43955), array(-0.55225), array(-0.8245), array(-0.8837), array(-0.3711), array(-0.65045), array(-0.7055), array(-0.89895), array(-0.9225), array(-0.94105), array(-0.91105), array(-0.8873), array(-0.9137), array(-0.90605), array(-0.90935), array(-0.8954), array(-0.90565), array(-0.9269), array(-0.89505), array(-0.90325), array(-0.9175), array(-0.92415), array(-0.9057), array(-0.9198), array(-0.90465), array(-0.9048), array(-0.9041), array(-0.89955), array(-0.90365), array(-0.88495), array(-0.90755), array(-0.8952), array(-0.92205), array(-0.90355), array(-0.9003), array(-0.90595), array(-0.89915), array(-0.89565), array(-0.91325), array(-0.90585), array(-0.89735), array(-0.914), array(-0.91265), array(-0.906), array(-0.91715), array(-0.9261), array(-0.8998)]","[1, 0, 0, 0, 1]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[0.57346565 1.09572538],0.4031
44,vanilla,False,False,1,False,5,>>graph6<<DkO,11.443899869918823,51,"[array(0.5206), array(-0.5444), array(-0.5529), array(0.24425), array(0.04175), array(-0.1454), array(-0.56675), array(-0.4901), array(-0.40295), array(-0.5932), array(-0.58515), array(-0.57695), array(-0.5885), array(-0.5899), array(-0.56915), array(-0.5871), array(-0.58425), array(-0.59235), array(-0.5948), array(-0.5925), array(-0.586), array(-0.58765), array(-0.57405), array(-0.5864), array(-0.5855), array(-0.58285), array(-0.5768), array(-0.5924), array(-0.5785), array(-0.60315), array(-0.58215), array(-0.57885), array(-0.5759), array(-0.58605), array(-0.5818), array(-0.5849), array(-0.57725), array(-0.5901), array(-0.5851), array(-0.59155), array(-0.596), array(-0.5896), array(-0.58035), array(-0.5836), array(-0.56545), array(-0.5743), array(-0.6009), array(-0.5873), array(-0.58925), array(-0.5825), array(-0.59555)]","[0, 1, 1, 0, 1]",2.5,"[1.0, 0, 0, 1.0, 0]",2.5,[4.34449916 2.90447775],0.2112
45,vanilla,False,False,1,False,5,>>graph6<<Dm{,26.136855125427246,64,"[array(0.2011), array(-0.27315), array(-0.07365), array(0.9312), array(0.06045), array(0.02815), array(-0.16725), array(-0.3675), array(-0.35495), array(-0.2764), array(-0.3734), array(-0.3265), array(-0.4129), array(-0.4469), array(-0.48605), array(-0.48965), array(-0.52655), array(-0.5764), array(-0.57635), array(-0.5907), array(-0.60485), array(-0.59645), array(-0.55445), array(-0.61845), array(-0.61265), array(-0.57325), array(-0.61185), array(-0.6173), array(-0.6223), array(-0.57855), array(-0.5707), array(-0.6105), array(-0.58975), array(-0.6221), array(-0.58045), array(-0.58825), array(-0.59485), array(-0.58075), array(-0.60945), array(-0.5981), array(-0.6017), array(-0.58555), array(-0.60375), array(-0.62065), array(-0.5907), array(-0.60725), array(-0.6004), array(-0.5738), array(-0.60205), array(-0.57425), array(-0.6173), array(-0.5926), array(-0.6152), array(-0.59425), array(-0.5909), array(-0.5862), array(-0.6057), array(-0.5972), array(-0.60035), array(-0.60465), array(-0.60285), array(-0.59175), array(-0.59715), array(-0.61115)]","[0, 1, 1, 1, 0]",3.75,"[1.0, 0, 0, 0, 1.0]",3.75,[1.28911086 1.53850191],0.2619
