id,params,state,node,started_at,finished_at,artefact_path,error_msg
1,"{""graph_label"": ""paper1_3"", ""graph_path"": ""graphs_paper1/paper1_3.pkl"", ""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""multiangle"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""hamming_dist"": 3, ""problem_type"": ""minvertexcover""}",done,compute-5-7.local,2025-06-02 17:54:00,2025-06-03 05:28:10,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""multiangle"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 41625.96157383919, ""quantum_func_evals"": 4776, ""ratio"": 1.9321748104335792, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.680535159963345, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [3.9469023803245413, 3.953895203356171, 2.9330855287977933, 2.9478365235158512, 4.275973138392538, 3.477381451457778, 3.1741053196891422, 2.7646041761970865, 3.88983435241636, 3.909900126007243, 3.195504844930828, 3.3454749426514754, 2.9326169943838485, 3.731394132359821, 4.343274810233861, 3.9492186367183733, 3.893040673459527, 2.9459089108294996, 3.0018780908357385, 3.6438782838170685, 3.0491193234809626, 3.1986363816615166, 3.2508853317050135, 2.450989979339924, 1.1242616930279865, 2.5736198364434193, 1.410949631213287, 1.5678802204322506, 2.6142341954902975, 1.7154024397025205, 1.4397000047915105, 1.6732849168632924, 2.7982763655107807, 2.951288510006583, 4.417690375062242, 3.0783885589912625, 3.1787557111519202, 3.3405899363557108, 3.749754152509751, 2.836132001739615, 3.2293225444902425, 2.98766959485457, 3.2536398904397204, 2.792925457493092, 2.6848223343409745, 2.9187527374740796, 3.016026153845481, 2.7247581448481597, 3.2603095315186934, 3.071109607221158, 3.066749482654683, 2.6680531862538457, 3.582912179457223, 2.955293429350582, 3.223296543708321, 3.059528966515208, 1.4465395076585326, 1.7296500892443287, 1.2888688318491737, 2.032597546615272, 1.4664530375988534, 1.8217394158404254, 1.3125660678543203, 1.6840689486976093, 3.3726674706356925, 2.0453901405465427, 3.209136868611975, 3.068989095880032, 3.2325746520950487, 3.0650420234650495, 3.6555155311228917, 3.3414225270434583, 2.9890382386415366, 3.356877974204662, 3.220323857099164, 4.46007957074204, 2.9781038545799476, 3.010131158338701, 3.0281060706254936, 3.130485959339637, 3.1614242640124526, 3.014161932725264, 3.3739310996566476, 2.88341660097582, 3.533112833512237, 3.122523533704673, 3.249780352450256, 1.4327515386169705, 1.4806931601477347, 1.579531244939117, 1.5673700226139051, 1.5638733029043916, 1.6180631095579394, 1.1686362615685, 1.6467107071971856, 1.5627080534677593, 2.9902489652287443, 3.3618222105064937, 3.7165297544251885, 3.191770803950728, 3.386521255542902, 3.231587628271684, 3.1633998860248567, 2.971297100516348, 3.230240182841888, 2.9668843169976475, 2.95495179776579, 3.047392146760673, 3.0846113170219605, 2.8685831824809758, 3.4110192632001777, 3.279168445669484, 2.9448907219326346, 3.565527786946984, 2.937479828094779, 3.1364226768722445, 3.2519762224124253, 3.05419216469347, 3.2103398162223327, 1.5095984565567122, 1.5496816182350657, 1.472893114329809, 1.5767934008717148, 1.520119987354606, 1.5131582071233936, 2.225268473183564, 1.5192392772810217, 1.5703575090660808, 3.103091147103003, 3.071566198335556, 3.094062330907641, 3.328455590469693, 3.174758073101371, 3.231361784177389, 2.775541401169174, 3.152246427592826, 2.89908232309135, 3.400291948394049, 2.7498816711145118, 2.923111014300503, 3.258608324231887, 2.993674966511416, 3.1562822317181536, 3.0744815635840634, 2.863409441436944, 3.1728833571279003, 3.0287830755827936, 3.2037785321654138, 3.3062420140589217, 3.046862260823413, 2.842767761142336, 1.633046025206124, 1.603898997104489, 1.4583724189847003, 1.7407983781172693, 1.4112645872074445, 1.7109594095724683, 1.6692064143910383, 1.6894922514371766, 1.5587740292897323, 4.231079504253694, 3.4841765088582153, 3.3253039857185542, 2.735959835095448, 3.5791659671048723, 3.1652119317116543, 3.291385084460541, 3.114891669121796, 3.370795817551165, 3.056605516049137, 3.157854420658891, 3.0905704654139954, 2.999948909506267, 4.231717332709137, 3.2047695786531487, 2.8803255699673187, 3.18271259377998, 3.3575183568066778, 4.154984285246079, 3.3825406654386825, 3.2210462025472806, 2.7292588356664016, 3.441821229426519, 1.7431048034449033, 1.7137852512307945, 1.6208875473534141, 1.7551080488487103, 1.5542798349426477, 1.2025761198857234, 1.7487570328319983, 1.3771760027547386, 1.4837154241764439, 3.248998015889943, 2.819345805305239, 3.355720624841191, 3.358000873383362, 2.8058341611385305, 2.6940705987743243, 3.1560147383062978, 2.8962800272918225, 3.0020091271314904, 3.330997211269874, 3.1383062696229564, 2.939830760237868, 3.3544416198457316, 2.718206244570315, 3.1567330980178663, 3.1305717819319923, 2.9914214333095566, 2.988863317218955, 3.07461940770512, 3.2942640960742864, 3.1777654620305604, 3.06606816676375, 3.215270526683241, 1.7454575834369979, 1.5842875555002072, 1.450577969916317, 1.9541508110274501, 1.497199566943465, 1.5910871255075456, 1.5513792921376521, 1.4540323010183878, 1.6265772027211405], ""dtype"": ""float64"", ""shape"": [224]}, ""percent_measure_optimal"": 0.001953125, ""hamming_dist"": 3, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 1, 1, 0, 0, 0, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 3.2698883915499253, ""graph_label"": ""paper1_3""}",
2,"{""graph_label"": ""paper1_3"", ""graph_path"": ""graphs_paper1/paper1_3.pkl"", ""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""multiangle"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""hamming_dist"": 3, ""problem_type"": ""minvertexcover""}",done,compute-5-7.local,2025-06-02 17:54:00,2025-06-03 04:26:55,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""multiangle"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 37950.025400877, ""quantum_func_evals"": 4337, ""ratio"": 1.9321748104335792, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.680535159963345, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [3.819728203940967, 4.306589623876554, 3.1925246103494267, 4.368279392861062, 4.6835389565737575, 4.373336016676324, 4.147422749247125, 3.263846671657818, 4.1432653070453, 2.9490333350251214, 2.729235291425218, 3.903532004314596, 2.9191990797335614, 3.6133509803118486, 3.455634948778375, 2.8399187543280875, 3.1947459308434367, 3.394768998340723, 2.8248235609878183, 3.61012009753976, 3.097432147991989, 4.2370585507446465, 2.913409949905037, 1.4335480986854916, 2.614081005486805, 2.572655713901414, 1.5339459464117653, 1.4661344684952058, 1.539669403990399, 2.6062905366226117, 1.547529649957922, 1.6439789027447447, 3.213722595518958, 3.1444743568800746, 3.308069875017697, 3.5340382641429, 3.533637898060648, 3.0571000859616513, 4.22626354782537, 3.2311842333484715, 3.2715581465136028, 3.2588566678945114, 3.0728365274956957, 3.0158579755645762, 3.3737345510606924, 3.890347373110544, 2.88596129544262, 3.1743710358422503, 3.213502224560568, 3.1335686686002817, 3.203564207794605, 3.0520523506497605, 2.987723268851277, 3.377049564879713, 3.2657128601351375, 1.6108203357117439, 1.5393349237468175, 2.302783853999401, 1.5996222861406306, 2.8436076516637927, 2.544468162707631, 2.3766711706820893, 1.5184695380230657, 1.5064915848494647, 3.9058387040356113, 3.2293000371435396, 3.1672376273126024, 3.3332679465476263, 3.122403118086866, 3.258759453848799, 3.206818208356463, 3.2591737657393085, 3.1553554543242304, 3.3495952868563705, 3.1655170025892834, 3.360069463065174, 2.895017599159733, 3.1104754015943743, 3.2139402898006213, 2.9278741530952894, 2.9517821465675964, 3.397309850548336, 2.7585636346485867, 3.4101584441141357, 2.9526964631439676, 3.061665394458858, 3.280875141712386, 1.534495698449039, 1.5607476158770632, 1.553480386872219, 1.8959482221616595, 1.6293406078978203, 1.5301195195982251, 1.3441164001582362, 1.1964506882357027, 1.4887716556682626, 3.1777821440131877, 3.0934538864548093, 3.280918841295857, 3.4259122810712235, 2.8268314883082395, 3.1985289816252522, 2.814635561035872, 2.950820337846762, 3.193227274797365, 3.3512898363224073, 3.058264698478208, 3.2432225943188433, 3.315307671754787, 4.031139410399022, 2.95707150528694, 2.9451247425036806, 3.39463167681153, 2.4598083570446723, 2.9948696200895486, 3.149128562414746, 3.122255253956642, 3.10383459657594, 3.095439772857339, 1.626140436847528, 1.6878978162477094, 2.7676782697485165, 1.5730859068719776, 1.6232886250752765, 1.4039748908925473, 1.4677794172196923, 1.3757018044335392, 1.3780496271132643, 4.188946393023465, 2.8850012669620178, 3.0871595656681676, 3.1156777748666427, 2.1973599825094126, 3.5174358056034007, 2.9583928492436713, 2.7613790799707334, 3.232687181399893, 3.2783038402875966, 3.0363442180197264, 3.2904338233579886, 3.9483428904458635, 3.957338335103569, 2.970331924137048, 3.661518246626085, 3.991348471086943, 3.225538145004793, 3.1292187446499162, 3.1159145214716153, 3.62561075652138, 4.128882148945469, 3.0341589969680953, 2.2772362511343527, 1.7892504945361223, 1.6517427547362793, 1.495568114685797, 1.0991662650487652, 1.5296257630772556, 1.7642227428504933, 1.677162107720682, 1.5879221527803744, 2.8913385324674183, 3.3236513330017807, 2.9186811595001436, 4.159960520745009, 3.0108068753877553, 2.5823743753484987, 4.159759485076936, 2.9483025929235325, 3.159645633046058, 3.123301177233876, 2.9282940392732186, 3.1574026935835606, 4.011943131400449, 3.164178414604429, 2.8927057000264154, 2.9743358728527407, 3.2279396809821073, 3.035058736245247, 3.1002261616985827, 3.1036667616982223, 3.028917878874446, 2.979209015208135, 3.2218685388578567, 1.6286923150566701, 1.939693912187843, 1.637874843691284, 1.394387185266547, 1.5956903430699594, 1.6072161461173657, 2.0806090928048326, 1.5000524780767455, 1.6014586287828436, 3.2487287939611837, 3.155986051807962, 3.076913691757496, 3.490852588581254, 2.719920534110094, 2.8152885280575055, 2.743939670236266, 3.27350730669396, 3.294456503279427, 3.05723610661441, 3.3453386921956656, 3.3617073059691363, 3.2791496241820117, 3.33688327489817, 3.398800020866162, 2.8105184115584674, 3.078728627478197, 3.610944371593977, 2.856759061479747, 3.1172544432023175, 2.7937280584700024, 3.03345455690912, 2.8074878113557378, 1.7443274547722494, 1.4793860431695383, 1.5564080744879967, 1.5209104726552505, 1.6137448218361112, 1.9700137063453018, 1.5695328950840315, 2.516269614834597, 1.4722257825146972], ""dtype"": ""float64"", ""shape"": [224]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 3, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 0, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 4.1165723619115635, ""graph_label"": ""paper1_3""}",
3,"{""graph_label"": ""paper1_3"", ""graph_path"": ""graphs_paper1/paper1_3.pkl"", ""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""multiangle"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""hamming_dist"": 3, ""problem_type"": ""minvertexcover""}",done,compute-5-7.local,2025-06-02 17:54:00,2025-06-03 02:21:42,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""multiangle"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 30436.750793218613, ""quantum_func_evals"": 3523, ""ratio"": 1.9321748104335792, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.680535159963345, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [2.9584321154487427, 4.530319471033787, 3.1402882967879897, 4.370143870423288, 2.9334908540976286, 4.2643177456156245, 3.253954697603274, 3.299559162607832, 4.365005064538716, 3.0293694557540616, 4.2993088592621795, 3.9078044265207827, 3.9637023259770934, 4.422831839297846, 3.953633257522266, 3.0405949697284207, 3.7577225505837872, 3.044578439793472, 3.0765663938137555, 3.0475401160578572, 3.1543046445809333, 3.3237672520547594, 3.3401030488121446, 1.575599160425148, 1.5813643715354901, 1.528082459480493, 1.5781672955873196, 1.717920248548368, 1.7103741510234927, 2.522617893622634, 1.5891025434402268, 2.5922460673987575, 4.466519701339913, 3.1878248825620537, 3.118144652395441, 3.0222039116093864, 2.9463513006342024, 2.931488867308937, 4.1286042716452425, 3.257108787823405, 3.5135317354843987, 3.1243416648155575, 3.014132992215569, 3.1443626983253194, 3.257649435734707, 3.1023915642498787, 3.2795309907433623, 3.3000532496248143, 4.039325411541568, 3.2083156456897375, 3.186025764528454, 3.144915323901247, 3.4553615354040423, 4.257269324126623, 3.391959560224907, 1.560048926677644, 2.670972068501611, 1.2651438246209656, 2.698006093024596, 1.4005139780487053, 1.6666932995005637, 1.53755936570749, 2.620389267890138, 2.007943600988807, 3.0065907178746825, 3.062907595169771, 3.461139506686828, 3.2922762427392844, 3.2576172371421013, 3.101159149190874, 3.3355872662385075, 3.018759920382319, 3.1480644888329268, 2.9960846992024797, 3.1924116969216283, 3.1796268150366225, 3.168751318111825, 2.8250157247687286, 3.2274324003648514, 2.941148858506826, 3.3152274222582596, 3.0711253942056116, 2.9901025589985895, 3.0452224509150856, 3.3178936202405, 3.3654575496907504, 3.3133346339137906, 1.3948576358109446, 1.574367767622773, 1.543928190782534, 1.5437392992865475, 1.579090999931929, 1.5091558270608358, 1.3829932388142336, 1.5352344522948758, 1.464145399361823, 3.200329590185655, 3.104833025116682, 2.9461536290118717, 3.1626183451879033, 3.4999909243271037, 2.953315798524007, 3.2259052583926646, 3.120657015191203, 3.1177060441798448, 3.091681324771013, 2.6185539900898087, 2.886417096531923, 3.306550710968549, 2.674389692943484, 3.170895878846626, 3.500270931604381, 4.383369858175762, 4.1723050425732655, 2.9340700624549463, 2.991843056151567, 3.059359376151749, 3.0824661734363006, 3.012549883367778, 1.6899891494210342, 1.2286896816725035, 1.6757324180636446, 1.5769196489700497, 1.7156128026479276, 1.512247641397186, 1.6080294409427194, 1.6995499587150962, 1.425913350386997, 3.132810995613287, 3.3236072320142385, 2.647164271002783, 3.123290768432336, 2.8176330725100383, 3.236811481649954, 3.11991718815842, 2.9092888693208723, 3.471094057678413, 3.1242253677231937, 3.0608740270491634, 3.1081539907825704, 3.29056962209853, 3.4190608229963546, 2.88660834960671, 3.6133799466705683, 3.194153678540179, 2.8699587799863835, 3.1394280943286943, 3.4507377312619756, 3.574298830120406, 3.8972522783042174, 3.007110136915395, 1.631597902391133, 1.7402928105620776, 1.5013318531731512, 1.5410737337643876, 1.5207350020495636, 1.4542643882863338, 1.5457698347717923, 1.6763201002065244, 1.7434205181495712, 3.091875796431073, 3.030842031775109, 3.3957778880500293, 3.520715670670232, 3.071109701228191, 2.900877691052512, 3.1217545045552586, 3.315048588376474, 3.129576092907759, 3.0111790917762016, 3.1166010083430375, 3.4732261664725037, 3.0946622698147177, 3.2971444669938585, 2.9505610236698496, 3.0240930629834075, 3.163718654868312, 2.925896788805118, 2.94027047918975, 3.5221346688702586, 2.7642157861389247, 2.9190420191866684, 3.1893976054727005, 1.5001370094160738, 1.6441351591080302, 1.6372655148797466, 1.5501119748735663, 1.5636302429856115, 1.4017738263915847, 1.5254014458853336, 1.7532985865467916, 1.6223511512242124, 2.7449651130716597, 2.787349643378706, 3.2003989710663774, 2.918315412458413, 2.741663760566662, 3.215821150977417, 2.7405277838538242, 3.349520214663985, 3.096005113701681, 2.9111477138653696, 3.186291865311433, 3.233229647592343, 3.2616974431074652, 3.020983363352515, 2.7469413481971547, 2.901881092751934, 3.29095976079644, 3.1033468021270587, 3.131281615142361, 3.0826212983005057, 3.4075339256232344, 3.3669817153803505, 3.3393105555836353, 1.6178624829092223, 1.8376610601090646, 1.5952682085045384, 1.7768056388214102, 1.4797821608622395, 1.5957044449199125, 1.6165512496117191, 1.6434915262403127, 1.5908449976659527], ""dtype"": ""float64"", ""shape"": [224]}, ""percent_measure_optimal"": 0.0009765625, ""hamming_dist"": 3, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 1, 1, 1, 0, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 4.179850679355316, ""graph_label"": ""paper1_3""}",
4,"{""graph_label"": ""paper1_3"", ""graph_path"": ""graphs_paper1/paper1_3.pkl"", ""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""multiangle"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""hamming_dist"": 3, ""problem_type"": ""minvertexcover""}",done,compute-5-7.local,2025-06-02 17:54:00,2025-06-03 03:54:35,"{""graph_size"": 9, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""multiangle"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 36009.73867845535, ""quantum_func_evals"": 4244, ""ratio"": 1.9321748104335792, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""quantum_obj_value"": 4.680535159963345, ""classic_solution"": [1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 1.0], ""classic_value"": 2.4224180621178033, ""final_params"": {""__ndarray__"": [4.52371883757742, 3.5597223539516056, 3.887614534672665, 3.046859000823728, 3.8732989629588555, 4.019625559521334, 2.90780095795166, 2.7239589939475235, 3.771135977539406, 3.326706927578488, 2.8686166150258114, 4.201652073207261, 3.340846018271871, 4.352560946693147, 4.018972236286198, 3.554719380152232, 3.2622785929435554, 2.9754604775606626, 4.287246789688048, 3.424401956049715, 4.302394710207586, 2.8474677543021105, 2.839510384817033, 1.7010284352244707, 2.704458497530529, 1.5349026983236755, 1.5645916827318158, 1.4469900494825616, 2.078835283180262, 1.3575996966239696, 1.6540766886224663, 1.7327680359018656, 3.1066061214507656, 2.907812953019143, 3.196692599038651, 3.0386591895079134, 3.0622615215954476, 3.1660220734036786, 3.4078161272612975, 3.0572473096091883, 2.843021840998016, 3.534551370738711, 3.13017878648288, 2.8690101350808304, 3.135358148029765, 2.9461866171644417, 3.0755603775406217, 3.0794110784304443, 3.379519594641331, 3.1904159321747048, 3.3580520162191796, 3.1555754559980707, 2.8688077040752837, 3.0760479502713873, 3.1726610366089023, 1.576788430144582, 1.4600677791411354, 1.6080429798870135, 1.515358939901208, 1.7723759183856838, 1.5092118930395155, 1.657063940303068, 1.6245002930684518, 1.372495134832707, 2.978599186179546, 3.125504353031364, 3.127636881501023, 3.1593375222059006, 3.144955120107003, 3.1036588076212652, 2.90067567487076, 3.0651652872990054, 3.1134651577908623, 2.923688675382449, 3.1330282323803966, 3.578846409682026, 3.2244002750009324, 3.167547573387837, 2.9179922339336493, 3.1963751277724985, 2.76016305156367, 3.4645550521943385, 3.6098322008061206, 3.413485394236884, 3.378686593842408, 3.0157279832668014, 3.456056700675708, 1.6378394940338212, 1.549028666874058, 1.6128572458226373, 1.590333212930582, 1.5596141385467612, 1.7311529575728748, 1.2541120784945285, 1.770632057523965, 1.660990991147823, 3.340578272720786, 3.225688501397906, 2.669764880736204, 3.1699832063025983, 3.3669839843051155, 3.1020794779230165, 3.4168885893838685, 2.991181872888346, 3.224411191248935, 2.8777918728924097, 3.0256458710879617, 2.9372287342512124, 3.436773681586287, 3.2383905929651364, 2.7398939583534645, 3.011195263255545, 3.098245351178457, 3.4274825857070446, 3.3693211379310832, 3.4332196980846503, 3.170534629628221, 3.0848702684204294, 3.2818044112467932, 1.5811242481408208, 1.494915898167592, 1.4418654545780751, 1.7317568596242963, 1.5652447475540645, 1.6327839411946923, 1.4741350716321833, 1.6545155930116746, 1.6960879912634785, 3.0158399844919517, 3.1533791924024626, 2.950091987883905, 2.9006505101611824, 3.027390684843502, 3.1633309501165066, 3.154537923075825, 3.077472720453055, 3.116947792147431, 3.4166790288756883, 3.3903972591373885, 3.5321134896864126, 2.774811903831329, 3.4204771271003307, 3.0999206808364903, 3.0612726184231134, 2.865904156134668, 2.9882392489468654, 3.071476738665757, 2.887133948005075, 2.8317163558853062, 2.934519402807044, 2.8810066207055955, 1.5787675855198646, 1.6384469465987879, 1.3931929013862336, 1.6107798809112377, 1.6360182772423577, 1.433265353493614, 1.4634707216308922, 1.4781357612402801, 1.435939280642329, 2.9173681154621858, 3.474539931363249, 3.29215873725935, 3.2119189455890025, 3.0717203392693597, 2.949465794272609, 2.928999746320098, 3.2216074295064137, 3.2205850122819366, 3.038825744809204, 3.047951903638791, 3.052782779965051, 3.3575796299126766, 3.1580909681587004, 3.2338161668932166, 3.276147508644847, 3.153977537252397, 3.2737909749462135, 3.2860634092143983, 3.549023266578824, 3.262664552881446, 3.435064359797776, 2.9359879894507883, 1.9622502452267616, 1.6559388769020533, 1.402973155730158, 1.6043550916452327, 1.3066857645569592, 1.5094086020691566, 1.5060048720467474, 1.6457722929781458, 1.3772585346004629, 3.082129215354262, 3.0769305594059486, 3.4426853926750307, 3.142286087174952, 3.076956834712755, 3.0678454889154048, 3.3373856726094897, 3.265429965495131, 3.08872802212687, 3.1370465733236403, 3.287405556587587, 3.191682197021721, 3.1077251548514533, 3.3955350219241587, 2.895598331760183, 3.614799863558002, 3.241782404070119, 3.2088373411266393, 3.0734081681612944, 3.6618671235827622, 3.4918037882189386, 3.129095785682429, 3.284854774072604, 1.5519576778098445, 1.5638694045878345, 1.5577356814135868, 1.6478698002923646, 1.3900512502908338, 1.4671741611770897, 1.6585496614540276, 1.5314461703920828, 1.4885472233500587], ""dtype"": ""float64"", ""shape"": [224]}, ""percent_measure_optimal"": 0.0048828125, ""hamming_dist"": 3, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 1, 1, 0, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [9]}, ""hamming_obj_func"": 4.202584935224785, ""graph_label"": ""paper1_3""}",
