param_initialization,qaoa_variant,warm_start,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
29,uniform,vanilla,True,3,9,E?ro,399.5507757663727,39,"[array(-0.13342219), array(-0.11300474), array(-0.48642739), array(-0.10755774), array(-0.28038903), array(-0.48376436), array(-0.38530617), array(-0.15775915), array(-0.32820469), array(-0.33662491), array(-0.54537888), array(-0.63737813), array(-0.61869184), array(-0.62211935), array(-0.65351187), array(-0.63572751), array(-0.66257101), array(-0.61550059), array(-0.63031646), array(-0.63149472), array(-0.65968981), array(-0.6574223), array(-0.64591567), array(-0.68374637), array(-0.65207377), array(-0.60437109), array(-0.64155091), array(-0.62473717), array(-0.67995382), array(-0.64463138), array(-0.63016012), array(-0.65219432), array(-0.63761388), array(-0.65046319), array(-0.66487531), array(-0.62699804), array(-0.67220189), array(-0.6382316), array(-0.66740221)]","[1, 1, 1, 1, 0, 0]",3.3753362251022687,"[1.0, 1.0, 1.0, 1.0, 0, 0]",3.3753362251022687
30,uniform,vanilla,True,3,9,EEzg,438.5144658088684,44,"[array(0.68298604), array(-0.06367519), array(0.04764577), array(-0.42102098), array(-0.06770357), array(-0.39475653), array(-0.24725187), array(-0.34097869), array(-0.36596744), array(-0.42679998), array(-0.53179254), array(-0.6069308), array(-0.1938438), array(-0.51317025), array(-0.61423194), array(-0.53692637), array(-0.53384933), array(-0.38509887), array(-0.64640012), array(-0.5910881), array(-0.66722053), array(-0.62285475), array(-0.64043035), array(-0.57589347), array(-0.59013666), array(-0.63903781), array(-0.67732916), array(-0.63000448), array(-0.5847571), array(-0.62967697), array(-0.62373295), array(-0.63409613), array(-0.61437271), array(-0.61859112), array(-0.57354085), array(-0.65278768), array(-0.65212464), array(-0.64550627), array(-0.61836806), array(-0.63527774), array(-0.63891936), array(-0.62857811), array(-0.60473036), array(-0.63622324)]","[0, 0, 0, 1, 1, 1]",4.047312363092217,"[1.0, 1.0, 1.0, 0, 0, 0]",4.047312363092217
31,uniform,vanilla,True,3,9,EEvo,395.4959306716919,40,"[array(-0.03099189), array(-0.08333824), array(0.1283546), array(0.05175887), array(-0.07218901), array(-0.10565107), array(-0.06030046), array(0.25340283), array(-0.09735158), array(-0.02350579), array(-0.1311127), array(-0.15871329), array(-0.09085472), array(-0.12945226), array(-0.06371185), array(-0.16222865), array(-0.16412794), array(-0.19706093), array(-0.16258249), array(-0.14181138), array(-0.19644106), array(-0.10168052), array(-0.15776222), array(-0.10033718), array(-0.17700664), array(-0.1827296), array(-0.23044753), array(-0.16341543), array(-0.15506883), array(-0.17237809), array(-0.1376392), array(-0.16240095), array(-0.17116055), array(-0.13808625), array(-0.2130444), array(-0.18667503), array(-0.14870334), array(-0.18488504), array(-0.1881309), array(-0.23415462)]","[1, 1, 0, 0, 0, 1]",3.526776359240181,"[1.0, 1.0, 1.0, 1.0, 0, 0]",4.052653453584332
32,uniform,vanilla,True,3,9,EQ~w,350.39782881736755,35,"[array(0.05480369), array(0.00397738), array(0.00275385), array(0.00709655), array(-0.15490362), array(-0.17082466), array(-0.18272433), array(0.08027717), array(-0.03676421), array(-0.1961774), array(-0.11936825), array(-0.19587808), array(-0.07861928), array(0.03942324), array(-0.17770059), array(-0.15384133), array(-0.04397279), array(-0.12315685), array(-0.17053379), array(-0.14323765), array(-0.05689154), array(-0.06825101), array(-0.11732432), array(-0.13598729), array(-0.09265786), array(-0.10122419), array(-0.1208274), array(-0.07074025), array(-0.10882489), array(-0.11023869), array(-0.11971889), array(-0.10082279), array(-0.10906955), array(-0.05314994), array(-0.16475267)]","[0, 0, 0, 0, 1, 1]",4.454228452592966,"[0, 1.0, 1.0, 0, 0, 1.0]",4.5426744272751645
33,uniform,vanilla,True,3,9,EErw,427.83796739578247,44,"[array(0.19222286), array(-0.13352556), array(0.07317169), array(0.02895118), array(0.05893037), array(-0.09265021), array(-0.14039956), array(-0.17074039), array(-0.22986338), array(-0.02043707), array(-0.13406193), array(-0.31580355), array(-0.31337386), array(-0.30359507), array(-0.34019164), array(-0.33478618), array(-0.57783643), array(-0.39303769), array(-0.66569349), array(-0.62295632), array(-0.56807169), array(-0.59381835), array(-0.68391912), array(-0.71277123), array(-0.81283012), array(-0.6964168), array(-0.84847029), array(-0.74762493), array(-0.79535462), array(-0.81779365), array(-0.77975756), array(-0.78153057), array(-0.79222424), array(-0.77180776), array(-0.83034582), array(-0.77056495), array(-0.78108658), array(-0.78291627), array(-0.83782), array(-0.76588313), array(-0.79400428), array(-0.74879502), array(-0.79233602), array(-0.78194156)]","[0, 0, 0, 1, 1, 1]",4.357496331029228,"[1.0, 1.0, 1.0, 0, 0, 0]",4.357496331029228
34,uniform,vanilla,True,3,9,EElw,381.3409559726715,39,"[array(-0.06489725), array(0.04757193), array(0.09259928), array(0.09911462), array(-0.10099798), array(0.18657662), array(0.14027101), array(-0.05999203), array(-0.12261827), array(-0.04502271), array(-0.13248312), array(-0.12208279), array(-0.18964268), array(-0.09292559), array(-0.10532618), array(-0.05039103), array(-0.11201562), array(-0.06599424), array(-0.03379859), array(-0.14305147), array(-0.15919453), array(-0.14149881), array(-0.15022977), array(-0.1384454), array(-0.13691119), array(-0.15270973), array(-0.10431708), array(-0.18519997), array(-0.12262252), array(-0.10642626), array(-0.14587288), array(-0.13549173), array(-0.17963819), array(-0.13762809), array(-0.20722294), array(-0.16450394), array(-0.14017246), array(-0.15124324), array(-0.12691525)]","[0, 1, 0, 1, 1, 0]",3.581210929756017,"[1.0, 1.0, 0, 0, 0, 1.0]",4.362207498705146
35,uniform,vanilla,True,3,9,ETzg,368.0327615737915,38,"[array(-0.17717081), array(-0.21287755), array(-0.18361393), array(0.0085874), array(-0.29637271), array(-0.22983024), array(-0.15746417), array(-0.33833693), array(-0.3212037), array(-0.31273091), array(-0.22305158), array(-0.28357613), array(-0.28865736), array(-0.5229267), array(-0.22711452), array(-0.38629689), array(-0.39318233), array(-0.36232678), array(-0.37698966), array(-0.41383395), array(-0.4913911), array(-0.44030767), array(-0.4450817), array(-0.37579557), array(-0.45515059), array(-0.43408771), array(-0.39089672), array(-0.45108443), array(-0.41486411), array(-0.44783066), array(-0.47172103), array(-0.44284155), array(-0.41969146), array(-0.47789549), array(-0.36358181), array(-0.4726018), array(-0.43879963), array(-0.4544165)]","[0, 0, 0, 1, 1, 1]",4.448333739909217,"[1.0, 1.0, 1.0, 0, 0, 0]",4.448333739909218
36,uniform,vanilla,True,3,9,ECqg,491.4898340702057,50,"[array(-0.32693468), array(-0.15647477), array(0.33808176), array(-0.15688703), array(-0.30039661), array(-0.08461618), array(-0.330128), array(-0.1151251), array(-0.09123372), array(-0.27037935), array(-0.3581475), array(-0.36851248), array(-0.08566669), array(-0.32281224), array(-0.37241121), array(-0.52219894), array(-0.59205776), array(-0.63005575), array(-0.71536945), array(-0.77430241), array(-0.76500758), array(-0.82765041), array(-0.82705714), array(-0.79947247), array(-0.77767846), array(-0.83466776), array(-0.76780261), array(-0.71912724), array(-0.76932601), array(-0.81041182), array(-0.77987429), array(-0.80729191), array(-0.84960732), array(-0.8008474), array(-0.78782609), array(-0.83571354), array(-0.78230649), array(-0.80778826), array(-0.797709), array(-0.79258325), array(-0.80594514), array(-0.8001477), array(-0.84971788), array(-0.82736263), array(-0.77897427), array(-0.80343158), array(-0.82578746), array(-0.79360657), array(-0.79533204), array(-0.80984604)]","[0, 0, 0, 1, 1, 1]",3.162310385565929,"[1.0, 1.0, 1.0, 0, 0, 0]",3.162310385565929
37,uniform,vanilla,True,3,9,EUZw,432.63829278945923,44,"[array(0.86350803), array(1.0264116), array(0.29488169), array(-0.14296785), array(-0.16998975), array(0.42031668), array(0.31387194), array(0.02797575), array(-0.53339674), array(-0.57245447), array(-0.59819659), array(-0.19584849), array(-0.4865566), array(-0.33590163), array(-0.47665205), array(-0.63801916), array(-0.60582291), array(-0.67817086), array(-0.73672586), array(-0.47374818), array(-0.6935145), array(-0.7958063), array(-0.79819676), array(-0.78764877), array(-0.63050009), array(-0.76977681), array(-0.84781386), array(-0.72179118), array(-0.77019859), array(-0.75050991), array(-0.82393886), array(-0.75723724), array(-0.75267889), array(-0.77270273), array(-0.78232341), array(-0.84122069), array(-0.80504325), array(-0.76897507), array(-0.79413454), array(-0.82692968), array(-0.81533259), array(-0.77949037), array(-0.79714735), array(-0.78177035)]","[1, 1, 1, 0, 0, 0]",4.5054843547165815,"[1.0, 1.0, 1.0, 0, 0, 0]",4.5054843547165815
38,uniform,vanilla,True,3,9,EUxo,505.3376376628876,52,"[array(-0.0656832), array(0.45332037), array(-0.05577876), array(0.1876999), array(0.15279505), array(0.01505802), array(-0.07847), array(0.0012943), array(-0.10613513), array(0.11909095), array(-0.00878914), array(-0.10989522), array(-0.15247645), array(-0.0902736), array(-0.02701995), array(-0.19557598), array(-0.16068351), array(-0.26437933), array(-0.11469255), array(-0.29581692), array(-0.25842476), array(-0.30486801), array(-0.28596104), array(-0.3224385), array(-0.47821971), array(-0.5204882), array(-0.47810385), array(-0.5939112), array(-0.38186141), array(-0.59438278), array(-0.57507961), array(-0.64359835), array(-0.51077423), array(-0.64524379), array(-0.67136376), array(-0.59875233), array(-0.65938907), array(-0.6132977), array(-0.65555448), array(-0.59984578), array(-0.59005183), array(-0.60527208), array(-0.56030161), array(-0.68694999), array(-0.64445325), array(-0.55534958), array(-0.62970444), array(-0.61396449), array(-0.64804189), array(-0.57954312), array(-0.5765524), array(-0.69723108)]","[0, 0, 0, 1, 1, 1]",4.6977017857603345,"[1.0, 1.0, 1.0, 0, 0, 0]",4.697701785760335
39,uniform,vanilla,True,3,9,ECxw,404.4251754283905,42,"[array(-0.09180838), array(-0.14101491), array(0.0070094), array(-0.04319617), array(-0.16672103), array(0.2435432), array(0.04280069), array(-0.03065009), array(-0.0844674), array(-0.20868458), array(-0.35029754), array(-0.35818483), array(-0.32551122), array(-0.45005771), array(-0.30838665), array(-0.29414076), array(-0.21847758), array(-0.35540505), array(-0.43948069), array(-0.40266986), array(-0.39909054), array(-0.47154742), array(-0.45283539), array(-0.48624461), array(-0.43917182), array(-0.46667036), array(-0.47784547), array(-0.41559634), array(-0.40437926), array(-0.44740125), array(-0.49423549), array(-0.48524244), array(-0.4618943), array(-0.50575103), array(-0.44659768), array(-0.50148215), array(-0.4745008), array(-0.48531367), array(-0.45494333), array(-0.46113119), array(-0.44075471), array(-0.45357924)]","[0, 0, 1, 1, 1, 0]",3.302933022733335,"[0, 0, 1.0, 1.0, 1.0, 0]",3.3029330227333347
40,uniform,vanilla,True,3,9,FCZTo,497.02101039886475,50,"[array(0.14416265), array(-0.02969101), array(-0.12701961), array(0.04206104), array(-0.31838843), array(-0.09413205), array(-0.08473113), array(-0.1760101), array(0.1493484), array(-0.31881681), array(-0.41965808), array(-0.4417977), array(-0.37366278), array(-0.47261207), array(-0.38003812), array(-0.45891416), array(-0.40199287), array(-0.44216955), array(-0.53501487), array(-0.56795231), array(-0.56561691), array(-0.58585581), array(-0.6106984), array(-0.57334018), array(-0.6251699), array(-0.63988179), array(-0.63321267), array(-0.59198337), array(-0.57107788), array(-0.637946), array(-0.65059384), array(-0.73201446), array(-0.70628219), array(-0.69373001), array(-0.67842534), array(-0.68336837), array(-0.69098169), array(-0.63995339), array(-0.67049336), array(-0.70244933), array(-0.67354118), array(-0.64564649), array(-0.66358522), array(-0.67774153), array(-0.60675422), array(-0.67718445), array(-0.6773352), array(-0.65222409), array(-0.71230149), array(-0.65394956)]","[0, 0, 0, 0, 1, 1, 1]",5.174843542202046,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0]",5.174843542202046
41,uniform,vanilla,True,3,9,FCZew,380.33574199676514,39,"[array(0.27589288), array(-0.19099958), array(0.04493088), array(-0.10137228), array(-0.14436721), array(-0.13987401), array(-0.22451819), array(-0.24784748), array(-0.2126078), array(-0.16639753), array(-0.29171373), array(-0.30655749), array(-0.34677221), array(-0.22083227), array(-0.33873219), array(-0.23247004), array(-0.33115971), array(-0.33261588), array(-0.34026149), array(-0.25581193), array(-0.33887274), array(-0.29174874), array(-0.26842599), array(-0.26893345), array(-0.30365208), array(-0.26248127), array(-0.31864303), array(-0.3344386), array(-0.29797048), array(-0.24857401), array(-0.2585109), array(-0.34181449), array(-0.28039837), array(-0.25583609), array(-0.34114824), array(-0.321142), array(-0.32541459), array(-0.30945067), array(-0.32410839)]","[1, 0, 1, 0, 1, 0, 1]",3.2804846972998054,"[0, 1.0, 1.0, 1.0, 0, 0, 1.0]",3.9471197289408133
42,uniform,vanilla,True,3,9,FCznW,305.8718321323395,32,"[array(0.02140062), array(0.0602988), array(0.15514887), array(-0.03510512), array(-0.01661993), array(-0.06421568), array(-0.08939598), array(-0.0925748), array(-0.04002045), array(-0.09823091), array(0.07234508), array(-0.00484774), array(0.04652638), array(0.02300521), array(0.0074934), array(0.00974188), array(0.08446534), array(-0.02221902), array(0.01843874), array(0.08649065), array(0.01516218), array(-0.02420132), array(0.10037657), array(0.05828035), array(-0.04910796), array(0.04026219), array(0.04029125), array(-0.01568381), array(0.00089072), array(0.01184838), array(0.07082341), array(-0.0263313)]","[1, 0, 0, 0, 0, 0, 0]",1.700475545955996,"[1.0, 1.0, 1.0, 0, 1.0, 0, 0]",6.299241994765314
43,uniform,vanilla,True,3,9,F?rvw,340.42154812812805,35,"[array(0.08850618), array(-0.26769427), array(-0.16391182), array(-0.18564188), array(-0.0032608), array(-0.26183307), array(-0.3974596), array(-0.06716689), array(-0.17021459), array(-0.3483103), array(-0.2915873), array(-0.26530811), array(-0.25735065), array(-0.29537901), array(-0.3652932), array(-0.28098923), array(-0.29538329), array(-0.35548227), array(-0.31398006), array(-0.27329108), array(-0.39939445), array(-0.40593852), array(-0.30106393), array(-0.35803178), array(-0.32429991), array(-0.34630178), array(-0.36428776), array(-0.3664849), array(-0.35620117), array(-0.32235974), array(-0.37194608), array(-0.39857625), array(-0.35125873), array(-0.37090669), array(-0.36453251)]","[1, 1, 1, 1, 1, 0, 0]",5.65914318919514,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",5.65914318919514
44,uniform,vanilla,True,3,9,FCpb_,404.8784193992615,41,"[array(0.13028444), array(0.03928375), array(0.03598128), array(0.16130054), array(0.21657669), array(0.07486637), array(-0.07062062), array(-0.12594742), array(-0.45713939), array(-0.08028956), array(-0.20895413), array(-0.41421879), array(-0.34539925), array(-0.38890884), array(-0.25847742), array(-0.65057586), array(0.04259218), array(-0.47416248), array(-0.20854848), array(-0.47847789), array(-0.43999854), array(-0.52629771), array(-0.59308019), array(-0.61721381), array(-0.60955112), array(-0.59783292), array(-0.6275062), array(-0.57754432), array(-0.59326197), array(-0.59025482), array(-0.58768722), array(-0.5771296), array(-0.63798837), array(-0.57816472), array(-0.59513633), array(-0.57514742), array(-0.60510919), array(-0.60528302), array(-0.58040731), array(-0.56952815), array(-0.58084996)]","[1, 0, 0, 0, 0, 1, 1]",4.311464567468734,"[0, 1.0, 1.0, 1.0, 0, 0, 0]",4.7100521615168285
45,uniform,vanilla,True,3,9,FEr^o,346.4348928928375,34,"[array(-0.41802275), array(0.12092882), array(-0.19258676), array(-0.10314063), array(-0.34758716), array(-0.3177609), array(-0.1867643), array(-0.11898029), array(-0.34276675), array(-0.41639231), array(-0.45738434), array(-0.42460305), array(-0.40546614), array(-0.50689016), array(-0.44085481), array(-0.57223009), array(-0.49896948), array(-0.48348238), array(-0.53959547), array(-0.46153387), array(-0.4361601), array(-0.56382813), array(-0.45767641), array(-0.46762924), array(-0.52709609), array(-0.55715928), array(-0.49589704), array(-0.46234579), array(-0.50041486), array(-0.50192104), array(-0.45920546), array(-0.48800188), array(-0.48107509), array(-0.47808364)]","[0, 0, 1, 1, 1, 1, 0]",5.3931862832332715,"[1.0, 1.0, 1.0, 0, 0, 0, 0]",5.482542311332391
46,uniform,vanilla,True,3,9,F?B~o,447.9181249141693,44,"[array(0.49764045), array(-0.34316142), array(-0.27790458), array(-0.18246109), array(0.01660121), array(-0.47478689), array(-0.49030209), array(0.18370997), array(-0.27550698), array(-0.46589829), array(-0.52390866), array(-0.43582684), array(-0.19422906), array(-0.50888132), array(-0.60596135), array(-0.39102587), array(-0.47171501), array(-0.59263168), array(-0.53426741), array(-0.41122263), array(-0.62852098), array(-0.63565718), array(-0.57806735), array(-0.56971335), array(-0.61129996), array(-0.55900844), array(-0.59485041), array(-0.54431457), array(-0.57638384), array(-0.62003767), array(-0.5429901), array(-0.64570434), array(-0.54636789), array(-0.55632604), array(-0.57527893), array(-0.56175867), array(-0.56192341), array(-0.58890936), array(-0.52493434), array(-0.58876733), array(-0.6027174), array(-0.55060821), array(-0.56562846), array(-0.56351272)]","[1, 1, 1, 1, 1, 0, 0]",6.31188997463241,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",6.31188997463241
